"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",58,,17,18,12,11
"Educación inicial (032)",2,,1,1,,
"Primaria (033)",316,19,157,69,57,14
"Secundaria (034)",219,3,149,44,23,
"Superior no univ. incompleta (035)",31,,14,12,5,
"Superior no univ. completa (036)",46,,23,18,4,1
"Superior univ. incompleta (037)",17,,12,4,1,
"Superior univ. completa (038)",33,,18,14,,1
"No PEA (040)",29666,11828,7464,3919,3369,3086
"Sin nivel (041)",5916,675,788,1247,1527,1679
"Educación inicial (042)",902,853,30,19,,
"Primaria (043)",15996,9115,2667,1811,1354,1049
"Secundaria (044)",5276,1185,3173,516,239,163
"Superior no univ. incompleta (045)",442,,342,66,26,8
"Superior no univ. completa (046)",542,,155,170,121,96
"Superior univ. incompleta (047)",319,,264,24,21,10
"Superior univ. completa (048)",273,,45,66,81,81
,,,,,,
"URBANA (060)",15513,3292,4551,3522,2758,1390
"Sin nivel (061)",1035,68,130,184,296,357
"Educación inicial (062)",261,248,10,3,,
"Primaria (063)",5833,2435,873,914,989,622
"Secundaria (064)",4573,541,2291,959,600,182
"Superior no univ. incompleta (065)",699,,367,217,102,13
"Superior no univ. completa (066)",1436,,374,632,334,96
"Superior univ. incompleta (067)",571,,328,133,94,16
"Superior univ. completa (068)",1105,,178,480,343,104
"PEA (070)",6988,75,2101,2576,1828,408
"Sin nivel (071)",336,,48,82,129,77
"Educación inicial (072)",9,,7,2,,
"Primaria (073)",1900,60,449,561,615,215
"Secundaria (074)",2121,15,919,703,429,55
"Superior no univ. incompleta (075)",412,,158,169,80,5
"Superior no univ. completa (076)",1034,,258,525,231,20
"Superior univ. incompleta (077)",315,,117,113,77,8
"Superior univ. completa (078)",861,,145,421,267,28
"Ocupada (080)",6619,70,1904,2471,1781,393
"Sin nivel (081)",318,,40,78,127,73
"Educación inicial (082)",7,,6,1,,
"Primaria (083)",1799,55,397,542,599,206
"Secundaria (084)",1986,15,840,667,409,55
"Superior no univ. incompleta (085)",388,,149,158,76,5
"Superior no univ. completa (086)",995,,240,509,227,19
"Superior univ. incompleta (087)",298,,105,109,76,8
"Superior univ. completa (088)",828,,127,407,267,27
"Desocupada (090)",369,5,197,105,47,15
"Sin nivel (091)",18,,8,4,2,4
"Educación inicial (092)",2,,1,1,,
"Primaria (093)",101,5,52,19,16,9
"Secundaria (094)",135,,79,36,20,
"Superior no univ. incompleta (095)",24,,9,11,4,
"Superior no univ. completa (096)",39,,18,16,4,1
"Superior univ. incompleta (097)",17,,12,4,1,
"Superior univ. completa (098)",33,,18,14,,1
"No PEA (100)",8525,3217,2450,946,930,982
"Sin nivel (101)",699,68,82,102,167,280
"Educación inicial (102)",252,248,3,1,,
"Primaria (103)",3933,2375,424,353,374,407
"Secundaria (104)",2452,526,1372,256,171,127
"Superior no univ. incompleta (105)",287,,209,48,22,8
"Superior no univ. completa (106)",402,,116,107,103,76
"Superior univ. incompleta (107)",256,,211,20,17,8
"Superior univ. completa (108)",244,,33,59,76,76
,,,,,,
"RURAL (120)",30972,8891,8272,6085,4762,2962
"Sin nivel (121)",7122,643,989,1695,2051,1744
"Educación inicial (122)",665,607,37,21,,
"Primaria (123)",17716,6958,4069,3247,2327,1115
"Secundaria (124)",4578,683,2782,802,244,67
"Superior no univ. incompleta (125)",274,,179,66,28,1
"Superior no univ. completa (126)",394,,113,192,66,23
"Superior univ. incompleta (127)",116,,71,23,17,5
"Superior univ. completa (128)",107,,32,39,29,7
"PEA (130)",9831,280,3258,3112,2323,858
"Sin nivel (131)",1905,36,283,550,691,345
"Educación inicial (132)",15,2,10,3,,
"Primaria (133)",5653,218,1826,1789,1347,473
"Secundaria (134)",1754,24,981,542,176,31
"Superior no univ. incompleta (135)",119,,46,48,24,1
"Superior no univ. completa (136)",254,,74,129,48,3
"Superior univ. incompleta (137)",53,,18,19,13,3
"Superior univ. completa (138)",78,,20,32,24,2
"Ocupada (140)",9478,263,3064,3037,2268,846
"Sin nivel (141)",1865,36,274,536,681,338
"Educación inicial (142)",15,2,10,3,,
"Primaria (143)",5438,204,1721,1739,1306,468
"Secundaria (144)",1670,21,911,534,173,31
"Superior no univ. incompleta (145)",112,,41,47,23,1
"Superior no univ. completa (146)",247,,69,127,48,3
"Superior univ. incompleta (147)",53,,18,19,13,3
"Superior univ. completa (148)",78,,20,32,24,2
"Desocupada (150)",353,17,194,75,55,12
"Sin nivel (151)",40,,9,14,10,7
"Primaria (153)",215,14,105,50,41,5
"Secundaria (154)",84,3,70,8,3,
"Superior no univ. incompleta (155)",7,,5,1,1,
"Superior no univ. completa (156)",7,,5,2,,
"No PEA (160)",21141,8611,5014,2973,2439,2104
"Sin nivel (161)",5217,607,706,1145,1360,1399
"Educación inicial (162)",650,605,27,18,,
"Primaria (163)",12063,6740,2243,1458,980,642
"Secundaria (164)",2824,659,1801,260,68,36
"Superior no univ. incompleta (165)",155,,133,18,4,
"Superior no univ. completa (166)",140,,39,63,18,20
"Superior univ. incompleta (167)",63,,53,4,4,2
"Superior univ. completa (168)",29,,12,7,5,5
