"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Suministro de electricidad, gas y agua (049)",2,,,1,,,,,1
"Construcción (050)",8,,,6,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",551,10,,219,251,26,32,5,8
"Venta, mant.y rep. veh.autom.y motoc. (052)",10,,,5,3,1,1,,
"Comercio al por mayor (053)",21,,,2,15,,1,1,2
"Comercio al por menor (054)",520,10,,212,233,25,30,4,6
"Hoteles y restaurantes (055)",394,10,,173,185,12,8,2,4
"Trans., almac. y comunicaciones (056)",16,,,4,8,,4,,
"Intermediación financiera (057)",2,,,,,,2,,
"Activid.inmobil., empres. y de alquiler (058)",31,,,3,8,4,11,,5
"Admin.pub. y defensa; p. segur.soc.afil (059)",65,,,3,21,11,22,5,3
"Enseñanza (060)",203,,,,10,22,105,15,51
"Servicios sociales y de salud (061)",55,,,1,4,5,22,5,18
"Otras activ. serv.comun.soc y personales (062)",60,1,,27,23,4,3,2,
"Hogares privados con servicio doméstico (063)",523,25,,310,172,9,6,,1
"Actividad economica no especificada (065)",216,14,,119,53,13,12,2,3
,,,,,,,,,
"URBANA (066)",9068,212,10,3907,3558,336,633,135,277
"Agric., ganadería, caza y silvicultura (067)",4453,152,7,2548,1595,67,53,10,21
"Pesca (068)",4,,,1,2,,,,1
"Explotación de minas y canteras (069)",2,,,1,1,,,,
"Industrias manufactureras (070)",372,2,,131,190,14,20,6,9
"Suministro de electricidad, gas y agua (071)",25,,,7,10,,3,2,3
"Construcción (072)",342,1,,93,167,23,27,13,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1176,11,1,360,592,63,92,20,37
"Venta, mant.y rep. veh.autom.y motoc. (074)",127,,,21,66,10,23,3,4
"Comercio al por mayor (075)",55,,,14,23,4,7,3,4
"Comercio al por menor (076)",994,11,1,325,503,49,62,14,29
"Hoteles y restaurantes (077)",436,9,,181,207,20,11,2,6
"Trans., almac. y comunicaciones (078)",493,2,2,109,307,22,34,9,8
"Intermediación financiera (079)",2,,,,,,2,,
"Activid.inmobil., empres. y de alquiler (080)",128,1,,18,46,15,26,10,12
"Admin.pub. y defensa; p. segur.soc.afil (081)",222,1,,17,85,22,60,14,23
"Enseñanza (082)",427,,,2,30,42,232,27,94
"Servicios sociales y de salud (083)",111,,,2,12,11,44,8,34
"Otras activ. serv.comun.soc y personales (084)",118,1,,40,52,11,5,8,1
"Hogares privados con servicio doméstico (085)",484,22,,277,170,8,6,,1
"Actividad economica no especificada (087)",273,10,,120,92,18,18,6,9
"Hombres (088)",6475,114,9,2722,2703,229,411,100,187
"Agric., ganadería, caza y silvicultura (089)",3851,103,6,2147,1458,61,48,10,18
"Pesca (090)",4,,,1,2,,,,1
"Explotación de minas y canteras (091)",1,,,,1,,,,
"Industrias manufactureras (092)",298,2,,98,156,12,17,6,7
"Suministro de electricidad, gas y agua (093)",23,,,6,10,,3,2,2
"Construcción (094)",335,1,,88,165,23,27,13,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",671,1,1,170,357,38,60,15,29
"Venta, mant.y rep. veh.autom.y motoc. (096)",118,,,16,63,10,22,3,4
"Comercio al por mayor (097)",35,,,12,9,4,6,2,2
"Comercio al por menor (098)",518,1,1,142,285,24,32,10,23
"Hoteles y restaurantes (099)",63,,,21,29,8,3,,2
"Trans., almac. y comunicaciones (100)",478,2,2,105,299,22,31,9,8
"Activid.inmobil., empres. y de alquiler (102)",97,1,,15,38,11,15,10,7
"Admin.pub. y defensa; p. segur.soc.afil (103)",161,1,,14,67,11,39,9,20
"Enseñanza (104)",248,,,2,22,23,137,13,51
"Servicios sociales y de salud (105)",58,,,1,9,6,22,3,17
"Otras activ. serv.comun.soc y personales (106)",58,,,13,29,7,2,6,1
"Hogares privados con servicio doméstico (107)",17,2,,2,12,1,,,
"Actividad economica no especificada (109)",112,1,,39,49,6,7,4,6
"Mujeres (110)",2593,98,1,1185,855,107,222,35,90
"Agric., ganadería, caza y silvicultura (111)",602,49,1,401,137,6,5,,3
"Explotación de minas y canteras (113)",1,,,1,,,,,
"Industrias manufactureras (114)",74,,,33,34,2,3,,2
"Suministro de electricidad, gas y agua (115)",2,,,1,,,,,1
"Construcción (116)",7,,,5,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",505,10,,190,235,25,32,5,8
"Venta, mant.y rep. veh.autom.y motoc. (118)",9,,,5,3,,1,,
"Comercio al por mayor (119)",20,,,2,14,,1,1,2
"Comercio al por menor (120)",476,10,,183,218,25,30,4,6
"Hoteles y restaurantes (121)",373,9,,160,178,12,8,2,4
"Trans., almac. y comunicaciones (122)",15,,,4,8,,3,,
"Intermediación financiera (123)",2,,,,,,2,,
"Activid.inmobil., empres. y de alquiler (124)",31,,,3,8,4,11,,5
"Admin.pub. y defensa; p. segur.soc.afil (125)",61,,,3,18,11,21,5,3
"Enseñanza (126)",179,,,,8,19,95,14,43
"Servicios sociales y de salud (127)",53,,,1,3,5,22,5,17
"Otras activ. serv.comun.soc y personales (128)",60,1,,27,23,4,3,2,
"Hogares privados con servicio doméstico (129)",467,20,,275,158,7,6,,1
"Actividad economica no especificada (131)",161,9,,81,43,12,11,2,3
,,,,,,,,,
"RURAL (132)",5374,353,7,3536,1336,44,56,17,25
"Agric., ganadería, caza y silvicultura (133)",4824,332,6,3272,1154,25,18,12,5
"Industrias manufactureras (136)",38,1,1,21,15,,,,
"Suministro de electricidad, gas y agua (137)",1,,,,1,,,,
"Construcción (138)",54,1,,24,25,1,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",116,,,61,45,7,,2,1
"Venta, mant.y rep. veh.autom.y motoc. (140)",11,,,2,3,4,,2,
"Comercio al por mayor (141)",3,,,1,1,1,,,
"Comercio al por menor (142)",102,,,58,41,2,,,1
"Hoteles y restaurantes (143)",22,1,,14,7,,,,
"Trans., almac. y comunicaciones (144)",37,,,13,20,1,3,,
"Activid.inmobil., empres. y de alquiler (146)",6,,,3,2,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",26,,,2,17,3,3,,1
"Enseñanza (148)",45,,,,4,4,22,2,13
"Servicios sociales y de salud (149)",7,,,,2,,3,,2
"Otras activ. serv.comun.soc y personales (150)",3,,,1,,,1,,1
"Hogares privados con servicio doméstico (151)",62,5,,40,15,2,,,
"Actividad economica no especificada (153)",133,13,,85,29,1,4,,1
"Hombres (154)",4529,255,6,2973,1188,35,41,16,15
"Agric., ganadería, caza y silvicultura (155)",4197,245,5,2832,1060,23,16,12,4
"Industrias manufactureras (158)",30,1,1,14,14,,,,
"Suministro de electricidad, gas y agua (159)",1,,,,1,,,,
"Construcción (160)",53,1,,23,25,1,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",70,,,32,29,6,,2,1
"Venta, mant.y rep. veh.autom.y motoc. (162)",10,,,2,3,3,,2,
"Comercio al por mayor (163)",2,,,1,,1,,,
"Comercio al por menor (164)",58,,,29,26,2,,,1
"Hoteles y restaurantes (165)",1,,,1,,,,,
"Trans., almac. y comunicaciones (166)",36,,,13,20,1,2,,
"Activid.inmobil., empres. y de alquiler (168)",6,,,3,2,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",22,,,2,14,3,2,,1
"Enseñanza (170)",21,,,,2,1,12,1,5
"Servicios sociales y de salud (171)",5,,,,1,,3,,1
"Otras activ. serv.comun.soc y personales (172)",3,,,1,,,1,,1
"Hogares privados con servicio doméstico (173)",6,,,5,1,,,,
"Actividad economica no especificada (175)",78,8,,47,19,,3,,1
"Mujeres (176)",845,98,1,563,148,9,15,1,10
"Agric., ganadería, caza y silvicultura (177)",627,87,1,440,94,2,2,,1
"Industrias manufactureras (180)",8,,,7,1,,,,
"Construcción (182)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",46,,,29,16,1,,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,
"Comercio al por mayor (185)",1,,,,1,,,,
"Comercio al por menor (186)",44,,,29,15,,,,
"Hoteles y restaurantes (187)",21,1,,13,7,,,,
"Trans., almac. y comunicaciones (188)",1,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",4,,,,3,,1,,
"Enseñanza (192)",24,,,,2,3,10,1,8
"Servicios sociales y de salud (193)",2,,,,1,,,,1
"Hogares privados con servicio doméstico (195)",56,5,,35,14,2,,,
"Actividad economica no especificada (197)",55,5,,38,10,1,1,,
