"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",4193,38,130,333,487,749,1661,795
"De 12 a 14 años (001)",4,,,,,,,4
"De 15 a 19 años (002)",98,,,,,,61,37
"De 20 a 24 años (003)",403,,,,,,264,139
"De 25 a 29 años (004)",460,,,,,6,354,100
"De 30 a 34 años (005)",405,,,,1,40,311,53
"De 35 a 39 años (006)",441,,,,4,88,308,41
"De 40 a 44 años (007)",387,,,,10,132,203,42
"De 45 a 49 años (008)",366,,,,25,169,134,38
"De 50 y más años (009)",1629,38,130,333,447,314,26,341
"Conviviente (010)",1150,,6,19,44,132,732,217
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",64,,,,,,42,22
"De 20 a 24 años (013)",243,,,,,,169,74
"De 25 a 29 años (014)",239,,,,,3,194,42
"De 30 a 34 años (015)",157,,,,,12,131,14
"De 35 a 39 años (016)",163,,,,1,32,116,14
"De 40 a 44 años (017)",86,,,,2,26,52,6
"De 45 a 49 años (018)",58,,,,1,23,26,8
"De 50 y más años (019)",137,,6,19,40,36,2,34
"Separado(a) (020)",179,,4,10,19,36,68,42
"De 15 a 19 años (022)",7,,,,,,6,1
"De 20 a 24 años (023)",30,,,,,,20,10
"De 25 a 29 años (024)",21,,,,,1,15,5
"De 30 a 34 años (025)",17,,,,,2,10,5
"De 35 a 39 años (026)",17,,,,1,6,8,2
"De 40 a 44 años (027)",19,,,,1,9,6,3
"De 45 a 49 años (028)",14,,,,1,8,3,2
"De 50 y más años (029)",54,,4,10,16,10,,14
"Casado(a) (030)",2111,11,46,166,315,506,778,289
"De 15 a 19 años (032)",12,,,,,,4,8
"De 20 a 24 años (033)",73,,,,,,57,16
"De 25 a 29 años (034)",160,,,,,1,130,29
"De 30 a 34 años (035)",200,,,,1,23,159,17
"De 35 a 39 años (036)",236,,,,1,47,170,18
"De 40 a 44 años (037)",246,,,,6,84,136,20
"De 45 a 49 años (038)",265,,,,19,123,100,23
"De 50 y más años (039)",919,11,46,166,288,228,22,158
"Viudo(a) (040)",538,27,70,129,101,57,28,126
"De 15 a 19 años (042)",1,,,,,,,1
"De 20 a 24 años (043)",4,,,,,,2,2
"De 25 a 29 años (044)",4,,,,,1,2,1
"De 30 a 34 años (045)",8,,,,,1,4,3
"De 35 a 39 años (046)",10,,,,,2,7,1
"De 40 a 44 años (047)",19,,,,1,7,7,4
"De 45 a 49 años (048)",18,,,,3,11,4,
"De 50 y más años (049)",474,27,70,129,97,35,2,114
"Divorciado(a) (050)",13,,,2,1,3,3,4
"De 15 a 19 años (052)",1,,,,,,,1
"De 20 a 24 años (053)",1,,,,,,1,
