"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",245,192,28,20,5
,,,,,
"URBANA (036)",10691,7641,971,748,1331
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",17,,,2,15
"Profes., científicos e intelectuales (038)",650,150,155,247,98
"Técnicos de nivel medio y trab. asimilados (039)",318,131,34,45,108
"Jefes y empleados de oficina (040)",346,77,28,42,199
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1714,1525,102,37,50
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1993,1866,126,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",915,655,124,67,69
"Obreros construc.,conf.,papel, fab., instr. (044)",1374,911,124,113,226
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2681,2047,204,124,306
"Otra (046)",232,,,,232
"Ocupación no especificada (047)",451,279,74,70,28
"Hombres (048)",7680,5258,722,553,1147
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",13,,,2,11
"Profes., científicos e intelectuales (050)",364,78,82,140,64
"Técnicos de nivel medio y trab. asimilados (051)",255,98,30,38,89
"Jefes y empleados de oficina (052)",198,24,16,26,132
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",725,607,45,29,44
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1787,1672,114,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",820,574,118,61,67
"Obreros construc.,conf.,papel, fab., instr. (056)",1335,889,117,108,221
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1648,1138,149,97,264
"Otra (058)",231,,,,231
"Ocupación no especificada (059)",304,178,51,51,24
"Mujeres (060)",3011,2383,249,195,184
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,,,4
"Profes., científicos e intelectuales (062)",286,72,73,107,34
"Técnicos de nivel medio y trab. asimilados (063)",63,33,4,7,19
"Jefes y empleados de oficina (064)",148,53,12,16,67
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",989,918,57,8,6
"Agricult.trabaj.calif.agrop.y pesqueros (066)",206,194,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",95,81,6,6,2
"Obreros construc.,conf.,papel, fab., instr. (068)",39,22,7,5,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1033,909,55,27,42
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",147,101,23,19,4
,,,,,
"RURAL (072)",9412,8917,387,57,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,,,,3
"Profes., científicos e intelectuales (074)",140,66,57,13,4
"Técnicos de nivel medio y trab. asimilados (075)",40,28,2,1,9
"Jefes y empleados de oficina (076)",34,13,6,4,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",298,282,12,,4
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4933,4831,100,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",171,150,11,4,6
"Obreros construc.,conf.,papel, fab., instr. (080)",235,201,20,10,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3346,3147,171,21,7
"Ocupación no especificada (083)",212,199,8,3,2
"Hombres (084)",7550,7155,311,45,39
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,,,2
"Profes., científicos e intelectuales (086)",74,32,34,7,1
"Técnicos de nivel medio y trab. asimilados (087)",21,13,2,1,5
"Jefes y empleados de oficina (088)",23,6,4,3,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",88,76,8,,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4572,4480,90,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",150,130,11,4,5
"Obreros construc.,conf.,papel, fab., instr. (092)",223,191,18,10,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2283,2119,141,17,6
"Ocupación no especificada (095)",114,108,3,2,1
"Mujeres (096)",1862,1762,76,12,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",66,34,23,6,3
"Técnicos de nivel medio y trab. asimilados (099)",19,15,,,4
"Jefes y empleados de oficina (100)",11,7,2,1,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",210,206,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",361,351,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",21,20,,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",12,10,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1063,1028,30,4,1
"Ocupación no especificada (107)",98,91,5,1,1
