"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia YUNGAY (000)",13784,13325,48,2541,2692,2090,3151,1911,720,172,459,48321
"De 12 a 14 años (001)",18,11,2,9,,,,,,,7,9
"De 15 a 19 años (002)",343,310,5,266,33,5,1,,,,33,351
"De 20 a 24 años (003)",1415,1259,10,758,370,99,21,1,,,156,1887
"De 25 a 29 años (004)",1690,1585,3,556,565,285,162,12,2,,105,3315
"De 30 a 34 años (005)",1766,1723,4,316,565,368,383,80,5,2,43,4783
"De 35 a 39 años (006)",1623,1597,1,180,388,362,450,174,37,5,26,5484
"De 40 a 44 años (007)",1309,1288,4,108,181,227,441,230,88,9,21,5410
"De 45 a 49 años (008)",1147,1127,2,67,148,159,351,265,105,30,20,5330
"De 50 y más años (009)",4473,4425,17,281,442,585,1342,1149,483,126,48,21752
"Sin nivel (010)",6318,6229,24,706,906,912,1727,1299,520,135,89,27139
"De 12 a 14 años (011)",3,3,,3,,,,,,,,3
"De 15 a 19 años (012)",62,59,1,45,11,2,,,,,3,73
"De 20 a 24 años (013)",297,282,2,151,88,33,7,1,,,15,460
"De 25 a 29 años (014)",451,438,1,124,140,94,75,4,,,13,1029
"De 30 a 34 años (015)",559,551,2,72,150,131,158,35,2,1,8,1702
"De 35 a 39 años (016)",609,603,,58,113,120,192,93,26,1,6,2311
"De 40 a 44 años (017)",609,604,3,40,66,73,219,134,61,8,5,2827
"De 45 a 49 años (018)",624,618,,31,58,72,184,179,69,25,6,3195
"De 50 y más años (019)",3104,3071,15,182,280,387,892,853,362,100,33,15539
"Educacion Inicial (020)",40,38,,8,10,6,11,2,1,,2,115
"De 15 a 19 años (022)",1,1,,1,,,,,,,,1
