"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia AZANGARO (000)",99755,17139,19458,17303,14624,11166,20065
"Conviviente (001)",19889,265,4830,8611,4033,1249,901
"Separado(a) (002)",2310,19,300,597,593,373,428
"Casado(a) (003)",32838,34,431,3711,8175,8174,12313
"Viudo(a) (004)",6942,1,26,118,454,760,5583
"Divorciado(a) (005)",310,,11,39,58,65,137
"Soltero(a) (006)",37466,16820,13860,4227,1311,545,703
"Hombres (008)",47781,8731,9488,8155,6801,5261,9345
"Conviviente (009)",9429,122,1703,4211,2156,706,531
"Separado(a) (010)",395,5,17,66,98,84,125
"Casado(a) (011)",16113,18,127,1464,3775,4041,6688
"Viudo(a) (012)",2064,1,6,25,121,178,1733
"Divorciado(a) (013)",96,,2,7,15,28,44
"Soltero(a) (014)",19684,8585,7633,2382,636,224,224
"Mujeres (016)",51974,8408,9970,9148,7823,5905,10720
"Conviviente (017)",10460,143,3127,4400,1877,543,370
"Separado(a) (018)",1915,14,283,531,495,289,303
"Casado(a) (019)",16725,16,304,2247,4400,4133,5625
"Viudo(a) (020)",4878,,20,93,333,582,3850
"Divorciado(a) (021)",214,,9,32,43,37,93
"Soltero(a) (022)",17782,8235,6227,1845,675,321,479
,,,,,,,
"URBANA (024)",27679,4818,5915,5530,4549,3036,3831
"Conviviente (025)",6933,107,1497,3088,1559,451,231
"Separado(a) (026)",794,6,98,201,240,130,119
"Casado(a) (027)",7614,8,87,853,2239,2117,2310
"Viudo(a) (028)",1343,,5,34,136,171,997
"Divorciado(a) (029)",96,,4,17,21,20,34
"Soltero(a) (030)",10899,4697,4224,1337,354,147,140
"Hombres (032)",13648,2445,2928,2624,2159,1601,1891
"Conviviente (033)",3298,47,519,1465,845,280,142
"Separado(a) (034)",158,2,4,25,47,37,43
"Casado(a) (035)",3927,4,25,317,1061,1160,1360
"Viudo(a) (036)",367,,1,9,30,42,285
"Divorciado(a) (037)",35,,,2,5,13,15
"Soltero(a) (038)",5863,2392,2379,806,171,69,46
"Mujeres (040)",14031,2373,2987,2906,2390,1435,1940
"Conviviente (041)",3635,60,978,1623,714,171,89
"Separado(a) (042)",636,4,94,176,193,93,76
"Casado(a) (043)",3687,4,62,536,1178,957,950
"Viudo(a) (044)",976,,4,25,106,129,712
"Divorciado(a) (045)",61,,4,15,16,7,19
"Soltero(a) (046)",5036,2305,1845,531,183,78,94
,,,,,,,
"RURAL (048)",72076,12321,13543,11773,10075,8130,16234
"Conviviente (049)",12956,158,3333,5523,2474,798,670
"Separado(a) (050)",1516,13,202,396,353,243,309
"Casado(a) (051)",25224,26,344,2858,5936,6057,10003
"Viudo(a) (052)",5599,1,21,84,318,589,4586
"Divorciado(a) (053)",214,,7,22,37,45,103
"Soltero(a) (054)",26567,12123,9636,2890,957,398,563
"Hombres (056)",34133,6286,6560,5531,4642,3660,7454
"Conviviente (057)",6131,75,1184,2746,1311,426,389
"Separado(a) (058)",237,3,13,41,51,47,82
"Casado(a) (059)",12186,14,102,1147,2714,2881,5328
"Viudo(a) (060)",1697,1,5,16,91,136,1448
"Divorciado(a) (061)",61,,2,5,10,15,29
"Soltero(a) (062)",13821,6193,5254,1576,465,155,178
"Mujeres (064)",37943,6035,6983,6242,5433,4470,8780
"Conviviente (065)",6825,83,2149,2777,1163,372,281
"Separado(a) (066)",1279,10,189,355,302,196,227
"Casado(a) (067)",13038,12,242,1711,3222,3176,4675
"Viudo(a) (068)",3902,,16,68,227,453,3138
"Divorciado(a) (069)",153,,5,17,27,30,74
"Soltero(a) (070)",12746,5930,4382,1314,492,243,385
