"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",77495,,,9471,18198,18300,14254,15441,1831
"Superior no univ. incompleto (035)",12332,,,,2195,4557,2756,2523,301
"Superior no univ. completo (036)",19190,,,,,5701,5963,6742,784
"Superior univ. incompleto (037)",9506,,,,2372,4149,1284,1515,186
"Superior univ. completo (038)",11158,,,,,3074,3192,4272,620
"Hombres (040)",119131,5678,12276,13638,13297,21109,18083,27271,7779
"Sin nivel (041)",12420,5678,1003,204,239,397,943,2143,1813
"Educación inicial (042)",4030,,3797,144,29,43,17,,
"Primaria (043)",37092,,7476,8619,1746,3435,3491,8536,3789
"Secundaria (044)",41314,,,4671,9274,9596,7795,8913,1065
"Superior no univ. incompleto (045)",5652,,,,924,1940,1256,1366,166
"Superior no univ. completo (046)",8151,,,,,2313,2419,2981,438
"Superior univ. incompleto (047)",4866,,,,1085,2013,648,999,121
"Superior univ. completo (048)",5606,,,,,1372,1514,2333,387
"Mujeres (050)",123229,5348,11960,13394,13296,22987,19905,28002,8337
"Sin nivel (051)",14627,5348,926,162,171,371,1235,3467,2947
"Educación inicial (052)",3799,,3615,85,22,49,28,,
"Primaria (053)",40711,,7419,8347,1621,4020,4825,10634,3845
"Secundaria (054)",36181,,,4800,8924,8704,6459,6528,766
"Superior no univ. incompleto (055)",6680,,,,1271,2617,1500,1157,135
"Superior no univ. completo (056)",11039,,,,,3388,3544,3761,346
"Superior univ. incompleto (057)",4640,,,,1287,2136,636,516,65
"Superior univ. completo (058)",5552,,,,,1702,1678,1939,233
,,,,,,,,,
"RURAL (060)",27050,1296,2846,3329,3180,4836,3942,5609,2012
"Sin nivel (061)",4534,1296,403,56,64,178,369,1186,982
"Educación inicial (062)",682,,654,3,4,9,12,,
"Primaria (063)",14168,,1789,2416,1019,2040,2209,3723,972
"Secundaria (064)",6553,,,854,1935,2069,1097,552,46
"Superior no univ. incompleto (065)",400,,,,116,186,60,37,1
"Superior no univ. completo (066)",398,,,,,211,121,61,5
"Superior univ. incompleto (067)",155,,,,42,76,23,12,2
"Superior univ. completo (068)",160,,,,,67,51,38,4
"Hombres (070)",14209,667,1454,1706,1659,2547,2012,3020,1144
"Sin nivel (071)",2223,667,207,32,27,92,176,530,492
"Educación inicial (072)",346,,324,2,3,6,11,,
"Primaria (073)",7540,,923,1280,551,1055,1096,2031,604
"Secundaria (074)",3561,,,392,1007,1140,612,372,38
"Superior no univ. incompleto (075)",190,,,,56,88,23,22,1
"Superior no univ. completo (076)",183,,,,,85,58,35,5
"Superior univ. incompleto (077)",75,,,,15,41,10,8,1
"Superior univ. completo (078)",91,,,,,40,26,22,3
"Mujeres (080)",12841,629,1392,1623,1521,2289,1930,2589,868
"Sin nivel (081)",2311,629,196,24,37,86,193,656,490
"Educación inicial (082)",336,,330,1,1,3,1,,
"Primaria (083)",6628,,866,1136,468,985,1113,1692,368
"Secundaria (084)",2992,,,462,928,929,485,180,8
"Superior no univ. incompleto (085)",210,,,,60,98,37,15,
"Superior no univ. completo (086)",215,,,,,126,63,26,
"Superior univ. incompleto (087)",80,,,,27,35,13,4,1
"Superior univ. completo (088)",69,,,,,27,25,16,1
