"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ISLAY (000)",20269,19280,5417,3216,3735,2527,2589,1080,490,226,989,43169
"De 12 a 14 años (001)",1475,1468,1464,4,,,,,,,7,4
"De 15 a 19 años (002)",2204,2174,1969,188,13,1,3,,,,30,229
"De 20 a 24 años (003)",2024,1763,886,645,197,25,7,3,,,261,1164
"De 25 a 29 años (004)",2068,1862,340,775,543,160,42,1,1,,206,2532
"De 30 a 34 años (005)",2078,1983,175,553,778,325,139,12,,1,95,3763
"De 35 a 39 años (006)",1921,1864,128,318,672,450,252,37,6,1,57,4367
"De 40 a 44 años (007)",1723,1665,92,213,508,398,348,82,20,4,58,4664
"De 45 a 49 años (008)",1449,1409,58,156,337,322,384,118,26,8,40,4537
"De 50 y más años (009)",5327,5092,305,364,687,846,1414,827,437,212,235,21909
"Sin nivel (010)",1632,1601,104,108,192,230,407,286,184,90,31,7401
"De 12 a 14 años (011)",27,27,27,,,,,,,,,
"De 15 a 19 años (012)",12,12,8,2,1,1,,,,,,7
"De 20 a 24 años (013)",29,27,15,6,4,1,1,,,,2,22
"De 25 a 29 años (014)",16,14,2,4,4,3,1,,,,2,25
"De 30 a 34 años (015)",90,86,5,14,33,19,11,4,,,4,209
"De 35 a 39 años (016)",124,121,11,11,24,33,33,8,1,,3,362
"De 40 a 44 años (017)",130,126,7,10,26,27,38,10,7,1,4,446
"De 45 a 49 años (018)",130,126,5,10,15,27,35,28,5,1,4,510
"De 50 y más años (019)",1074,1062,24,51,85,119,288,236,171,88,12,5820
"Educacion Inicial (020)",24,22,11,3,3,4,1,,,,2,25
"De 12 a 14 años (021)",6,6,6,,,,,,,,,
"De 15 a 19 años (022)",4,4,4,,,,,,,,,
