"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUALGAYOC (000)",34642,33451,10882,5069,4007,2955,3960,2810,1971,1797,1191,94674
"De 12 a 14 años (001)",3432,3407,3396,9,2,,,,,,25,13
"De 15 a 19 años (002)",4822,4683,4088,541,41,6,7,,,,139,669
"De 20 a 24 años (003)",4472,4064,1745,1611,588,92,20,8,,,408,3202
"De 25 a 29 años (004)",3733,3466,588,1272,975,457,162,11,1,,267,5361
"De 30 a 34 años (005)",3260,3119,314,645,931,651,471,85,16,6,141,7207
"De 35 a 39 años (006)",2978,2908,194,349,608,607,786,284,68,12,70,9327
"De 40 a 44 años (007)",2464,2419,130,181,301,411,722,403,204,67,45,10263
"De 45 a 49 años (008)",2034,2008,91,127,188,247,543,420,251,141,26,10051
"De 50 y más años (009)",7447,7377,336,334,373,484,1249,1599,1431,1571,70,48581
"Sin nivel (010)",13134,12858,1218,1342,1324,1329,2358,2149,1601,1537,276,63435
"De 12 a 14 años (011)",70,68,68,,,,,,,,2,
"De 15 a 19 años (012)",330,317,240,70,5,,2,,,,13,88
"De 20 a 24 años (013)",677,627,210,255,129,27,5,1,,,50,621
"De 25 a 29 años (014)",917,869,133,269,239,151,72,5,,,48,1534
"De 30 a 34 años (015)",1087,1043,111,185,238,252,199,42,13,3,44,2680
"De 35 a 39 años (016)",1338,1311,92,144,211,257,381,176,44,6,27,4571
"De 40 a 44 años (017)",1347,1321,67,85,121,176,395,273,149,55,26,6245
"De 45 a 49 años (018)",1278,1263,50,70,98,114,340,298,187,106,15,6823
"De 50 y más años (019)",6090,6039,247,264,283,352,964,1354,1208,1367,51,40873
"Educacion Inicial (020)",49,47,12,10,8,8,7,1,1,,2,94
"De 12 a 14 años (021)",4,4,4,,,,,,,,,
