"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia URUBAMBA (000)",20840,54127,48028,,852,88.7,1.6
"De 12 a 14 años (001)",2055,13,13,,1,100,7.7
"De 15 a 19 años (002)",2709,254,251,62,98.8,24.4,
"De 20 a 24 años (003)",2282,1594,1563,186,98.1,11.7,
"De 25 a 29 años (004)",2340,3315,3225,241,97.3,7.3,
"De 30 a 34 años (005)",1970,4780,4581,179,95.8,3.7,
"De 35 a 39 años (006)",1842,5966,5607,122,94,2,
"De 40 a 44 años (007)",1575,6550,6035,51,92.1,0.8,
"De 45 a 49 años (008)",1312,6060,5494,10,90.7,0.2,
"De 50 y más años (009)",4755,25595,21259,,83.1,,
"Conviviente (010)",4862,11111,10539,528,94.9,4.8,
"De 12 a 14 años (011)",13,6,6,1,100,16.7,
"De 15 a 19 años (012)",277,178,176,47,98.9,26.4,
"De 20 a 24 años (013)",1043,1207,1185,148,98.2,12.3,
"De 25 a 29 años (014)",1188,2028,1979,165,97.6,8.1,
"De 30 a 34 años (015)",876,2141,2060,101,96.2,4.7,
"De 35 a 39 años (016)",598,1868,1789,49,95.8,2.6,
"De 40 a 44 años (017)",347,1296,1232,15,95.1,1.2,
"De 45 a 49 años (018)",217,900,848,2,94.2,0.2,
"De 50 y más años (019)",303,1487,1264,,85,,
"Separado(a) (020)",606,1490,1425,40,95.6,2.7,
"De 12 a 14 años (021)",2,2,2,,100,,
"De 15 a 19 años (022)",24,24,23,7,95.8,29.2,
"De 20 a 24 años (023)",68,77,77,14,100,18.2,
"De 25 a 29 años (024)",101,158,152,9,96.2,5.7,
"De 30 a 34 años (025)",91,179,173,4,96.6,2.2,
"De 35 a 39 años (026)",94,249,239,4,96,1.6,
"De 40 a 44 años (027)",71,244,238,2,97.5,0.8,
"De 45 a 49 años (028)",56,198,190,,96,,
"De 50 y más años (029)",99,359,331,,92.2,,
"Casado(a) (030)",7135,31922,28358,252,88.8,0.8,
"De 12 a 14 años (031)",2,,,,,,
"De 15 a 19 años (032)",18,14,14,,100,,
"De 20 a 24 años (033)",120,212,203,14,95.8,6.6,
"De 25 a 29 años (034)",597,1004,971,60,96.7,6,
"De 30 a 34 años (035)",774,2300,2193,69,95.3,3,
"De 35 a 39 años (036)",965,3593,3349,68,93.2,1.9,
