"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",2,,1,1,,
"Primaria (033)",388,15,166,127,69,11
"Secundaria (034)",289,4,190,68,25,2
"Superior no univ. incompleta (035)",14,,9,4,1,
"Superior no univ. completa (036)",51,,28,17,6,
"Superior univ. incompleta (037)",13,,10,3,,
"Superior univ. completa (038)",25,,19,4,2,
"No PEA (040)",25130,8865,6853,3563,3216,2633
"Sin nivel (041)",6176,306,739,1330,1946,1855
"Educación inicial (042)",657,580,47,30,,
"Primaria (043)",11788,6653,2150,1488,903,594
"Secundaria (044)",5047,1326,3038,422,183,78
"Superior no univ. incompleta (045)",440,,349,62,18,11
"Superior no univ. completa (046)",389,,142,129,75,43
"Superior univ. incompleta (047)",376,,321,31,15,9
"Superior univ. completa (048)",257,,67,71,76,43
,,,,,,
"URBANA (060)",13314,2768,3982,2942,2345,1277
"Sin nivel (061)",1876,54,187,412,656,567
"Educación inicial (062)",221,175,27,19,,
"Primaria (063)",4880,1991,747,852,836,454
"Secundaria (064)",3591,548,1878,688,365,112
"Superior no univ. incompleta (065)",550,,346,137,51,16
"Superior no univ. completa (066)",936,,274,427,184,51
"Superior univ. incompleta (067)",475,,334,90,39,12
"Superior univ. completa (068)",785,,189,317,214,65
"PEA (070)",5545,75,1795,1908,1346,421
"Sin nivel (071)",635,2,58,178,258,139
"Educación inicial (072)",24,1,15,8,,
"Primaria (073)",1584,48,356,494,507,179
"Secundaria (074)",1565,24,759,480,251,51
"Superior no univ. incompleta (075)",296,,160,91,37,8
"Superior no univ. completa (076)",663,,196,333,121,13
"Superior univ. incompleta (077)",210,,115,65,25,5
"Superior univ. completa (078)",568,,136,259,147,26
"Ocupada (080)",5250,74,1659,1814,1294,409
"Sin nivel (081)",607,2,53,171,246,135
"Educación inicial (082)",22,1,14,7,,
"Primaria (083)",1505,48,330,468,486,173
"Secundaria (084)",1448,23,696,442,238,49
"Superior no univ. incompleta (085)",289,,156,88,37,8
"Superior no univ. completa (086)",631,,181,320,117,13
"Superior univ. incompleta (087)",199,,107,62,25,5
"Superior univ. completa (088)",549,,122,256,145,26
"Desocupada (090)",295,1,136,94,52,12
"Sin nivel (091)",28,,5,7,12,4
"Educación inicial (092)",2,,1,1,,
"Primaria (093)",79,,26,26,21,6
"Secundaria (094)",117,1,63,38,13,2
"Superior no univ. incompleta (095)",7,,4,3,,
"Superior no univ. completa (096)",32,,15,13,4,
"Superior univ. incompleta (097)",11,,8,3,,
"Superior univ. completa (098)",19,,14,3,2,
"No PEA (100)",7769,2693,2187,1034,999,856
"Sin nivel (101)",1241,52,129,234,398,428
"Educación inicial (102)",197,174,12,11,,
"Primaria (103)",3296,1943,391,358,329,275
"Secundaria (104)",2026,524,1119,208,114,61
"Superior no univ. incompleta (105)",254,,186,46,14,8
"Superior no univ. completa (106)",273,,78,94,63,38
"Superior univ. incompleta (107)",265,,219,25,14,7
"Superior univ. completa (108)",217,,53,58,67,39
,,,,,,
"RURAL (120)",25593,6309,7559,5157,4132,2436
"Sin nivel (121)",6614,267,807,1555,2190,1795
"Educación inicial (122)",487,408,51,28,,
"Primaria (123)",12463,4807,2961,2485,1616,594
"Secundaria (124)",5018,827,3128,793,243,27
"Superior no univ. incompleta (125)",320,,237,64,16,3
"Superior no univ. completa (126)",365,,186,136,37,6
"Superior univ. incompleta (127)",176,,144,25,5,2
"Superior univ. completa (128)",150,,45,71,25,9
"PEA (130)",8232,137,2893,2628,1915,659
"Sin nivel (131)",1679,13,197,459,642,368
"Educación inicial (132)",27,2,16,9,,
"Primaria (133)",3971,97,1202,1355,1042,275
"Secundaria (134)",1997,25,1209,579,174,10
"Superior no univ. incompleta (135)",134,,74,48,12,
"Superior no univ. completa (136)",249,,122,101,25,1
"Superior univ. incompleta (137)",65,,42,19,4,
"Superior univ. completa (138)",110,,31,58,16,5
"Ocupada (140)",7639,115,2579,2465,1834,646
"Sin nivel (141)",1601,9,175,433,624,360
"Educación inicial (142)",27,2,16,9,,
"Primaria (143)",3662,82,1062,1254,994,270
"Secundaria (144)",1825,22,1082,549,162,10
"Superior no univ. incompleta (145)",127,,69,47,11,
"Superior no univ. completa (146)",230,,109,97,23,1
"Superior univ. incompleta (147)",63,,40,19,4,
"Superior univ. completa (148)",104,,26,57,16,5
"Desocupada (150)",593,22,314,163,81,13
"Sin nivel (151)",78,4,22,26,18,8
"Primaria (153)",309,15,140,101,48,5
"Secundaria (154)",172,3,127,30,12,
"Superior no univ. incompleta (155)",7,,5,1,1,
"Superior no univ. completa (156)",19,,13,4,2,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",6,,5,1,,
"No PEA (160)",17361,6172,4666,2529,2217,1777
"Sin nivel (161)",4935,254,610,1096,1548,1427
"Educación inicial (162)",460,406,35,19,,
"Primaria (163)",8492,4710,1759,1130,574,319
"Secundaria (164)",3021,802,1919,214,69,17
"Superior no univ. incompleta (165)",186,,163,16,4,3
"Superior no univ. completa (166)",116,,64,35,12,5
"Superior univ. incompleta (167)",111,,102,6,1,2
"Superior univ. completa (168)",40,,14,13,9,4
