"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CARAVELI (000)",8597,8179,40,1957,1887,1361,1513,781,437,203,418,27330
"De 12 a 14 años (001)",10,7,2,5,,,,,,,3,5
"De 15 a 19 años (002)",236,210,4,184,20,2,,,,,26,230
"De 20 a 24 años (003)",1071,933,6,640,231,51,5,,,,138,1277
"De 25 a 29 años (004)",1217,1132,1,469,454,150,55,3,,,85,2073
"De 30 a 34 años (005)",1195,1131,2,261,401,287,164,15,1,,64,2730
"De 35 a 39 años (006)",1102,1066,3,134,304,285,258,74,8,,36,3237
"De 40 a 44 años (007)",868,849,3,73,169,195,281,95,22,11,19,3150
"De 45 a 49 años (008)",687,678,2,48,104,131,218,107,58,10,9,2894
"De 50 y más años (009)",2211,2173,17,143,204,260,532,487,348,182,38,11734
"Sin nivel (010)",1198,1182,7,89,135,165,290,225,177,94,16,6109
"De 12 a 14 años (011)",1,1,1,,,,,,,,,
"De 15 a 19 años (012)",2,2,,,2,,,,,,,4
"De 20 a 24 años (013)",16,16,,11,4,1,,,,,,22
"De 25 a 29 años (014)",39,36,,15,8,8,4,1,,,3,79
"De 30 a 34 años (015)",91,88,,14,23,26,25,,,,3,246
"De 35 a 39 años (016)",111,108,1,7,26,27,28,14,5,,3,394
"De 40 a 44 años (017)",99,98,,3,15,16,37,20,6,1,1,439
"De 45 a 49 años (018)",99,96,,8,8,13,30,18,14,5,3,485
"De 50 y más años (019)",740,737,5,31,49,74,166,172,152,88,3,4440
"Educacion Inicial (020)",13,10,,2,2,3,2,1,,,3,29
"De 15 a 19 años (022)",2,2,,1,,1,,,,,,4
"De 20 a 24 años (023)",1,1,,,1,,,,,,,2
