"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Comercio al por mayor (053)",15,1,,3,4,,,2,5
"Comercio al por menor (054)",360,75,1,157,86,13,11,6,11
"Hoteles y restaurantes (055)",158,34,,75,42,5,1,1,
"Trans., almac. y comunicaciones (056)",6,1,,1,3,1,,,
"Activid.inmobil., empres. y de alquiler (058)",7,,,3,2,,,,2
"Admin.pub. y defensa; p. segur.soc.afil (059)",26,,,1,8,1,8,2,6
"Enseñanza (060)",131,,,,10,9,23,4,85
"Servicios sociales y de salud (061)",63,,,,4,3,17,4,35
"Otras activ. serv.comun.soc y personales (062)",31,11,,8,9,1,1,,1
"Hogares privados con servicio doméstico (063)",112,26,,62,23,,1,,
"Actividad economica no especificada (065)",240,94,4,117,16,,4,4,1
,,,,,,,,,
"URBANA (066)",2579,265,7,1101,671,80,124,89,242
"Agric., ganadería, caza y silvicultura (067)",1185,162,3,684,289,12,10,17,8
"Pesca (068)",2,,,,1,,1,,
"Explotación de minas y canteras (069)",18,,,6,8,2,1,,1
"Industrias manufactureras (070)",93,11,1,40,31,2,3,5,
"Construcción (072)",56,2,,28,21,1,2,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",491,46,1,194,142,25,17,29,37
"Venta, mant.y rep. veh.autom.y motoc. (074)",20,,,7,5,3,,3,2
"Comercio al por mayor (075)",20,1,1,5,5,,,2,6
"Comercio al por menor (076)",451,45,,182,132,22,17,24,29
"Hoteles y restaurantes (077)",112,19,,52,33,4,2,1,1
"Trans., almac. y comunicaciones (078)",112,2,,32,62,5,4,5,2
"Activid.inmobil., empres. y de alquiler (080)",27,,,4,5,4,3,1,10
"Admin.pub. y defensa; p. segur.soc.afil (081)",85,1,,6,21,7,15,14,21
"Enseñanza (082)",154,,,,4,9,35,5,101
"Servicios sociales y de salud (083)",85,,,1,1,2,23,6,52
"Otras activ. serv.comun.soc y personales (084)",46,9,,10,16,3,1,3,4
"Hogares privados con servicio doméstico (085)",50,4,,26,19,,1,,
"Actividad economica no especificada (087)",63,9,2,18,18,4,6,2,4
"Hombres (088)",1907,165,5,884,528,53,68,67,137
"Agric., ganadería, caza y silvicultura (089)",1122,147,3,657,274,11,7,16,7
"Pesca (090)",2,,,,1,,1,,
"Explotación de minas y canteras (091)",18,,,6,8,2,1,,1
"Industrias manufactureras (092)",55,2,1,22,25,2,2,1,
"Construcción (094)",56,2,,28,21,1,2,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",265,8,1,106,83,12,9,21,25
"Venta, mant.y rep. veh.autom.y motoc. (096)",18,,,7,5,2,,2,2
"Comercio al por mayor (097)",13,1,1,4,4,,,,3
"Comercio al por menor (098)",234,7,,95,74,10,9,19,20
"Hoteles y restaurantes (099)",19,1,,8,8,,1,,1
"Trans., almac. y comunicaciones (100)",108,2,,31,60,4,4,5,2
"Activid.inmobil., empres. y de alquiler (102)",22,,,3,3,4,3,1,8
"Admin.pub. y defensa; p. segur.soc.afil (103)",66,1,,6,17,6,7,13,16
"Enseñanza (104)",64,,,,,4,14,2,44
"Servicios sociales y de salud (105)",45,,,1,1,,13,4,26
"Otras activ. serv.comun.soc y personales (106)",24,,,5,10,3,,3,3
"Hogares privados con servicio doméstico (107)",10,,,3,7,,,,
"Actividad economica no especificada (109)",31,2,,8,10,4,4,,3
"Mujeres (110)",672,100,2,217,143,27,56,22,105
"Agric., ganadería, caza y silvicultura (111)",63,15,,27,15,1,3,1,1
"Industrias manufactureras (114)",38,9,,18,6,,1,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",226,38,,88,59,13,8,8,12
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,,,1,,1,
"Comercio al por mayor (119)",7,,,1,1,,,2,3
"Comercio al por menor (120)",217,38,,87,58,12,8,5,9
"Hoteles y restaurantes (121)",93,18,,44,25,4,1,1,
"Trans., almac. y comunicaciones (122)",4,,,1,2,1,,,
"Activid.inmobil., empres. y de alquiler (124)",5,,,1,2,,,,2
"Admin.pub. y defensa; p. segur.soc.afil (125)",19,,,,4,1,8,1,5
"Enseñanza (126)",90,,,,4,5,21,3,57
"Servicios sociales y de salud (127)",40,,,,,2,10,2,26
"Otras activ. serv.comun.soc y personales (128)",22,9,,5,6,,1,,1
"Hogares privados con servicio doméstico (129)",40,4,,23,12,,1,,
"Actividad economica no especificada (131)",32,7,2,10,8,,2,2,1
,,,,,,,,,
"RURAL (132)",14087,3109,42,9089,1589,49,53,33,123
"Agric., ganadería, caza y silvicultura (133)",12794,2849,39,8484,1358,29,15,9,11
"Pesca (134)",5,1,,3,1,,,,
"Explotación de minas y canteras (135)",5,,,2,3,,,,
"Industrias manufactureras (136)",171,58,,97,15,1,,,
"Construcción (138)",108,6,,66,24,2,3,3,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",282,43,1,140,78,3,5,4,8
"Venta, mant.y rep. veh.autom.y motoc. (140)",3,1,,1,,,1,,
"Comercio al por mayor (141)",17,1,,4,9,,1,,2
"Comercio al por menor (142)",262,41,1,135,69,3,3,4,6
"Hoteles y restaurantes (143)",75,16,,36,20,3,,,
"Trans., almac. y comunicaciones (144)",106,5,,54,36,2,4,3,2
"Activid.inmobil., empres. y de alquiler (146)",8,,,4,3,,,1,
"Admin.pub. y defensa; p. segur.soc.afil (147)",29,,,9,10,,1,4,5
"Enseñanza (148)",100,,,,8,5,10,2,75
"Servicios sociales y de salud (149)",42,,,,4,3,13,5,17
"Otras activ. serv.comun.soc y personales (150)",11,2,,4,3,1,,,1
"Hogares privados con servicio doméstico (151)",106,32,,59,15,,,,
"Actividad economica no especificada (153)",245,97,2,131,11,,2,2,
"Hombres (154)",12594,2543,32,8381,1455,40,37,26,80
"Agric., ganadería, caza y silvicultura (155)",11993,2504,32,8084,1312,29,13,9,10
"Pesca (156)",5,1,,3,1,,,,
"Explotación de minas y canteras (157)",5,,,2,3,,,,
"Industrias manufactureras (158)",60,3,,45,12,,,,
"Construcción (160)",107,6,,65,24,2,3,3,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",131,5,,68,47,2,2,3,4
"Venta, mant.y rep. veh.autom.y motoc. (162)",3,1,,1,,,1,,
"Comercio al por mayor (163)",9,,,2,6,,1,,
"Comercio al por menor (164)",119,4,,65,41,2,,3,4
"Hoteles y restaurantes (165)",10,,,5,3,2,,,
"Trans., almac. y comunicaciones (166)",104,4,,54,35,2,4,3,2
"Activid.inmobil., empres. y de alquiler (168)",6,,,2,3,,,1,
"Admin.pub. y defensa; p. segur.soc.afil (169)",22,,,8,6,,1,3,4
"Enseñanza (170)",59,,,,2,1,8,1,47
"Servicios sociales y de salud (171)",19,,,,,2,6,3,8
"Otras activ. serv.comun.soc y personales (172)",2,,,1,,,,,1
"Hogares privados con servicio doméstico (173)",34,10,,20,4,,,,
"Actividad economica no especificada (175)",37,10,,24,3,,,,
"Mujeres (176)",1493,566,10,708,134,9,16,7,43
"Agric., ganadería, caza y silvicultura (177)",801,345,7,400,46,,2,,1
"Industrias manufactureras (180)",111,55,,52,3,1,,,
"Construcción (182)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",151,38,1,72,31,1,3,1,4
"Comercio al por mayor (185)",8,1,,2,3,,,,2
"Comercio al por menor (186)",143,37,1,70,28,1,3,1,2
"Hoteles y restaurantes (187)",65,16,,31,17,1,,,
"Trans., almac. y comunicaciones (188)",2,1,,,1,,,,
"Activid.inmobil., empres. y de alquiler (190)",2,,,2,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,,,1,4,,,1,1
"Enseñanza (192)",41,,,,6,4,2,1,28
"Servicios sociales y de salud (193)",23,,,,4,1,7,2,9
"Otras activ. serv.comun.soc y personales (194)",9,2,,3,3,1,,,
"Hogares privados con servicio doméstico (195)",72,22,,39,11,,,,
"Actividad economica no especificada (197)",208,87,2,107,8,,2,2,
