"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SUCRE (000)",3783,728,700,1568,18,680,20,69
"Agric., ganadería, caza y silvicultura (001)",2166,2,433,1137,7,587,,
"Explotación de minas y canteras (003)",51,1,32,16,2,,,
"Industrias manufactureras (004)",68,,15,46,,7,,
"Suministro de electricidad, gas y agua (005)",12,1,11,,,,,
"Construcción (006)",120,4,86,17,1,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",242,7,2,195,2,36,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",7,,1,5,,1,,
"Comercio al por mayor (009)",9,2,,6,,1,,
"Comercio al por menor (010)",226,5,1,184,2,34,,
"Hoteles y restaurantes (011)",47,17,3,24,1,2,,
"Trans., almac. y comunicaciones (012)",38,10,10,14,,4,,
"Intermediación financiera (013)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (014)",20,16,1,2,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",153,123,30,,,,,
"Enseñanza (016)",506,440,,63,3,,,
"Servicios sociales y de salud (017)",60,53,1,6,,,,
"Otras activ. serv.comun.soc y personales (018)",17,8,,8,,1,,
"Hogares privados con servicio doméstico (019)",20,,,,,,20,
"Actividad economica no especificada (021)",193,45,76,40,1,31,,
"Desocupado (022)",69,,,,,,,69
"Hombres (023)",2636,477,592,1146,12,354,,55
"Agric., ganadería, caza y silvicultura (024)",1602,1,360,930,7,304,,
"Explotación de minas y canteras (026)",51,1,32,16,2,,,
"Industrias manufactureras (027)",55,,11,40,,4,,
"Suministro de electricidad, gas y agua (028)",11,1,10,,,,,
"Construcción (029)",118,4,84,17,1,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",82,4,2,71,,5,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",5,,1,3,,1,,
"Comercio al por mayor (032)",6,2,,4,,,,
"Comercio al por menor (033)",71,2,1,64,,4,,
"Hoteles y restaurantes (034)",8,1,1,4,,2,,
"Trans., almac. y comunicaciones (035)",36,9,10,13,,4,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",15,13,1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",119,94,25,,,,,
"Enseñanza (039)",303,275,,27,1,,,
"Servicios sociales y de salud (040)",35,31,1,3,,,,
"Otras activ. serv.comun.soc y personales (041)",13,7,,5,,1,,
"Actividad economica no especificada (044)",132,35,55,20,,22,,
"Desocupado (045)",55,,,,,,,55
"Mujeres (046)",1147,251,108,422,6,326,20,14
"Agric., ganadería, caza y silvicultura (047)",564,1,73,207,,283,,
"Industrias manufactureras (050)",13,,4,6,,3,,
"Suministro de electricidad, gas y agua (051)",1,,1,,,,,
"Construcción (052)",2,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",160,3,,124,2,31,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,2,,,,
"Comercio al por mayor (055)",3,,,2,,1,,
"Comercio al por menor (056)",155,3,,120,2,30,,
"Hoteles y restaurantes (057)",39,16,2,20,1,,,
"Trans., almac. y comunicaciones (058)",2,1,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",5,3,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",34,29,5,,,,,
"Enseñanza (062)",203,165,,36,2,,,
"Servicios sociales y de salud (063)",25,22,,3,,,,
"Otras activ. serv.comun.soc y personales (064)",4,1,,3,,,,
"Hogares privados con servicio doméstico (065)",20,,,,,,20,
"Actividad economica no especificada (067)",61,10,21,20,1,9,,
"Desocupado (068)",14,,,,,,,14
,,,,,,,,
"URBANA (069)",2460,638,396,901,10,466,17,32
"Agric., ganadería, caza y silvicultura (070)",1241,2,247,576,4,412,,
"Explotación de minas y canteras (072)",9,1,5,3,,,,
"Industrias manufactureras (073)",52,,11,35,,6,,
"Suministro de electricidad, gas y agua (074)",5,1,4,,,,,
"Construcción (075)",84,4,66,12,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",192,6,,154,2,30,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",6,,,5,,1,,
"Comercio al por mayor (078)",6,1,,4,,1,,
"Comercio al por menor (079)",180,5,,145,2,28,,
"Hoteles y restaurantes (080)",41,13,3,22,1,2,,
"Trans., almac. y comunicaciones (081)",27,7,4,13,,3,,
"Intermediación financiera (082)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (083)",18,14,1,2,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",133,111,22,,,,,
"Enseñanza (085)",430,387,,43,,,,
"Servicios sociales y de salud (086)",50,44,1,5,,,,
"Otras activ. serv.comun.soc y personales (087)",10,5,,5,,,,
"Hogares privados con servicio doméstico (088)",17,,,,,,17,
"Actividad economica no especificada (090)",118,42,32,31,1,12,,
"Desocupado (091)",32,,,,,,,32
"Hombres (092)",1596,418,332,597,6,221,,22
"Agric., ganadería, caza y silvicultura (093)",865,1,202,456,4,202,,
"Explotación de minas y canteras (095)",9,1,5,3,,,,
"Industrias manufactureras (096)",39,,7,29,,3,,
"Suministro de electricidad, gas y agua (097)",5,1,4,,,,,
"Construcción (098)",82,4,64,12,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",54,3,,47,,4,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",4,,,3,,1,,
"Comercio al por mayor (101)",3,1,,2,,,,
"Comercio al por menor (102)",47,2,,42,,3,,
"Hoteles y restaurantes (103)",7,1,1,3,,2,,
"Trans., almac. y comunicaciones (104)",26,7,4,12,,3,,
"Intermediación financiera (105)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (106)",13,11,1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",104,86,18,,,,,
"Enseñanza (108)",257,241,,16,,,,
"Servicios sociales y de salud (109)",26,23,1,2,,,,
"Otras activ. serv.comun.soc y personales (110)",7,5,,2,,,,
"Actividad economica no especificada (113)",79,33,25,15,,6,,
"Desocupado (114)",22,,,,,,,22
"Mujeres (115)",864,220,64,304,4,245,17,10
"Agric., ganadería, caza y silvicultura (116)",376,1,45,120,,210,,
"Industrias manufactureras (119)",13,,4,6,,3,,
"Construcción (121)",2,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",138,3,,107,2,26,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,,2,,,,
"Comercio al por mayor (124)",3,,,2,,1,,
"Comercio al por menor (125)",133,3,,103,2,25,,
"Hoteles y restaurantes (126)",34,12,2,19,1,,,
"Trans., almac. y comunicaciones (127)",1,,,1,,,,
"Activid.inmobil., empres. y alquileres (129)",5,3,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",29,25,4,,,,,
"Enseñanza (131)",173,146,,27,,,,
