"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANTABAMBA (000)",4294,4225,1004,426,452,408,790,602,354,189,69,15038
"De 12 a 14 años (001)",428,424,421,3,,,,,,,4,3
"De 15 a 19 años (002)",433,426,348,69,8,1,,,,,7,88
"De 20 a 24 años (003)",351,330,61,122,106,30,9,2,,,21,473
"De 25 a 29 años (004)",340,328,28,77,106,62,51,4,,,12,714
"De 30 a 34 años (005)",341,336,13,41,66,96,94,23,3,,5,1045
"De 35 a 39 años (006)",350,347,11,20,34,40,154,66,22,,3,1504
"De 40 a 44 años (007)",306,305,13,11,20,31,95,78,45,12,1,1568
"De 45 a 49 años (008)",299,296,11,7,25,20,65,88,60,20,3,1697
"De 50 y más años (009)",1446,1433,98,76,87,128,322,341,224,157,13,7946
"Conviviente (010)",1110,1093,76,217,239,163,233,103,45,17,17,3423
"De 12 a 14 años (011)",7,3,2,1,,,,,,,4,1
"De 15 a 19 años (012)",81,75,22,46,6,1,,,,,6,61
"De 20 a 24 años (013)",214,212,13,81,87,21,8,2,,,2,363
"De 25 a 29 años (014)",203,201,10,41,72,42,34,2,,,2,466
"De 30 a 34 años (015)",189,188,4,21,38,59,56,9,1,,1,581
"De 35 a 39 años (016)",140,140,3,10,15,18,61,27,6,,,587
"De 40 a 44 años (017)",72,72,1,4,4,9,30,13,8,3,,353
"De 45 a 49 años (018)",64,63,3,1,6,5,16,16,12,4,1,346
"De 50 y más años (019)",140,139,18,12,11,8,28,34,18,10,1,665
"Separado(a) (020)",167,166,4,47,31,21,35,19,8,1,1,526
"De 15 a 19 años (022)",6,6,1,5,,,,,,,,5
"De 20 a 24 años (023)",20,20,1,13,5,1,,,,,,26
"De 25 a 29 años (024)",21,21,,13,6,1,1,,,,,32
"De 30 a 34 años (025)",18,18,,3,8,5,2,,,,,43
