"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CHUCUITO (000)",30747,185,596,1670,3455,5883,10282,8676
"De 12 a 14 años (001)",29,,,,,,1,28
"De 15 a 19 años (002)",719,,,,,,440,279
"De 20 a 24 años (003)",3202,,,,,6,1901,1295
"De 25 a 29 años (004)",4179,,,,,137,2628,1414
"De 30 a 34 años (005)",3573,,,,,508,2099,966
"De 35 a 39 años (006)",3520,,,,29,1040,1681,770
"De 40 a 44 años (007)",2916,,,1,145,1167,973,630
"De 45 a 49 años (008)",2633,,,10,417,1224,456,526
"De 50 y más años (009)",9976,185,596,1659,2864,1801,103,2768
"Sin nivel (010)",6135,151,460,1077,1346,847,351,1903
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",10,,,,,,9,1
"De 20 a 24 años (013)",27,,,,,,12,15
"De 25 a 29 años (014)",60,,,,,1,33,26
"De 30 a 34 años (015)",97,,,,,9,44,44
"De 35 a 39 años (016)",136,,,,1,32,61,42
"De 40 a 44 años (017)",253,,,,9,92,96,56
"De 45 a 49 años (018)",384,,,3,57,173,61,90
"De 50 y más años (019)",5167,151,460,1074,1279,540,35,1628
"Educacion Inicial (020)",25,,,,,1,12,12
"De 12 a 14 años (021)",1,,,,,,,1
"De 20 a 24 años (023)",4,,,,,,1,3
"De 25 a 29 años (024)",8,,,,,,4,4
"De 30 a 34 años (025)",8,,,,,1,4,3
"De 35 a 39 años (026)",4,,,,,,3,1
"Primaria (030)",12516,33,122,504,1750,3374,3886,2847
"De 12 a 14 años (031)",3,,,,,,,3
"De 15 a 19 años (032)",160,,,,,,103,57
"De 20 a 24 años (033)",661,,,,,1,422,238
"De 25 a 29 años (034)",1154,,,,,43,792,319
"De 30 a 34 años (035)",1271,,,,,195,764,312
"De 35 a 39 años (036)",1679,,,,18,513,831,317
"De 40 a 44 años (037)",1724,,,,89,701,594,340
"De 45 a 49 años (038)",1697,,,4,266,801,322,304
"De 50 y más años (039)",4167,33,122,500,1377,1120,58,957
"Secundaria (040)",9966,,12,68,296,1418,5201,2971
"De 12 a 14 años (041)",24,,,,,,1,23
"De 15 a 19 años (042)",521,,,,,,313,208
"De 20 a 24 años (043)",2115,,,,,1,1312,802
"De 25 a 29 años (044)",2393,,,,,82,1537,774
"De 30 a 34 años (045)",1771,,,,,259,1063,449
"De 35 a 39 años (046)",1405,,,,10,435,667,293
"De 40 a 44 años (047)",766,,,1,36,316,238,175
"De 45 a 49 años (048)",455,,,3,78,210,62,102
"De 50 y más años (049)",516,,12,64,172,115,8,145
