"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ISLAY (000)",41899,4929,6711,8286,7477,5671,8825
"Conviviente (001)",9826,70,1457,3630,2582,1253,834
"Separado(a) (002)",1469,1,87,261,391,341,388
"Casado(a) (003)",13715,16,220,1762,3157,3242,5318
"Viudo(a) (004)",1723,1,6,27,75,158,1456
"Divorciado(a) (005)",291,,2,27,65,75,122
"Soltero(a) (006)",14875,4841,4939,2579,1207,602,707
"Hombres (008)",21630,2494,3443,4140,3833,2986,4734
"Conviviente (009)",4877,40,488,1707,1415,715,512
"Separado(a) (010)",541,,21,66,132,145,177
"Casado(a) (011)",7173,6,63,761,1521,1678,3144
"Viudo(a) (012)",540,,2,8,23,47,460
"Divorciado(a) (013)",140,,1,10,33,37,59
"Soltero(a) (014)",8359,2448,2868,1588,709,364,382
"Mujeres (016)",20269,2435,3268,4146,3644,2685,4091
"Conviviente (017)",4949,30,969,1923,1167,538,322
"Separado(a) (018)",928,1,66,195,259,196,211
"Casado(a) (019)",6542,10,157,1001,1636,1564,2174
"Viudo(a) (020)",1183,1,4,19,52,111,996
"Divorciado(a) (021)",151,,1,17,32,38,63
"Soltero(a) (022)",6516,2393,2071,991,498,238,325
,,,,,,,
"URBANA (024)",37910,4503,6018,7469,6712,5165,8043
"Conviviente (025)",8659,62,1276,3218,2250,1124,729
"Separado(a) (026)",1359,1,81,246,357,318,356
"Casado(a) (027)",12539,14,197,1605,2894,2962,4867
"Viudo(a) (028)",1587,1,6,24,70,139,1347
"Divorciado(a) (029)",260,,1,26,60,71,102
"Soltero(a) (030)",13506,4425,4457,2350,1081,551,642
"Hombres (032)",19208,2270,3023,3617,3364,2667,4267
"Conviviente (033)",4209,35,408,1470,1216,635,445
"Separado(a) (034)",491,,21,61,119,127,163
"Casado(a) (035)",6442,6,54,662,1352,1503,2865
"Viudo(a) (036)",482,,2,8,21,39,412
"Divorciado(a) (037)",124,,,10,31,37,46
"Soltero(a) (038)",7460,2229,2538,1406,625,326,336
"Mujeres (040)",18702,2233,2995,3852,3348,2498,3776
"Conviviente (041)",4450,27,868,1748,1034,489,284
"Separado(a) (042)",868,1,60,185,238,191,193
"Casado(a) (043)",6097,8,143,943,1542,1459,2002
"Viudo(a) (044)",1105,1,4,16,49,100,935
"Divorciado(a) (045)",136,,1,16,29,34,56
"Soltero(a) (046)",6046,2196,1919,944,456,225,306
,,,,,,,
"RURAL (048)",3989,426,693,817,765,506,782
"Conviviente (049)",1167,8,181,412,332,129,105
"Separado(a) (050)",110,,6,15,34,23,32
"Casado(a) (051)",1176,2,23,157,263,280,451
"Viudo(a) (052)",136,,,3,5,19,109
"Divorciado(a) (053)",31,,1,1,5,4,20
"Soltero(a) (054)",1369,416,482,229,126,51,65
"Hombres (056)",2422,224,420,523,469,319,467
"Conviviente (057)",668,5,80,237,199,80,67
"Separado(a) (058)",50,,,5,13,18,14
"Casado(a) (059)",731,,9,99,169,175,279
"Viudo(a) (060)",58,,,,2,8,48
"Divorciado(a) (061)",16,,1,,2,,13
"Soltero(a) (062)",899,219,330,182,84,38,46
"Mujeres (064)",1567,202,273,294,296,187,315
"Conviviente (065)",499,3,101,175,133,49,38
"Separado(a) (066)",60,,6,10,21,5,18
"Casado(a) (067)",445,2,14,58,94,105,172
"Viudo(a) (068)",78,,,3,3,11,61
"Divorciado(a) (069)",15,,,1,3,4,7
"Soltero(a) (070)",470,197,152,47,42,13,19
