"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. incompleta (027)",21923,,10635,6913,4024,351
"Superior univ. completa (028)",59051,,13498,26466,17316,1771
"Desocupada (030)",13234,160,7064,3592,2070,348
"Sin nivel (031)",340,8,81,89,114,48
"Educación inicial (032)",13,,11,2,,
"Primaria (033)",2166,74,782,597,555,158
"Secundaria (034)",4736,78,2856,1086,632,84
"Superior no univ. incompleta (035)",974,,612,245,106,11
"Superior no univ. completa (036)",1595,,822,551,206,16
"Superior univ. incompleta (037)",1209,,877,201,123,8
"Superior univ. completa (038)",2201,,1023,821,334,23
"No PEA (040)",396275,131899,121568,49229,51239,42340
"Sin nivel (041)",20629,2505,1792,2976,5157,8199
"Educación inicial (042)",11214,10829,298,87,,
"Primaria (043)",141590,89689,11119,10304,14335,16143
"Secundaria (044)",126299,28876,59883,16514,13644,7382
"Superior no univ. incompleta (045)",19424,,12659,3694,2151,920
"Superior no univ. completa (046)",21729,,5226,7176,6452,2875
"Superior univ. incompleta (047)",31122,,25954,2458,1755,955
"Superior univ. completa (048)",24268,,4637,6020,7745,5866
,,,,,,
"URBANA (060)",708527,131520,232871,163562,127860,52714
"Sin nivel (061)",28120,2459,2880,5502,8147,9132
"Educación inicial (062)",11273,10575,491,207,,
"Primaria (063)",190339,88841,24711,25689,30736,20362
"Secundaria (064)",233752,29645,106759,52494,35372,9482
"Superior no univ. incompleta (065)",43268,,23706,12061,6249,1252
"Superior no univ. completa (066)",62669,,17975,24969,16188,3537
"Superior univ. incompleta (067)",53965,,37266,9504,5884,1311
"Superior univ. completa (068)",85141,,19083,33136,25284,7638
"PEA (070)",322007,3301,114077,115780,77706,11143
"Sin nivel (071)",8581,75,1168,2723,3314,1301
"Educación inicial (072)",358,34,202,122,,
"Primaria (073)",53604,1846,14300,15997,16908,4553
"Secundaria (074)",110210,1346,48375,36427,21920,2142
"Superior no univ. incompleta (075)",24109,,11259,8409,4105,336
"Superior no univ. completa (076)",41155,,12843,17876,9765,671
"Superior univ. incompleta (077)",23011,,11461,7062,4131,357
"Superior univ. completa (078)",60979,,14469,27164,17563,1783
"Ocupada (080)",309049,3154,107167,112244,75680,10804
"Sin nivel (081)",8254,68,1091,2636,3205,1254
"Educación inicial (082)",345,34,191,120,,
"Primaria (083)",51560,1780,13582,15423,16373,4402
"Secundaria (084)",105586,1272,45587,35366,21302,2059
"Superior no univ. incompleta (085)",23140,,10651,8165,3999,325
"Superior no univ. completa (086)",39578,,12033,17327,9563,655
"Superior univ. incompleta (087)",21802,,10584,6861,4008,349
"Superior univ. completa (088)",58784,,13448,26346,17230,1760
"Desocupada (090)",12958,147,6910,3536,2026,339
"Sin nivel (091)",327,7,77,87,109,47
"Educación inicial (092)",13,,11,2,,
"Primaria (093)",2044,66,718,574,535,151
"Secundaria (094)",4624,74,2788,1061,618,83
"Superior no univ. incompleta (095)",969,,608,244,106,11
"Superior no univ. completa (096)",1577,,810,549,202,16
"Superior univ. incompleta (097)",1209,,877,201,123,8
"Superior univ. completa (098)",2195,,1021,818,333,23
"No PEA (100)",386520,128219,118794,47782,50154,41571
"Sin nivel (101)",19539,2384,1712,2779,4833,7831
"Educación inicial (102)",10915,10541,289,85,,
"Primaria (103)",136735,86995,10411,9692,13828,15809
"Secundaria (104)",123542,28299,58384,16067,13452,7340
"Superior no univ. incompleta (105)",19159,,12447,3652,2144,916
"Superior no univ. completa (106)",21514,,5132,7093,6423,2866
"Superior univ. incompleta (107)",30954,,25805,2442,1753,954
"Superior univ. completa (108)",24162,,4614,5972,7721,5855
,,,,,,
"RURAL (120)",17211,3847,5431,3828,2815,1290
"Sin nivel (121)",1635,128,147,335,534,491
"Educación inicial (122)",304,290,11,3,,
"Primaria (123)",7963,2802,1638,1475,1390,658
"Secundaria (124)",5521,627,2776,1397,625,96
"Superior no univ. incompleta (125)",515,,323,140,45,7
"Superior no univ. completa (126)",605,,261,239,92,13
"Superior univ. incompleta (127)",289,,200,68,18,3
"Superior univ. completa (128)",379,,75,171,111,22
"PEA (130)",7456,167,2657,2381,1730,521
"Sin nivel (131)",545,7,67,138,210,123
"Educación inicial (132)",5,2,2,1,,
"Primaria (133)",3108,108,930,863,883,324
"Secundaria (134)",2764,50,1277,950,433,54
"Superior no univ. incompleta (135)",250,,111,98,38,3
"Superior no univ. completa (136)",390,,167,156,63,4
"Superior univ. incompleta (137)",121,,51,52,16,2
"Superior univ. completa (138)",273,,52,123,87,11
"Ocupada (140)",7180,154,2503,2325,1686,512
"Sin nivel (141)",532,6,63,136,205,122
"Educación inicial (142)",5,2,2,1,,
"Primaria (143)",2986,100,866,840,863,317
"Secundaria (144)",2652,46,1209,925,419,53
"Superior no univ. incompleta (145)",245,,107,97,38,3
"Superior no univ. completa (146)",372,,155,154,59,4
"Superior univ. incompleta (147)",121,,51,52,16,2
"Superior univ. completa (148)",267,,50,120,86,11
"Desocupada (150)",276,13,154,56,44,9
"Sin nivel (151)",13,1,4,2,5,1
"Primaria (153)",122,8,64,23,20,7
"Secundaria (154)",112,4,68,25,14,1
"Superior no univ. incompleta (155)",5,,4,1,,
"Superior no univ. completa (156)",18,,12,2,4,
"Superior univ. completa (158)",6,,2,3,1,
"No PEA (160)",9755,3680,2774,1447,1085,769
"Sin nivel (161)",1090,121,80,197,324,368
"Educación inicial (162)",299,288,9,2,,
"Primaria (163)",4855,2694,708,612,507,334
"Secundaria (164)",2757,577,1499,447,192,42
"Superior no univ. incompleta (165)",265,,212,42,7,4
"Superior no univ. completa (166)",215,,94,83,29,9
"Superior univ. incompleta (167)",168,,149,16,2,1
"Superior univ. completa (168)",106,,23,48,24,11
