"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LEONCIO PRADO (000)",40962,99321,90080,,2033,90.7,2
"De 12 a 14 años (001)",4080,26,26,,11,100,42.3
"De 15 a 19 años (002)",5982,1338,1309,330,97.8,24.7,
"De 20 a 24 años (003)",5337,4635,4544,493,98,10.6,
"De 25 a 29 años (004)",4711,7686,7487,435,97.4,5.7,
"De 30 a 34 años (005)",4021,9892,9528,396,96.3,4,
"De 35 a 39 años (006)",3985,12938,12311,238,95.2,1.8,
"De 40 a 44 años (007)",3344,13002,12156,108,93.5,0.8,
"De 45 a 49 años (008)",2747,11957,10963,22,91.7,0.2,
"De 50 y más años (009)",6755,37847,31756,,83.9,,
"Conviviente (010)",14559,39380,36959,1378,93.9,3.5,
"De 12 a 14 años (011)",59,12,12,6,100,50,
"De 15 a 19 años (012)",1313,938,919,243,98,25.9,
"De 20 a 24 años (013)",2623,3317,3249,351,97.9,10.6,
"De 25 a 29 años (014)",2710,5196,5072,311,97.6,6,
"De 30 a 34 años (015)",2187,5834,5620,260,96.3,4.5,
"De 35 a 39 años (016)",1941,6687,6378,136,95.4,2,
"De 40 a 44 años (017)",1416,5748,5370,59,93.4,1,
"De 45 a 49 años (018)",1000,4637,4287,12,92.5,0.3,
"De 50 y más años (019)",1310,7011,6052,,86.3,,
"Separado(a) (020)",2284,7245,6617,105,91.3,1.4,
"De 12 a 14 años (021)",9,2,2,1,100,50,
"De 15 a 19 años (022)",116,111,110,23,99.1,20.7,
"De 20 a 24 años (023)",242,334,328,33,98.2,9.9,
"De 25 a 29 años (024)",253,403,395,16,98,4,
"De 30 a 34 años (025)",287,667,644,14,96.6,2.1,
"De 35 a 39 años (026)",316,940,902,12,96,1.3,
"De 40 a 44 años (027)",272,1010,946,6,93.7,0.6,
"De 45 a 49 años (028)",244,993,918,,92.4,,
"De 50 y más años (029)",545,2785,2372,,85.2,,
"Casado(a) (030)",8951,37158,33498,408,90.2,1.1,
"De 12 a 14 años (031)",3,1,1,,100,,
"De 15 a 19 años (032)",84,79,75,16,94.9,20.3,
"De 20 a 24 años (033)",346,489,479,58,98,11.9,
"De 25 a 29 años (034)",783,1622,1568,86,96.7,5.3,
"De 30 a 34 años (035)",1063,2940,2821,112,96,3.8,
"De 35 a 39 años (036)",1305,4584,4340,87,94.7,1.9,
