"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",58607,,,6774,12087,13261,10415,13480,2590
"Superior no univ. incompleto (035)",5571,,,,785,2185,1281,1138,182
"Superior no univ. completo (036)",6415,,,,,2095,1966,2004,350
"Superior univ. incompleto (037)",13404,,,,2690,5871,2139,2395,309
"Superior univ. completo (038)",18282,,,,,4089,5387,7574,1232
"Hombres (040)",80785,2985,7307,8886,8439,15065,12085,19076,6942
"Sin nivel (041)",4782,2985,558,57,50,124,165,420,423
"Educación inicial (042)",2225,,2090,78,15,27,15,,
"Primaria (043)",21016,,4659,5422,578,1084,1284,4286,3703
"Secundaria (044)",31301,,,3329,6188,7120,5531,7562,1571
"Superior no univ. incompleto (045)",2948,,,,404,1141,641,647,115
"Superior no univ. completo (046)",2824,,,,,932,878,833,181
"Superior univ. incompleto (047)",6723,,,,1204,2878,1092,1344,205
"Superior univ. completo (048)",8966,,,,,1759,2479,3984,744
"Mujeres (050)",81168,2859,6976,8620,8330,14922,12743,19783,6935
"Sin nivel (051)",7121,2859,523,61,43,166,425,1498,1546
"Educación inicial (052)",2031,,1928,41,15,23,24,,
"Primaria (053)",22499,,4525,5073,506,1062,1727,6064,3542
"Secundaria (054)",27306,,,3445,5899,6141,4884,5918,1019
"Superior no univ. incompleto (055)",2623,,,,381,1044,640,491,67
"Superior no univ. completo (056)",3591,,,,,1163,1088,1171,169
"Superior univ. incompleto (057)",6681,,,,1486,2993,1047,1051,104
"Superior univ. completo (058)",9316,,,,,2330,2908,3590,488
,,,,,,,,,
"RURAL (060)",25297,1113,2508,2890,2634,4768,3631,5644,2109
"Sin nivel (061)",3537,1113,266,29,38,143,320,920,708
"Educación inicial (062)",626,,616,2,1,4,3,,
"Primaria (063)",9826,,1626,2008,409,936,1087,2644,1116
"Secundaria (064)",8727,,,851,1916,2616,1603,1540,201
"Superior no univ. incompleto (065)",552,,,,84,238,109,99,22
"Superior no univ. completo (066)",452,,,,,220,134,89,9
"Superior univ. incompleto (067)",844,,,,186,367,133,136,22
"Superior univ. completo (068)",733,,,,,244,242,216,31
"Hombres (070)",13578,599,1283,1508,1387,2572,1949,3111,1169
"Sin nivel (071)",1327,599,136,20,22,41,89,231,189
"Educación inicial (072)",323,,315,2,1,3,2,,
"Primaria (073)",5246,,832,1071,207,447,518,1416,755
"Secundaria (074)",5198,,,415,1020,1568,980,1060,155
"Superior no univ. incompleto (075)",323,,,,40,115,63,85,20
"Superior no univ. completo (076)",221,,,,,94,63,58,6
"Superior univ. incompleto (077)",501,,,,97,188,86,113,17
"Superior univ. completo (078)",439,,,,,116,148,148,27
"Mujeres (080)",11719,514,1225,1382,1247,2196,1682,2533,940
"Sin nivel (081)",2210,514,130,9,16,102,231,689,519
"Educación inicial (082)",303,,301,,,1,1,,
"Primaria (083)",4580,,794,937,202,489,569,1228,361
"Secundaria (084)",3529,,,436,896,1048,623,480,46
"Superior no univ. incompleto (085)",229,,,,44,123,46,14,2
"Superior no univ. completo (086)",231,,,,,126,71,31,3
"Superior univ. incompleto (087)",343,,,,89,179,47,23,5
"Superior univ. completo (088)",294,,,,,128,94,68,4
