"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUAURA (000)",187250,6957,16791,20396,19403,34755,28459,44503,15986
"Sin nivel (001)",15440,6957,1347,147,131,433,910,2838,2677
"Educación inicial (002)",4882,,4634,121,31,54,42,,
"Primaria (003)",53341,,10810,12503,1493,3082,4098,12994,8361
"Secundaria (004)",67334,,,7625,14003,15877,12018,15020,2791
"Superior no univ. incompleto (005)",6123,,,,869,2423,1390,1237,204
"Superior no univ. completo (006)",6867,,,,,2315,2100,2093,359
"Superior univ. incompleto (007)",14248,,,,2876,6238,2272,2531,331
"Superior univ. completo (008)",19015,,,,,4333,5629,7790,1263
"Hombres (010)",94363,3584,8590,10394,9826,17637,14034,22187,8111
"Sin nivel (011)",6109,3584,694,77,72,165,254,651,612
"Educación inicial (012)",2548,,2405,80,16,30,17,,
"Primaria (013)",26262,,5491,6493,785,1531,1802,5702,4458
"Secundaria (014)",36499,,,3744,7208,8688,6511,8622,1726
"Superior no univ. incompleto (015)",3271,,,,444,1256,704,732,135
"Superior no univ. completo (016)",3045,,,,,1026,941,891,187
"Superior univ. incompleto (017)",7224,,,,1301,3066,1178,1457,222
"Superior univ. completo (018)",9405,,,,,1875,2627,4132,771
"Mujeres (020)",92887,3373,8201,10002,9577,17118,14425,22316,7875
"Sin nivel (021)",9331,3373,653,70,59,268,656,2187,2065
"Educación inicial (022)",2334,,2229,41,15,24,25,,
"Primaria (023)",27079,,5319,6010,708,1551,2296,7292,3903
"Secundaria (024)",30835,,,3881,6795,7189,5507,6398,1065
"Superior no univ. incompleto (025)",2852,,,,425,1167,686,505,69
"Superior no univ. completo (026)",3822,,,,,1289,1159,1202,172
"Superior univ. incompleto (027)",7024,,,,1575,3172,1094,1074,109
"Superior univ. completo (028)",9610,,,,,2458,3002,3658,492
,,,,,,,,,
"URBANA (030)",161953,5844,14283,17506,16769,29987,24828,38859,13877
"Sin nivel (031)",11903,5844,1081,118,93,290,590,1918,1969
"Educación inicial (032)",4256,,4018,119,30,50,39,,
"Primaria (033)",43515,,9184,10495,1084,2146,3011,10350,7245
