"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Suministro de electricidad, gas y agua (093)",19,,2,5,5,,,2,,5,,
"Construcción (094)",515,,17,21,2,,,37,366,72,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",702,,12,31,5,372,,137,17,128,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",150,,2,8,1,20,,103,10,6,,
"Comercio al por mayor (097)",29,,2,2,,22,,,2,1,,
"Comercio al por menor (098)",523,,8,21,4,330,,34,5,121,,
"Hoteles y restaurantes (099)",158,,1,3,3,100,,2,,49,,
"Trans., almac. y comunicaciones (100)",731,,1,6,9,1,,,569,145,,
"Intermediación financiera (101)",7,,1,1,4,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",226,1,63,48,40,26,,9,7,32,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",195,14,20,6,62,4,,3,4,8,74,
"Enseñanza (104)",521,4,490,5,10,,,,1,11,,
"Servicios sociales y de salud (105)",79,,36,28,7,4,,,1,3,,
"Otras activ. serv.comun.soc y personales (106)",128,,38,31,2,12,,1,2,42,,
"Hogares privados con servicio doméstico (107)",10,,,1,,,,,,9,,
"Actividad economica no especificada (109)",131,,,1,2,,,,,4,,124
"Mujeres (110)",4866,4,578,91,111,909,900,172,15,1892,4,190
"Agric., ganadería, caza y silvicultura (111)",2067,,3,,1,,898,1,,1164,,
"Pesca (112)",3,,,1,,,2,,,,,
"Industrias manufactureras (114)",189,,4,5,1,10,,164,5,,,
"Suministro de electricidad, gas y agua (115)",1,,,,,,,,,1,,
"Construcción (116)",13,,1,,2,,,,6,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",974,,10,19,3,679,,4,,259,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",9,,,,,5,,2,,2,,
"Comercio al por mayor (119)",28,,,3,,25,,,,,,
"Comercio al por menor (120)",937,,10,16,3,649,,2,,257,,
"Hoteles y restaurantes (121)",364,,2,1,2,179,,,,180,,
"Trans., almac. y comunicaciones (122)",39,,2,2,5,,,,4,26,,
"Intermediación financiera (123)",4,,,1,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",75,,21,8,36,2,,1,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",77,2,11,3,47,,,1,,9,4,
"Enseñanza (126)",486,2,473,2,6,,,,,3,,
"Servicios sociales y de salud (127)",109,,45,43,3,2,,,,16,,
"Otras activ. serv.comun.soc y personales (128)",124,,6,5,1,37,,1,,74,,
"Hogares privados con servicio doméstico (129)",146,,,1,,,,,,145,,
"Actividad economica no especificada (131)",195,,,,2,,,,,3,,190
,,,,,,,,,,,,
"RURAL (132)",6933,10,255,87,84,282,2425,312,422,2954,13,89
"Agric., ganadería, caza y silvicultura (133)",4959,,8,2,,,2421,,6,2522,,
"Pesca (134)",4,,,,,,4,,,,,
"Explotación de minas y canteras (135)",114,,1,2,1,2,,81,4,23,,
"Industrias manufactureras (136)",199,,1,5,4,5,,169,11,4,,
"Suministro de electricidad, gas y agua (137)",11,,1,1,1,,,3,5,,,
"Construcción (138)",205,,3,2,2,,,5,149,44,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",372,,4,17,1,208,,51,7,84,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",49,,,5,,1,,39,2,2,,
"Comercio al por mayor (141)",12,,,,,9,,,,3,,
"Comercio al por menor (142)",311,,4,12,1,198,,12,5,79,,
"Hoteles y restaurantes (143)",80,,,,4,40,,,,36,,
"Trans., almac. y comunicaciones (144)",292,,,1,5,1,,,232,53,,
"Intermediación financiera (145)",3,,1,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",67,,6,11,18,14,,,6,12,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",79,10,5,2,36,,,,2,11,13,
"Enseñanza (148)",208,,194,1,3,,,1,,9,,
"Servicios sociales y de salud (149)",53,,19,26,4,1,,2,,1,,
"Otras activ. serv.comun.soc y personales (150)",52,,11,17,3,11,,,,10,,
"Hogares privados con servicio doméstico (151)",144,,,,,,,,,144,,
"Actividad economica no especificada (153)",91,,1,,,,,,,1,,89
"Hombres (154)",4193,8,146,61,55,121,1637,267,415,1421,12,50
"Agric., ganadería, caza y silvicultura (155)",2868,,5,1,,,1633,,6,1223,,
"Pesca (156)",4,,,,,,4,,,,,
"Explotación de minas y canteras (157)",110,,1,2,,2,,79,4,22,,
"Industrias manufactureras (158)",153,,,3,4,4,,127,11,4,,
"Suministro de electricidad, gas y agua (159)",10,,,1,1,,,3,5,,,
"Construcción (160)",202,,3,2,2,,,5,147,43,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",194,,3,13,,81,,51,7,39,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",49,,,5,,1,,39,2,2,,
"Comercio al por mayor (163)",4,,,,,3,,,,1,,
"Comercio al por menor (164)",141,,3,8,,77,,12,5,36,,
"Hoteles y restaurantes (165)",27,,,,1,19,,,,7,,
"Trans., almac. y comunicaciones (166)",276,,,,4,,,,227,45,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",54,,4,9,11,13,,,6,11,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",63,8,4,2,26,,,,2,9,12,
"Enseñanza (170)",119,,108,,2,,,1,,8,,
"Servicios sociales y de salud (171)",23,,9,11,1,,,1,,1,,
"Otras activ. serv.comun.soc y personales (172)",31,,9,17,2,2,,,,1,,
"Hogares privados con servicio doméstico (173)",7,,,,,,,,,7,,
"Actividad economica no especificada (175)",51,,,,,,,,,1,,50
"Mujeres (176)",2740,2,109,26,29,161,788,45,7,1533,1,39
"Agric., ganadería, caza y silvicultura (177)",2091,,3,1,,,788,,,1299,,
"Explotación de minas y canteras (179)",4,,,,1,,,2,,1,,
"Industrias manufactureras (180)",46,,1,2,,1,,42,,,,
"Suministro de electricidad, gas y agua (181)",1,,1,,,,,,,,,
"Construcción (182)",3,,,,,,,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",178,,1,4,1,127,,,,45,,
"Comercio al por mayor (185)",8,,,,,6,,,,2,,
"Comercio al por menor (186)",170,,1,4,1,121,,,,43,,
"Hoteles y restaurantes (187)",53,,,,3,21,,,,29,,
"Trans., almac. y comunicaciones (188)",16,,,1,1,1,,,5,8,,
"Intermediación financiera (189)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",13,,2,2,7,1,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",16,2,1,,10,,,,,2,1,
"Enseñanza (192)",89,,86,1,1,,,,,1,,
"Servicios sociales y de salud (193)",30,,10,15,3,1,,1,,,,
"Otras activ. serv.comun.soc y personales (194)",21,,2,,1,9,,,,9,,
"Hogares privados con servicio doméstico (195)",137,,,,,,,,,137,,
"Actividad economica no especificada (197)",40,,1,,,,,,,,,39
