"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (035)",80,,21,30,21,8
,,,,,,
"URBANA (036)",4464,39,1045,1698,1372,310
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",26,,1,9,15,1
"Profes., científicos e intelectuales (038)",808,,87,492,225,4
"Técnicos de nivel medio y trab. asimilados (039)",159,,42,65,47,5
"Jefes y empleados de oficina (040)",179,,51,58,67,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",568,6,130,190,196,46
"Agricult. trabaj. calif.agrop. y pesqueros (042)",568,1,81,161,210,115
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",307,3,79,103,95,27
"Obreros construc., conf., papel, fab., instr. (044)",434,1,123,164,130,16
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",1279,27,415,399,356,82
"Otra (046)",42,,9,24,9,
"Ocupación no especificada (047)",94,1,27,33,22,11
"Hombres (048)",2983,27,725,1047,935,249
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",21,,1,4,15,1
"Profes., científicos e intelectuales (050)",397,,41,238,115,3
"Técnicos de nivel medio y trab. asimilados (051)",103,,30,36,32,5
"Jefes y empleados de oficina (052)",96,,23,28,42,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",245,2,59,75,82,27
"Agricult. trabaj. calif.agrop. y pesqueros (054)",536,1,77,151,197,110
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",233,3,64,76,67,23
"Obreros construc., conf., papel, fab., instr. (056)",428,1,121,162,128,16
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",834,19,285,237,238,55
"Otra (058)",42,,9,24,9,
"Ocupación no especificada (059)",48,1,15,16,10,6
"Mujeres (060)",1481,12,320,651,437,61
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",5,,,5,,
"Profes., científicos e intelectuales (062)",411,,46,254,110,1
"Técnicos de nivel medio y trab. asimilados (063)",56,,12,29,15,
"Jefes y empleados de oficina (064)",83,,28,30,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",323,4,71,115,114,19
"Agricult. trabaj. calif.agrop. y pesqueros (066)",32,,4,10,13,5
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",74,,15,27,28,4
"Obreros construc., conf., papel, fab., instr. (068)",6,,2,2,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",445,8,130,162,118,27
"Ocupación no especificada (071)",46,,12,17,12,5
,,,,,,
"RURAL (072)",4766,139,1524,1439,1157,507
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",3,,,3,,
"Profes., científicos e intelectuales (074)",99,,23,56,19,1
"Técnicos de nivel medio y trab. asimilados (075)",19,,7,5,6,1
"Jefes y empleados de oficina (076)",9,,4,2,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",142,,42,54,40,6
"Agricult. trabaj. calif.agrop. y pesqueros (078)",2160,24,419,686,665,366
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",204,12,95,56,28,13
"Obreros construc., conf., papel, fab., instr. (080)",81,,27,33,19,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",1975,103,887,518,358,109
"Otra (082)",3,,1,1,1,
"Ocupación no especificada (083)",71,,19,25,18,9
"Hombres (084)",4252,112,1334,1288,1052,466
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",3,,,3,,
"Profes., científicos e intelectuales (086)",43,,5,25,12,1
"Técnicos de nivel medio y trab. asimilados (087)",17,,5,5,6,1
"Jefes y empleados de oficina (088)",6,,2,2,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",71,,20,29,19,3
"Agricult. trabaj. calif.agrop. y pesqueros (090)",2120,22,413,678,653,354
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",82,1,32,29,15,5
"Obreros construc., conf., papel, fab., instr. (092)",80,,26,33,19,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1790,89,820,471,316,94
"Otra (094)",3,,1,1,1,
"Ocupación no especificada (095)",37,,10,12,9,6
"Mujeres (096)",514,27,190,151,105,41
"Profes., científicos e intelectuales (098)",56,,18,31,7,
"Técnicos de nivel medio y trab. asimilados (099)",2,,2,,,
"Jefes y empleados de oficina (100)",3,,2,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",71,,22,25,21,3
"Agricult. trabaj. calif.agrop. y pesqueros (102)",40,2,6,8,12,12
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",122,11,63,27,13,8
"Obreros construc., conf., papel, fab., instr. (104)",1,,1,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",185,14,67,47,42,15
"Ocupación no especificada (107)",34,,9,13,9,3
