"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",94,80,,74,6,,,,,,14,86
"De 20 a 24 años (023)",310,295,1,210,72,8,3,1,,,15,396
"De 25 a 29 años (024)",486,474,,257,145,54,18,,,,12,783
"De 30 a 34 años (025)",553,543,,177,199,116,47,4,,,10,1144
"De 35 a 39 años (026)",560,555,,138,192,114,94,14,2,1,5,1390
"De 40 a 44 años (027)",518,511,1,92,147,101,137,28,4,1,7,1504
"De 45 a 49 años (028)",436,433,2,67,106,90,115,45,7,1,3,1401
"De 50 y más años (029)",1160,1143,4,158,150,187,332,210,78,24,17,4768
"Casado(a) (030)",29120,28687,28,4160,7139,6387,6701,2721,1095,456,433,98390
"De 12 a 14 años (031)",8,,,,,,,,,,8,
"De 15 a 19 años (032)",281,215,1,176,28,5,5,,,,66,267
"De 20 a 24 años (033)",1711,1601,3,1054,458,73,12,1,,,110,2245
"De 25 a 29 años (034)",2907,2820,2,1080,1162,471,101,3,1,,87,5256
"De 30 a 34 años (035)",3942,3894,5,675,1634,1036,515,24,4,1,48,9427
"De 35 a 39 años (036)",3958,3925,5,329,1271,1297,890,114,17,2,33,11424
"De 40 a 44 años (037)",3616,3600,2,227,915,1074,1075,263,38,6,16,11975
"De 45 a 49 años (038)",3091,3079,1,161,581,806,1041,375,86,28,12,11706
"De 50 y más años (039)",9606,9553,9,458,1090,1625,3062,1941,949,419,53,46090
"Viudo(a) (040)",3867,3820,9,258,468,548,1062,810,453,212,47,18883
"De 12 a 14 años (041)",1,,,,,,,,,,1,
"De 15 a 19 años (042)",5,5,,3,1,1,,,,,,8
"De 20 a 24 años (043)",8,7,,3,3,,1,,,,1,13
"De 25 a 29 años (044)",34,31,,12,10,6,1,2,,,3,67
"De 30 a 34 años (045)",52,49,,14,16,8,7,4,,,3,126
"De 35 a 39 años (046)",86,85,,10,23,19,25,7,1,,1,274
"De 40 a 44 años (047)",140,139,1,12,30,38,33,19,4,2,1,503
"De 45 a 49 años (048)",198,194,,8,39,45,62,30,8,2,4,771
"De 50 y más años (049)",3343,3310,8,196,346,431,933,748,440,208,33,17121
"Divorciado(a) (050)",376,360,2,80,101,56,72,39,5,5,16,1114
"De 15 a 19 años (052)",1,,,,,,,,,,1,
"De 20 a 24 años (053)",5,4,,2,2,,,,,,1,6
"De 25 a 29 años (054)",14,12,,5,5,1,1,,,,2,22
"De 30 a 34 años (055)",37,34,,18,13,2,1,,,,3,54
"De 35 a 39 años (056)",44,43,,9,21,9,1,3,,,1,101
"De 40 a 44 años (057)",51,47,1,16,15,8,4,3,,,4,107
"De 45 a 49 años (058)",48,48,1,6,14,6,18,2,,1,,152
"De 50 y más años (059)",176,172,,24,31,30,47,31,5,4,4,672
"Soltero(a) (060)",7807,3193,21,2049,698,289,136,,,,4614,4856
"De 12 a 14 años (061)",5,5,,5,,,,,,,,5
"De 15 a 19 años (062)",190,187,,174,9,2,2,,,,3,206
"De 20 a 24 años (063)",1896,465,1,402,54,6,2,,,,1431,536
"De 25 a 29 años (064)",1766,513,2,355,122,27,7,,,,1253,708
"De 30 a 34 años (065)",1096,461,3,277,123,46,12,,,,635,709
"De 35 a 39 años (066)",772,397,3,221,101,43,29,,,,375,668
"De 40 a 44 años (067)",553,308,1,170,74,39,24,,,,245,531
"De 45 a 49 años (068)",417,224,2,120,68,20,14,,,,193,372
"De 50 y más años (069)",1112,633,9,325,147,106,46,,,,479,1121
,,,,,,,,,,,,
"URBANA (080)",50825,45588,71,10457,11243,8844,9048,3817,1514,594,5237,142512
"De 12 a 14 años (081)",61,15,1,13,1,,,,,,46,15
"De 15 a 19 años (082)",1361,1067,4,940,103,13,7,,,,294,1213
"De 20 a 24 años (083)",5675,4082,10,2827,1023,178,33,11,,,1593,5611
"De 25 a 29 años (084)",6793,5500,3,2336,2075,838,233,13,2,,1293,10066
"De 30 a 34 años (085)",6794,6156,8,1441,2413,1469,757,59,4,5,638,14336
"De 35 a 39 años (086)",6072,5684,8,801,1795,1676,1182,192,27,3,388,15947
"De 40 a 44 años (087)",5195,4948,5,576,1265,1346,1364,337,45,10,247,15649
"De 45 a 49 años (088)",4214,4015,6,376,821,972,1246,465,100,29,199,14476
"De 50 y más años (089)",14660,14121,26,1147,1747,2352,4226,2740,1336,547,539,65199
"Conviviente (090)",10294,9721,14,3498,2643,1605,1291,470,147,53,573,24015
"De 12 a 14 años (091)",44,9,1,8,,,,,,,35,8
"De 15 a 19 años (092)",850,636,3,564,62,6,1,,,,214,710
"De 20 a 24 años (093)",2165,1980,6,1344,497,105,19,9,,,185,2788
"De 25 a 29 años (094)",2142,2057,1,793,791,340,121,9,2,,85,3978
"De 30 a 34 años (095)",1679,1654,,387,591,386,255,31,,4,25,4049
"De 35 a 39 años (096)",1191,1177,,157,330,339,267,71,12,1,14,3565
"De 40 a 44 años (097)",791,787,,105,171,193,238,70,7,3,4,2596
"De 45 a 49 años (098)",488,483,1,56,71,100,148,79,21,7,5,1910
"De 50 y más años (099)",944,938,2,84,130,136,242,201,105,38,6,4411
"Separado(a) (100)",3780,3708,5,1056,950,621,694,279,81,22,72,10549
"De 12 a 14 años (101)",3,1,,,1,,,,,,2,2
"De 15 a 19 años (102)",83,71,,65,6,,,,,,12,77
"De 20 a 24 años (103)",277,263,,187,65,7,3,1,,,14,356
"De 25 a 29 años (104)",445,435,,240,132,47,16,,,,10,711
"De 30 a 34 años (105)",517,510,,160,193,109,44,4,,,7,1081
"De 35 a 39 años (106)",508,503,,123,172,105,86,14,2,1,5,1275
"De 40 a 44 años (107)",476,472,1,81,138,93,130,25,3,1,4,1391
"De 45 a 49 años (108)",402,399,1,56,101,84,107,44,5,1,3,1303
"De 50 y más años (109)",1069,1054,3,144,142,176,308,191,71,19,15,4353
"Casado(a) (110)",25898,25499,25,3735,6483,5794,5916,2299,900,347,399,85869
"De 12 a 14 años (111)",8,,,,,,,,,,8,
"De 15 a 19 años (112)",254,190,1,156,25,4,4,,,,64,234
"De 20 a 24 años (113)",1497,1400,3,922,406,60,8,1,,,97,1953
"De 25 a 29 años (114)",2578,2498,1,963,1026,418,88,2,,,80,4641
"De 30 a 34 años (115)",3535,3490,5,608,1485,925,442,20,4,1,45,8393
"De 35 a 39 años (116)",3560,3529,5,302,1162,1164,784,99,12,1,31,10178
"De 40 a 44 años (117)",3260,3246,1,212,845,987,943,222,31,5,14,10650
"De 45 a 49 años (118)",2729,2718,1,144,538,727,904,315,68,21,11,10139
"De 50 y más años (119)",8477,8428,8,428,996,1509,2743,1640,785,319,49,39681
"Viudo(a) (120)",3438,3399,7,229,425,499,955,735,381,168,39,16582
"De 12 a 14 años (121)",1,,,,,,,,,,1,
"De 15 a 19 años (122)",5,5,,3,1,1,,,,,,8
"De 20 a 24 años (123)",7,7,,3,3,,1,,,,,13
"De 25 a 29 años (124)",29,27,,11,9,5,,2,,,2,57
"De 30 a 34 años (125)",43,41,,10,15,6,6,4,,,2,110
"De 35 a 39 años (126)",72,71,,10,19,16,19,6,1,,1,224
"De 40 a 44 años (127)",121,120,1,11,27,30,29,17,4,1,1,431
"De 45 a 49 años (128)",173,169,,7,35,39,57,25,6,,4,656
"De 50 y más años (129)",2987,2959,6,174,316,402,843,681,370,167,28,15083
"Divorciado(a) (130)",358,342,2,76,95,55,71,34,5,4,16,1046
"De 15 a 19 años (132)",1,,,,,,,,,,1,
"De 20 a 24 años (133)",5,4,,2,2,,,,,,1,6
"De 25 a 29 años (134)",11,9,,4,3,1,1,,,,2,17
"De 30 a 34 años (135)",36,33,,18,12,2,1,,,,3,52
"De 35 a 39 años (136)",43,42,,9,21,9,1,2,,,1,94
"De 40 a 44 años (137)",50,46,1,15,15,8,4,3,,,4,106
"De 45 a 49 años (138)",45,45,1,5,14,5,18,2,,,,137
"De 50 y más años (139)",167,163,,23,28,30,46,27,5,4,4,634
"Soltero(a) (140)",7057,2919,18,1863,647,270,121,,,,4138,4451
"De 12 a 14 años (141)",5,5,,5,,,,,,,,5
"De 15 a 19 años (142)",168,165,,152,9,2,2,,,,3,184
"De 20 a 24 años (143)",1724,428,1,369,50,6,2,,,,1296,495
"De 25 a 29 años (144)",1588,474,1,325,114,27,7,,,,1114,662
"De 30 a 34 años (145)",984,428,3,258,117,41,9,,,,556,651
"De 35 a 39 años (146)",698,362,3,200,91,43,25,,,,336,611
"De 40 a 44 años (147)",497,277,1,152,69,35,20,,,,220,475
"De 45 a 49 años (148)",377,201,2,108,62,17,12,,,,176,331
"De 50 y más años (149)",1016,579,7,294,135,99,44,,,,437,1037
,,,,,,,,,,,,
"RURAL (160)",6156,5542,12,1192,1178,895,1172,608,311,174,614,19814
"De 12 a 14 años (161)",5,1,,1,,,,,,,4,1
"De 15 a 19 años (162)",185,151,,132,15,3,1,,,,34,175
"De 20 a 24 años (163)",750,568,1,362,153,40,11,1,,,182,843
"De 25 a 29 años (164)",836,681,2,253,276,104,44,1,1,,155,1318
"De 30 a 34 años (165)",753,663,1,145,232,156,122,6,1,,90,1644
"De 35 a 39 años (166)",674,630,,76,171,180,161,33,7,2,44,1940
"De 40 a 44 años (167)",566,535,1,59,102,122,179,57,12,3,31,1902
"De 45 a 49 años (168)",554,536,1,51,70,113,174,88,28,11,18,2221
"De 50 y más años (169)",1833,1777,6,113,159,177,480,422,262,158,56,9770
"Conviviente (170)",1397,1314,1,431,354,184,212,83,34,15,83,3594
"De 12 a 14 años (171)",5,1,,1,,,,,,,4,1
"De 15 a 19 años (172)",125,95,,81,12,2,,,,,30,111
"De 20 a 24 años (173)",330,298,,174,90,26,7,1,,,32,470
"De 25 a 29 años (174)",280,274,,87,116,43,28,,,,6,570
"De 30 a 34 años (175)",188,184,1,38,69,31,42,2,1,,4,471
"De 35 a 39 años (176)",135,132,,13,28,35,37,16,2,1,3,465
"De 40 a 44 años (177)",92,91,,13,15,15,32,11,4,1,1,335
"De 45 a 49 años (178)",90,90,,9,12,18,22,22,6,1,,385
"De 50 y más años (179)",152,149,,15,12,14,44,31,21,12,3,786
"Separado(a) (180)",340,327,3,117,68,49,52,23,10,5,13,925
"De 15 a 19 años (182)",11,9,,9,,,,,,,2,9
"De 20 a 24 años (183)",33,32,1,23,7,1,,,,,1,40
"De 25 a 29 años (184)",41,39,,17,13,7,2,,,,2,72
"De 30 a 34 años (185)",36,33,,17,6,7,3,,,,3,63
"De 35 a 39 años (186)",52,52,,15,20,9,8,,,,,115
"De 40 a 44 años (187)",42,39,,11,9,8,7,3,1,,3,113
"De 45 a 49 años (188)",34,34,1,11,5,6,8,1,2,,,98
"De 50 y más años (189)",91,89,1,14,8,11,24,19,7,5,2,415
"Casado(a) (190)",3222,3188,3,425,656,593,785,422,195,109,34,12521
"De 15 a 19 años (192)",27,25,,20,3,1,1,,,,2,33
"De 20 a 24 años (193)",214,201,,132,52,13,4,,,,13,292
"De 25 a 29 años (194)",329,322,1,117,136,53,13,1,1,,7,615
"De 30 a 34 años (195)",407,404,,67,149,111,73,4,,,3,1034
"De 35 a 39 años (196)",398,396,,27,109,133,106,15,5,1,2,1246
"De 40 a 44 años (197)",356,354,1,15,70,87,132,41,7,1,2,1325
"De 45 a 49 años (198)",362,361,,17,43,79,137,60,18,7,1,1567
"De 50 y más años (199)",1129,1125,1,30,94,116,319,301,164,100,4,6409
"Viudo(a) (200)",429,421,2,29,43,49,107,75,72,44,8,2301
"De 20 a 24 años (203)",1,,,,,,,,,,1,
"De 25 a 29 años (204)",5,4,,1,1,1,1,,,,1,10
"De 30 a 34 años (205)",9,8,,4,1,2,1,,,,1,16
"De 35 a 39 años (206)",14,14,,,4,3,6,1,,,,50
"De 40 a 44 años (207)",19,19,,1,3,8,4,2,,1,,72
"De 45 a 49 años (208)",25,25,,1,4,6,5,5,2,2,,115
"De 50 y más años (209)",356,351,2,22,30,29,90,67,70,41,5,2038
"Divorciado(a) (210)",18,18,,4,6,1,1,5,,1,,68
"De 25 a 29 años (214)",3,3,,1,2,,,,,,,5
"De 30 a 34 años (215)",1,1,,,1,,,,,,,2
"De 35 a 39 años (216)",1,1,,,,,,1,,,,7
"De 40 a 44 años (217)",1,1,,1,,,,,,,,1
"De 45 a 49 años (218)",3,3,,1,,1,,,,1,,15
"De 50 y más años (219)",9,9,,1,3,,1,4,,,,38
"Soltero(a) (220)",750,274,3,186,51,19,15,,,,476,405
"De 15 a 19 años (222)",22,22,,22,,,,,,,,22
"De 20 a 24 años (223)",172,37,,33,4,,,,,,135,41
"De 25 a 29 años (224)",178,39,1,30,8,,,,,,139,46
"De 30 a 34 años (225)",112,33,,19,6,5,3,,,,79,58
"De 35 a 39 años (226)",74,35,,21,10,,4,,,,39,57
"De 40 a 44 años (227)",56,31,,18,5,4,4,,,,25,56
"De 45 a 49 años (228)",40,23,,12,6,3,2,,,,17,41
"De 50 y más años (229)",96,54,2,31,12,7,2,,,,42,84
