"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ICA (000)",135303,38603,43907,38848,2173,3505,2926,5341
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",436,356,,,80,,,
"Profes., científicos e intelectuales (002)",16871,14019,,2537,283,32,,
"Técnicos de nivel medio y trab. asimilados (003)",7380,5148,,1831,331,55,15,
"Jefes y empleados de oficina (004)",6106,6020,,48,,38,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",18509,6059,275,9953,536,1683,3,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3767,202,22,3179,364,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",9675,,5213,4143,206,113,,
"Obreros construc.,conf.,papel, fab., instr. (008)",16516,1730,4624,9868,206,88,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",47790,3749,32954,6727,129,1323,2908,
"Otra (010)",699,699,,,,,,
"Ocupaciñn no especificada (011)",2213,621,819,562,38,173,,
"Desocupado (012)",5341,,,,,,,5341
"Hombres (013)",83850,21227,29810,26531,1514,1504,213,3051
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",278,222,,,56,,,
"Profes., científicos e intelectuales (015)",8417,6498,,1684,218,17,,
"Técnicos de nivel medio y trab. asimilados (016)",4653,2981,,1408,232,32,,
"Jefes y empleados de oficina (017)",2939,2898,,26,,15,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",8549,3630,88,4150,275,406,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3187,174,22,2702,289,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",7299,,3561,3476,177,85,,
"Obreros construc.,conf.,papel, fab., instr. (021)",16050,1708,4430,9635,197,80,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",27564,2157,21188,3145,53,808,213,
"Otra (023)",646,646,,,,,,
"Ocupaciñn no especificada (024)",1217,313,521,305,17,61,,
"Desocupado (025)",3051,,,,,,,3051
"Mujeres (026)",51453,17376,14097,12317,659,2001,2713,2290
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",158,134,,,24,,,
"Profes., científicos e intelectuales (028)",8454,7521,,853,65,15,,
"Técnicos de nivel medio y trab. asimilados (029)",2727,2167,,423,99,23,15,
"Jefes y empleados de oficina (030)",3167,3122,,22,,23,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",9960,2429,187,5803,261,1277,3,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",580,28,,477,75,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",2376,,1652,667,29,28,,
"Obreros construc.,conf.,papel, fab., instr. (034)",466,22,194,233,9,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",20226,1592,11766,3582,76,515,2695,
"Otra (036)",53,53,,,,,,
"Ocupaciñn no especificada (037)",996,308,298,257,21,112,,
"Desocupado (038)",2290,,,,,,,2290
,,,,,,,,
"URBANA (039)",123416,37330,36467,36702,2052,3200,2771,4894
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",416,336,,,80,,,
"Profes., científicos e intelectuales (041)",16410,13615,,2486,277,32,,
"Técnicos de nivel medio y trab. asimilados (042)",7173,4992,,1790,322,55,14,
"Jefes y empleados de oficina (043)",5909,5824,,48,,37,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",17910,5812,245,9670,529,1651,3,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2649,178,20,2170,281,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",9119,,4803,4009,198,109,,
"Obreros construc.,conf.,papel, fab., instr. (047)",15675,1659,4279,9449,200,88,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",40510,3642,26381,6541,127,1065,2754,
"Otra (049)",669,669,,,,,,
"Ocupaciñn no especificada (050)",2082,603,739,539,38,163,,
"Desocupado (051)",4894,,,,,,,4894
"Hombres (052)",75635,20442,24629,24862,1410,1315,202,2775
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",269,213,,,56,,,
"Profes., científicos e intelectuales (054)",8185,6303,,1653,212,17,,
"Técnicos de nivel medio y trab. asimilados (055)",4518,2884,,1376,226,32,,
"Jefes y empleados de oficina (056)",2843,2802,,26,,15,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",8256,3453,84,4050,271,398,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2206,150,20,1822,214,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",6891,,3285,3355,170,81,,
"Obreros construc.,conf.,papel, fab., instr. (060)",15220,1637,4089,9223,191,80,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",22707,2078,16677,3062,53,635,202,
"Otra (062)",618,618,,,,,,
"Ocupaciñn no especificada (063)",1147,304,474,295,17,57,,
"Desocupado (064)",2775,,,,,,,2775
"Mujeres (065)",47781,16888,11838,11840,642,1885,2569,2119
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",147,123,,,24,,,
"Profes., científicos e intelectuales (067)",8225,7312,,833,65,15,,
"Técnicos de nivel medio y trab. asimilados (068)",2655,2108,,414,96,23,14,
"Jefes y empleados de oficina (069)",3066,3022,,22,,22,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",9654,2359,161,5620,258,1253,3,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",443,28,,348,67,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",2228,,1518,654,28,28,,
"Obreros construc.,conf.,papel, fab., instr. (073)",455,22,190,226,9,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",17803,1564,9704,3479,74,430,2552,
"Otra (075)",51,51,,,,,,
"Ocupaciñn no especificada (076)",935,299,265,244,21,106,,
"Desocupado (077)",2119,,,,,,,2119
,,,,,,,,
"RURAL (078)",11887,1273,7440,2146,121,305,155,447
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",20,20,,,,,,
"Profes., científicos e intelectuales (080)",461,404,,51,6,,,
"Técnicos de nivel medio y trab. asimilados (081)",207,156,,41,9,,1,
"Jefes y empleados de oficina (082)",197,196,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",599,247,30,283,7,32,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1118,24,2,1009,83,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",556,,410,134,8,4,,
"Obreros construc.,conf.,papel, fab., instr. (086)",841,71,345,419,6,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",7280,107,6573,186,2,258,154,
"Otra (088)",30,30,,,,,,
"Ocupaciñn no especificada (089)",131,18,80,23,,10,,
"Desocupado (090)",447,,,,,,,447
"Hombres (091)",8215,785,5181,1669,104,189,11,276
