"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAYTARA (000)",8262,147,2152,2859,2140,964
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",33,,4,14,15,
"Profes., científicos e intelectuales (002)",613,,132,328,148,5
"Técnicos de nivel medio y trab. asimilados (003)",143,,46,63,30,4
"Jefes y empleados de oficina (004)",133,,45,51,33,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",462,3,128,177,123,31
"Agricult. trabaj. calif.agrop. y pesqueros (006)",2650,15,431,686,881,637
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",744,1,213,426,98,6
"Obreros construc., conf., papel, fab., instr. (008)",475,,155,197,113,10
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",2770,128,918,846,646,232
"Otra (010)",25,,12,10,3,
"Ocupación no especificada (011)",214,,68,61,50,35
"Hombres (012)",5938,96,1542,2102,1525,673
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",27,,3,13,11,
"Profes., científicos e intelectuales (014)",325,,48,174,99,4
"Técnicos de nivel medio y trab. asimilados (015)",104,,31,46,24,3
"Jefes y empleados de oficina (016)",86,,19,37,26,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",206,,58,74,58,16
"Agricult. trabaj. calif.agrop. y pesqueros (018)",2016,11,316,514,700,475
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",725,1,206,419,93,6
"Obreros construc., conf., papel, fab., instr. (020)",468,,152,194,112,10
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1831,84,655,579,376,137
"Otra (022)",25,,12,10,3,
"Ocupación no especificada (023)",125,,42,42,23,18
"Mujeres (024)",2324,51,610,757,615,291
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",6,,1,1,4,
"Profes., científicos e intelectuales (026)",288,,84,154,49,1
"Técnicos de nivel medio y trab. asimilados (027)",39,,15,17,6,1
"Jefes y empleados de oficina (028)",47,,26,14,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",256,3,70,103,65,15
"Agricult. trabaj. calif.agrop. y pesqueros (030)",634,4,115,172,181,162
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",19,,7,7,5,
"Obreros construc., conf., papel, fab., instr. (032)",7,,3,3,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",939,44,263,267,270,95
"Ocupación no especificada (035)",89,,26,19,27,17
