"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia QUISPICANCHI (000)",26385,2792,4306,13767,451,4803,266
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",57,57,,,,,
"Profes., científicos e intelectuales (002)",880,787,,82,7,4,
"Técnicos de nivel medio y trab. asimilados (003)",422,270,,132,15,5,
"Jefes y empleados de oficina (004)",376,371,,3,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2144,385,15,1440,55,249,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9384,2,3,9145,234,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1919,,618,1063,67,171,
"Obreros construc.,conf.,papel, fab., instr. (008)",2469,288,1278,833,36,34,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",7616,301,2192,659,14,4184,266
"Otra (010)",210,210,,,,,
"Ocupación no especificada (011)",908,121,200,410,23,154,
"Hombres (012)",17818,1837,3807,9780,325,2011,58
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",43,43,,,,,
"Profes., científicos e intelectuales (014)",502,437,,57,6,2,
"Técnicos de nivel medio y trab. asimilados (015)",291,201,,76,9,5,
"Jefes y empleados de oficina (016)",223,220,,2,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",714,205,8,418,22,61,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",7703,2,2,7492,207,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1225,,479,626,30,90,
"Obreros construc.,conf.,papel, fab., instr. (020)",2355,283,1242,768,34,28,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4098,167,1910,188,1,1774,58
"Otra (022)",202,202,,,,,
"Ocupación no especificada (023)",462,77,166,153,16,50,
"Mujeres (024)",8567,955,499,3987,126,2792,208
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",14,14,,,,,
"Profes., científicos e intelectuales (026)",378,350,,25,1,2,
"Técnicos de nivel medio y trab. asimilados (027)",131,69,,56,6,,
"Jefes y empleados de oficina (028)",153,151,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1430,180,7,1022,33,188,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1681,,1,1653,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",694,,139,437,37,81,
"Obreros construc.,conf.,papel, fab., instr. (032)",114,5,36,65,2,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3518,134,282,471,13,2410,208
"Otra (034)",8,8,,,,,
"Ocupación no especificada (035)",446,44,34,257,7,104,
,,,,,,,
"URBANA (036)",11004,2213,2276,5024,234,1067,190
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",46,46,,,,,
"Profes., científicos e intelectuales (038)",720,645,,65,6,4,
"Técnicos de nivel medio y trab. asimilados (039)",354,220,,116,14,4,
"Jefes y empleados de oficina (040)",297,293,,2,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1691,314,6,1117,40,214,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1751,,2,1684,65,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1320,,439,756,59,66,
"Obreros construc.,conf.,papel, fab., instr. (044)",1697,246,796,614,28,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2544,218,907,487,12,730,190
"Otra (046)",143,143,,,,,
"Ocupación no especificada (047)",441,88,126,183,10,34,
"Hombres (048)",7040,1431,1999,2938,143,495,34
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",35,35,,,,,
"Profes., científicos e intelectuales (050)",398,347,,44,5,2,
"Técnicos de nivel medio y trab. asimilados (051)",243,162,,69,8,4,
"Jefes y empleados de oficina (052)",167,164,,2,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",526,168,4,289,15,50,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1388,,1,1330,57,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",821,,321,431,27,42,
"Obreros construc.,conf.,papel, fab., instr. (056)",1629,241,777,572,26,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1448,118,799,123,,374,34
"Otra (058)",139,139,,,,,
"Ocupación no especificada (059)",246,57,97,78,5,9,
"Mujeres (060)",3964,782,277,2086,91,572,156
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",11,11,,,,,
"Profes., científicos e intelectuales (062)",322,298,,21,1,2,
"Técnicos de nivel medio y trab. asimilados (063)",111,58,,47,6,,
"Jefes y empleados de oficina (064)",130,129,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1165,146,2,828,25,164,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",363,,1,354,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",499,,118,325,32,24,
"Obreros construc.,conf.,papel, fab., instr. (068)",68,5,19,42,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1096,100,108,364,12,356,156
"Otra (070)",4,4,,,,,
"Ocupación no especificada (071)",195,31,29,105,5,25,
,,,,,,,
"RURAL (072)",15381,579,2030,8743,217,3736,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,11,,,,,
"Profes., científicos e intelectuales (074)",160,142,,17,1,,
"Técnicos de nivel medio y trab. asimilados (075)",68,50,,16,1,1,
"Jefes y empleados de oficina (076)",79,78,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",453,71,9,323,15,35,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7633,2,1,7461,169,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",599,,179,307,8,105,
"Obreros construc.,conf.,papel, fab., instr. (080)",772,42,482,219,8,21,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5072,83,1285,172,2,3454,76
"Otra (082)",67,67,,,,,
"Ocupación no especificada (083)",467,33,74,227,13,120,
"Hombres (084)",10778,406,1808,6842,182,1516,24
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,8,,,,,
"Profes., científicos e intelectuales (086)",104,90,,13,1,,
"Técnicos de nivel medio y trab. asimilados (087)",48,39,,7,1,1,
"Jefes y empleados de oficina (088)",56,56,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",188,37,4,129,7,11,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6315,2,1,6162,150,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",404,,158,195,3,48,
"Obreros construc.,conf.,papel, fab., instr. (092)",726,42,465,196,8,15,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2650,49,1111,65,1,1400,24
"Otra (094)",63,63,,,,,
"Ocupación no especificada (095)",216,20,69,75,11,41,
"Mujeres (096)",4603,173,222,1901,35,2220,52
