"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia PACASMAYO (000)",33062,53,2448,1224,1118,4277,2389,2491,3999,12070,199,1018,1776
"Agric., ganadería, caza y silvicultura (001)",9922,,36,59,25,,2331,4,60,7407,,,
"Pesca (002)",297,,2,1,3,,58,,2,231,,,
"Explotación de minas y canteras (003)",62,,7,7,3,,,29,6,10,,,
"Industrias manufactureras (004)",2398,1,57,135,76,52,,1656,272,149,,,
"Suministro de electricidad, gas y agua (005)",62,,2,10,9,,,10,12,19,,,
"Construcción (006)",2075,,44,62,10,,,130,1145,684,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",5314,3,55,177,68,3208,,621,60,1122,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",714,,16,42,17,96,,478,41,24,,,
"Comercio al por mayor (009)",252,1,11,25,13,170,,3,4,25,,,
"Comercio al por menor (010)",4348,2,28,110,38,2942,,140,15,1073,,,
"Hoteles y restaurantes (011)",1118,,7,42,58,616,,2,2,391,,,
"Trans., almac. y comunicaciones (012)",3034,1,15,63,109,2,,20,2362,462,,,
"Intermediación financiera (013)",98,1,4,27,62,,,,1,3,,,
"Activid.inmobil., empres. y alquileres (014)",1209,1,207,290,250,224,,11,43,183,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",718,16,43,26,264,33,,,18,119,199,,
"Enseñanza (016)",1850,28,1726,9,65,,,1,1,20,,,
"Servicios sociales y de salud (017)",430,,158,177,39,27,,3,4,22,,,
"Otras activ. serv.comun.soc y personales (018)",736,2,84,129,37,114,,2,8,360,,,
"Hogares privados con servicio doméstico (019)",864,,,2,,1,,,,861,,,
"Actividad economica no especificada (021)",1099,,1,8,40,,,2,3,27,,1018,
"Desocupado (022)",1776,,,,,,,,,,,,1776
"Hombres (023)",23915,36,1164,865,504,1943,2204,2246,3932,8857,193,663,1308
"Agric., ganadería, caza y silvicultura (024)",8498,,33,53,19,,2148,3,60,6182,,,
"Pesca (025)",290,,2,1,1,,56,,2,228,,,
"Explotación de minas y canteras (026)",61,,6,7,3,,,29,6,10,,,
"Industrias manufactureras (027)",2058,1,42,109,52,45,,1430,240,139,,,
"Suministro de electricidad, gas y agua (028)",57,,2,10,5,,,10,12,18,,,
"Construcción (029)",2040,,41,61,8,,,128,1138,664,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",2863,2,38,127,21,1425,,609,58,583,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",651,,14,35,6,62,,471,39,24,,,
"Comercio al por mayor (032)",159,1,6,12,8,102,,3,4,23,,,
"Comercio al por menor (033)",2053,1,18,80,7,1261,,135,15,536,,,
"Hoteles y restaurantes (034)",350,,6,28,29,179,,1,2,105,,,
"Trans., almac. y comunicaciones (035)",2873,1,13,46,57,2,,19,2338,397,,,
"Intermediación financiera (036)",53,1,4,9,35,,,,1,3,,,
"Activid.inmobil., empres. y alquileres (037)",881,1,154,218,87,223,,10,42,146,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",524,14,29,20,121,30,,,18,99,193,,
"Enseñanza (039)",714,15,657,5,24,,,1,1,11,,,
"Servicios sociales y de salud (040)",156,,64,56,10,5,,3,3,15,,,
"Otras activ. serv.comun.soc y personales (041)",441,1,72,110,18,34,,1,8,197,,,
"Hogares privados con servicio doméstico (042)",37,,,,,,,,,37,,,
"Actividad economica no especificada (044)",711,,1,5,14,,,2,3,23,,663,
"Desocupado (045)",1308,,,,,,,,,,,,1308
"Mujeres (046)",9147,17,1284,359,614,2334,185,245,67,3213,6,355,468
"Agric., ganadería, caza y silvicultura (047)",1424,,3,6,6,,183,1,,1225,,,
"Pesca (048)",7,,,,2,,2,,,3,,,
"Explotación de minas y canteras (049)",1,,1,,,,,,,,,,
"Industrias manufactureras (050)",340,,15,26,24,7,,226,32,10,,,
"Suministro de electricidad, gas y agua (051)",5,,,,4,,,,,1,,,
"Construcción (052)",35,,3,1,2,,,2,7,20,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",2451,1,17,50,47,1783,,12,2,539,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",63,,2,7,11,34,,7,2,,,,
"Comercio al por mayor (055)",93,,5,13,5,68,,,,2,,,
"Comercio al por menor (056)",2295,1,10,30,31,1681,,5,,537,,,
"Hoteles y restaurantes (057)",768,,1,14,29,437,,1,,286,,,
"Trans., almac. y comunicaciones (058)",161,,2,17,52,,,1,24,65,,,
"Intermediación financiera (059)",45,,,18,27,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",328,,53,72,163,1,,1,1,37,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",194,2,14,6,143,3,,,,20,6,,
"Enseñanza (062)",1136,13,1069,4,41,,,,,9,,,
"Servicios sociales y de salud (063)",274,,94,121,29,22,,,1,7,,,
"Otras activ. serv.comun.soc y personales (064)",295,1,12,19,19,80,,1,,163,,,
"Hogares privados con servicio doméstico (065)",827,,,2,,1,,,,824,,,
"Actividad economica no especificada (067)",388,,,3,26,,,,,4,,355,
"Desocupado (068)",468,,,,,,,,,,,,468
,,,,,,,,,,,,,
"URBANA (069)",30730,53,2422,1206,1101,4178,2117,2453,3880,10541,199,992,1588
"Agric., ganadería, caza y silvicultura (070)",8257,,36,59,25,,2059,3,55,6020,,,
"Pesca (071)",292,,2,1,3,,58,,2,226,,,
"Explotación de minas y canteras (072)",61,,7,7,3,,,28,6,10,,,
"Industrias manufactureras (073)",2361,1,56,134,74,52,,1634,271,139,,,
"Suministro de electricidad, gas y agua (074)",53,,2,10,9,,,8,11,13,,,
"Construcción (075)",2010,,43,61,10,,,128,1125,643,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",5203,3,55,172,68,3135,,611,58,1101,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",704,,16,40,17,94,,473,41,23,,,
"Comercio al por mayor (078)",237,1,11,24,13,157,,3,4,24,,,
"Comercio al por menor (079)",4262,2,28,108,38,2884,,135,13,1054,,,
"Hoteles y restaurantes (080)",1110,,7,42,58,610,,2,2,389,,,
"Trans., almac. y comunicaciones (081)",2932,1,15,62,108,2,,20,2276,448,,,
"Intermediación financiera (082)",97,1,4,26,62,,,,1,3,,,
"Activid.inmobil., empres. y alquileres (083)",1169,1,207,284,243,209,,11,41,173,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",714,16,43,26,260,33,,,18,119,199,,
"Enseñanza (085)",1827,28,1704,9,65,,,1,1,19,,,
"Servicios sociales y de salud (086)",420,,156,174,38,23,,3,4,22,,,
"Otras activ. serv.comun.soc y personales (087)",727,2,84,129,35,113,,2,7,355,,,
"Hogares privados con servicio doméstico (088)",837,,,2,,1,,,,834,,,
"Actividad economica no especificada (090)",1072,,1,8,40,,,2,2,27,,992,
"Desocupado (091)",1588,,,,,,,,,,,,1588
"Hombres (092)",21948,36,1153,851,497,1893,1941,2211,3813,7546,193,646,1168
"Agric., ganadería, caza y silvicultura (093)",7021,,33,53,19,,1885,3,55,4973,,,
"Pesca (094)",285,,2,1,1,,56,,2,223,,,
"Explotación de minas y canteras (095)",60,,6,7,3,,,28,6,10,,,
"Industrias manufactureras (096)",2024,1,41,108,51,45,,1410,239,129,,,
"Suministro de electricidad, gas y agua (097)",48,,2,10,5,,,8,11,12,,,
"Construcción (098)",1975,,40,60,8,,,126,1118,623,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",2805,2,38,123,21,1395,,599,56,571,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",642,,14,33,6,61,,466,39,23,,,
"Comercio al por mayor (101)",153,1,6,12,8,97,,3,4,22,,,
"Comercio al por menor (102)",2010,1,18,78,7,1237,,130,13,526,,,
"Hoteles y restaurantes (103)",347,,6,28,29,177,,1,2,104,,,
"Trans., almac. y comunicaciones (104)",2771,1,13,45,56,2,,19,2252,383,,,
"Intermediación financiera (105)",52,1,4,8,35,,,,1,3,,,
"Activid.inmobil., empres. y alquileres (106)",850,1,154,214,86,208,,10,40,137,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",521,14,29,20,118,30,,,18,99,193,,
"Enseñanza (108)",706,15,649,5,24,,,1,1,11,,,
"Servicios sociales y de salud (109)",151,,63,54,10,3,,3,3,15,,,
"Otras activ. serv.comun.soc y personales (110)",435,1,72,110,17,33,,1,7,194,,,
"Hogares privados con servicio doméstico (111)",36,,,,,,,,,36,,,
"Actividad economica no especificada (113)",693,,1,5,14,,,2,2,23,,646,
"Desocupado (114)",1168,,,,,,,,,,,,1168
"Mujeres (115)",8782,17,1269,355,604,2285,176,242,67,2995,6,346,420
"Agric., ganadería, caza y silvicultura (116)",1236,,3,6,6,,174,,,1047,,,
"Pesca (117)",7,,,,2,,2,,,3,,,
"Explotación de minas y canteras (118)",1,,1,,,,,,,,,,
"Industrias manufactureras (119)",337,,15,26,23,7,,224,32,10,,,
"Suministro de electricidad, gas y agua (120)",5,,,,4,,,,,1,,,
"Construcción (121)",35,,3,1,2,,,2,7,20,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",2398,1,17,49,47,1740,,12,2,530,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",62,,2,7,11,33,,7,2,,,,
"Comercio al por mayor (124)",84,,5,12,5,60,,,,2,,,
"Comercio al por menor (125)",2252,1,10,30,31,1647,,5,,528,,,
"Hoteles y restaurantes (126)",763,,1,14,29,433,,1,,285,,,
"Trans., almac. y comunicaciones (127)",161,,2,17,52,,,1,24,65,,,
"Intermediación financiera (128)",45,,,18,27,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",319,,53,70,157,1,,1,1,36,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",193,2,14,6,142,3,,,,20,6,,
"Enseñanza (131)",1121,13,1055,4,41,,,,,8,,,
"Servicios sociales y de salud (132)",269,,93,120,28,20,,,1,7,,,
"Otras activ. serv.comun.soc y personales (133)",292,1,12,19,18,80,,1,,161,,,
"Hogares privados con servicio doméstico (134)",801,,,2,,1,,,,798,,,
"Actividad economica no especificada (136)",379,,,3,26,,,,,4,,346,
"Desocupado (137)",420,,,,,,,,,,,,420
,,,,,,,,,,,,,
