"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia LAURICOCHA (000)",9831,1096,1991,4447,76,1624,124,473
"Agric., ganadería, caza y silvicultura (001)",5860,4,728,3586,62,1480,,
"Pesca (002)",5,,,4,,1,,
"Explotación de minas y canteras (003)",1272,217,1047,6,,2,,
"Industrias manufactureras (004)",102,3,22,67,,10,,
"Suministro de electricidad, gas y agua (005)",8,3,4,,1,,,
"Construcción (006)",156,16,113,25,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",492,17,5,385,5,80,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",14,,4,6,,4,,
"Comercio al por mayor (009)",27,2,,18,,7,,
"Comercio al por menor (010)",451,15,1,361,5,69,,
"Hoteles y restaurantes (011)",138,19,3,99,2,15,,
"Trans., almac. y comunicaciones (012)",102,11,12,74,4,1,,
"Intermediación financiera (013)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (014)",37,23,1,13,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",132,94,38,,,,,
"Enseñanza (016)",579,559,,19,,1,,
"Servicios sociales y de salud (017)",77,70,,7,,,,
"Otras activ. serv.comun.soc y personales (018)",44,8,1,29,,6,,
"Hogares privados con servicio doméstico (019)",124,,,,,,124,
"Actividad economica no especificada (021)",229,51,17,133,2,26,,
"Desocupado (022)",473,,,,,,,473
"Hombres (023)",7440,759,1830,3566,65,827,15,378
"Agric., ganadería, caza y silvicultura (024)",4515,2,604,3085,55,769,,
"Pesca (025)",5,,,4,,1,,
"Explotación de minas y canteras (026)",1230,193,1031,5,,1,,
"Industrias manufactureras (027)",82,1,17,56,,8,,
"Suministro de electricidad, gas y agua (028)",6,3,2,,1,,,
"Construcción (029)",153,15,111,25,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",268,12,5,221,4,26,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",11,,4,5,,2,,
"Comercio al por mayor (032)",12,2,,10,,,,
"Comercio al por menor (033)",245,10,1,206,4,24,,
"Hoteles y restaurantes (034)",32,9,1,15,,7,,
"Trans., almac. y comunicaciones (035)",99,9,12,73,4,1,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",32,19,1,12,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",107,70,37,,,,,
"Enseñanza (039)",374,360,,13,,1,,
"Servicios sociales y de salud (040)",41,35,,6,,,,
"Otras activ. serv.comun.soc y personales (041)",20,7,1,9,,3,,
"Hogares privados con servicio doméstico (042)",15,,,,,,15,
"Actividad economica no especificada (044)",82,23,8,42,1,8,,
"Desocupado (045)",378,,,,,,,378
"Mujeres (046)",2391,337,161,881,11,797,109,95
"Agric., ganadería, caza y silvicultura (047)",1345,2,124,501,7,711,,
"Explotación de minas y canteras (049)",42,24,16,1,,1,,
"Industrias manufactureras (050)",20,2,5,11,,2,,
"Suministro de electricidad, gas y agua (051)",2,,2,,,,,
"Construcción (052)",3,1,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",224,5,,164,1,54,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,,,1,,2,,
"Comercio al por mayor (055)",15,,,8,,7,,
"Comercio al por menor (056)",206,5,,155,1,45,,
"Hoteles y restaurantes (057)",106,10,2,84,2,8,,
"Trans., almac. y comunicaciones (058)",3,2,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",5,4,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",25,24,1,,,,,
"Enseñanza (062)",205,199,,6,,,,
"Servicios sociales y de salud (063)",36,35,,1,,,,
"Otras activ. serv.comun.soc y personales (064)",24,1,,20,,3,,
"Hogares privados con servicio doméstico (065)",109,,,,,,109,
"Actividad economica no especificada (067)",147,28,9,91,1,18,,
"Desocupado (068)",95,,,,,,,95
,,,,,,,,
"URBANA (069)",2301,529,212,1004,11,341,49,155
"Agric., ganadería, caza y silvicultura (070)",931,2,107,569,3,250,,
"Explotación de minas y canteras (072)",27,2,24,1,,,,
"Industrias manufactureras (073)",43,3,5,31,,4,,
"Suministro de electricidad, gas y agua (074)",2,1,1,,,,,
"Construcción (075)",72,12,50,10,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",291,9,2,221,4,55,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",10,,2,5,,3,,
"Comercio al por mayor (078)",19,,,13,,6,,
"Comercio al por menor (079)",262,9,,203,4,46,,
"Hoteles y restaurantes (080)",77,9,,59,,9,,
"Trans., almac. y comunicaciones (081)",49,5,5,36,2,1,,
"Intermediación financiera (082)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (083)",21,12,,9,,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",87,76,11,,,,,
"Enseñanza (085)",332,324,,8,,,,
"Servicios sociales y de salud (086)",47,43,,4,,,,
"Otras activ. serv.comun.soc y personales (087)",22,6,,12,,4,,
"Hogares privados con servicio doméstico (088)",49,,,,,,49,
"Actividad economica no especificada (090)",95,24,7,44,2,18,,
"Desocupado (091)",155,,,,,,,155
"Hombres (092)",1497,330,188,697,9,141,7,125
"Agric., ganadería, caza y silvicultura (093)",658,,85,458,3,112,,
"Explotación de minas y canteras (095)",27,2,24,1,,,,
"Industrias manufactureras (096)",34,1,4,27,,2,,
"Suministro de electricidad, gas y agua (097)",2,1,1,,,,,
"Construcción (098)",71,11,50,10,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",144,7,2,116,3,16,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",7,,2,4,,1,,
"Comercio al por mayor (101)",9,,,9,,,,
"Comercio al por menor (102)",128,7,,103,3,15,,
"Hoteles y restaurantes (103)",17,3,,10,,4,,
"Trans., almac. y comunicaciones (104)",49,5,5,36,2,1,,
"Intermediación financiera (105)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (106)",17,9,,8,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",66,55,11,,,,,
"Enseñanza (108)",203,197,,6,,,,
"Servicios sociales y de salud (109)",24,21,,3,,,,
"Otras activ. serv.comun.soc y personales (110)",7,5,,1,,1,,
"Hogares privados con servicio doméstico (111)",7,,,,,,7,
"Actividad economica no especificada (113)",45,12,6,21,1,5,,
"Desocupado (114)",125,,,,,,,125
"Mujeres (115)",804,199,24,307,2,200,42,30
"Agric., ganadería, caza y silvicultura (116)",273,2,22,111,,138,,
"Industrias manufactureras (119)",9,2,1,4,,2,,
"Construcción (121)",1,1,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",147,2,,105,1,39,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",3,,,1,,2,,
"Comercio al por mayor (124)",10,,,4,,6,,
"Comercio al por menor (125)",134,2,,100,1,31,,
