"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,,1,,,
"Primaria (033)",322,36,123,77,67,19
"Secundaria (034)",215,6,130,49,25,5
"Superior no univ. incompleta (035)",16,,9,5,2,
"Superior no univ. completa (036)",4,,3,,1,
"Superior univ. incompleta (037)",8,,5,1,2,
"Superior univ. completa (038)",19,,6,9,4,
"No PEA (040)",14798,7003,3950,2074,1280,491
"Sin nivel (041)",1387,363,162,273,352,237
"Educación inicial (042)",317,309,4,4,,
"Primaria (043)",9659,5633,1752,1273,770,231
"Secundaria (044)",3197,698,1887,458,137,17
"Superior no univ. incompleta (045)",115,,88,22,5,
"Superior no univ. completa (046)",55,,28,16,8,3
"Superior univ. incompleta (047)",26,,14,9,2,1
"Superior univ. completa (048)",42,,15,19,6,2
,,,,,,
"URBANA (060)",5365,1482,1611,1279,774,219
"Sin nivel (061)",228,31,15,42,70,70
"Educación inicial (062)",91,90,1,,,
"Primaria (063)",2476,1086,374,515,374,127
"Secundaria (064)",1918,275,974,429,224,16
"Superior no univ. incompleta (065)",160,,96,47,16,1
"Superior no univ. completa (066)",206,,64,107,33,2
"Superior univ. incompleta (067)",71,,27,29,15,
"Superior univ. completa (068)",215,,60,110,42,3
"PEA (070)",2336,36,788,875,535,102
"Sin nivel (071)",62,,2,15,30,15
"Primaria (073)",825,26,180,310,238,71
"Secundaria (074)",905,10,430,284,169,12
"Superior no univ. incompleta (075)",102,,49,36,16,1
"Superior no univ. completa (076)",181,,51,100,29,1
"Superior univ. incompleta (077)",62,,21,27,14,
"Superior univ. completa (078)",199,,55,103,39,2
"Ocupada (080)",2135,33,706,814,488,94
"Sin nivel (081)",60,,2,15,28,15
"Primaria (083)",743,23,154,284,215,67
"Secundaria (084)",822,10,390,261,153,8
"Superior no univ. incompleta (085)",89,,42,32,14,1
"Superior no univ. completa (086)",178,,49,100,28,1
"Superior univ. incompleta (087)",58,,18,27,13,
"Superior univ. completa (088)",185,,51,95,37,2
"Desocupada (090)",201,3,82,61,47,8
"Sin nivel (091)",2,,,,2,
"Primaria (093)",82,3,26,26,23,4
"Secundaria (094)",83,,40,23,16,4
"Superior no univ. incompleta (095)",13,,7,4,2,
"Superior no univ. completa (096)",3,,2,,1,
"Superior univ. incompleta (097)",4,,3,,1,
"Superior univ. completa (098)",14,,4,8,2,
"No PEA (100)",3029,1446,823,404,239,117
"Sin nivel (101)",166,31,13,27,40,55
"Educación inicial (102)",91,90,1,,,
"Primaria (103)",1651,1060,194,205,136,56
"Secundaria (104)",1013,265,544,145,55,4
"Superior no univ. incompleta (105)",58,,47,11,,
"Superior no univ. completa (106)",25,,13,7,4,1
"Superior univ. incompleta (107)",9,,6,2,1,
"Superior univ. completa (108)",16,,5,7,3,1
,,,,,,
"RURAL (120)",20653,6023,6654,4429,2801,746
"Sin nivel (121)",1872,389,260,438,518,267
"Educación inicial (122)",238,221,9,8,,
"Primaria (123)",13350,4927,3501,2682,1804,436
"Secundaria (124)",4610,486,2653,1042,391,38
"Superior no univ. incompleta (125)",164,,89,57,18,
"Superior no univ. completa (126)",166,,58,75,31,2
"Superior univ. incompleta (127)",64,,22,27,13,2
"Superior univ. completa (128)",189,,62,100,26,1
"PEA (130)",8884,466,3527,2759,1760,372
"Sin nivel (131)",651,57,111,192,206,85
"Educación inicial (132)",12,2,6,4,,
"Primaria (133)",5342,354,1943,1614,1170,261
"Secundaria (134)",2426,53,1310,729,309,25
"Superior no univ. incompleta (135)",107,,48,46,13,
"Superior no univ. completa (136)",136,,43,66,27,
"Superior univ. incompleta (137)",47,,14,20,12,1
"Superior univ. completa (138)",163,,52,88,23,
"Ocupada (140)",8453,412,3323,2670,1696,352
"Sin nivel (141)",606,42,102,183,198,81
"Educación inicial (142)",11,2,5,4,,
"Primaria (143)",5102,321,1846,1563,1126,246
"Secundaria (144)",2294,47,1220,703,300,24
"Superior no univ. incompleta (145)",104,,46,45,13,
"Superior no univ. completa (146)",135,,42,66,27,
"Superior univ. incompleta (147)",43,,12,19,11,1
"Superior univ. completa (148)",158,,50,87,21,
"Desocupada (150)",431,54,204,89,64,20
"Sin nivel (151)",45,15,9,9,8,4
"Educación inicial (152)",1,,1,,,
"Primaria (153)",240,33,97,51,44,15
"Secundaria (154)",132,6,90,26,9,1
"Superior no univ. incompleta (155)",3,,2,1,,
"Superior no univ. completa (156)",1,,1,,,
"Superior univ. incompleta (157)",4,,2,1,1,
"Superior univ. completa (158)",5,,2,1,2,
"No PEA (160)",11769,5557,3127,1670,1041,374
"Sin nivel (161)",1221,332,149,246,312,182
"Educación inicial (162)",226,219,3,4,,
"Primaria (163)",8008,4573,1558,1068,634,175
"Secundaria (164)",2184,433,1343,313,82,13
"Superior no univ. incompleta (165)",57,,41,11,5,
"Superior no univ. completa (166)",30,,15,9,4,2
"Superior univ. incompleta (167)",17,,8,7,1,1
"Superior univ. completa (168)",26,,10,12,3,1
