"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otra (034)",1,,1,,,
"Ocupación no especificada (035)",181,,43,54,51,33
,,,,,,
"URBANA (036)",6618,103,1516,2192,1816,991
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",70,,8,29,28,5
"Profes., científicos e intelectuales (038)",785,,146,445,180,14
"Técnicos de nivel medio y trab. asimilados (039)",122,,40,43,33,6
"Jefes y empleados de oficina (040)",224,,84,86,49,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",576,9,133,198,177,59
"Agricult. trabaj. calif.agrop. y pesqueros (042)",2318,11,301,620,762,624
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",197,,62,67,48,20
"Obreros construc., conf., papel, fab., instr. (044)",286,,71,132,71,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",1845,83,622,502,419,219
"Otra (046)",44,,8,28,8,
"Ocupación no especificada (047)",151,,41,42,41,27
"Hombres (048)",4024,55,935,1324,1118,592
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",57,,3,23,26,5
"Profes., científicos e intelectuales (050)",432,,66,229,125,12
"Técnicos de nivel medio y trab. asimilados (051)",72,,22,23,23,4
"Jefes y empleados de oficina (052)",123,,30,52,36,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",203,2,38,68,67,28
"Agricult. trabaj. calif.agrop. y pesqueros (054)",1687,6,229,470,536,446
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",169,,50,61,44,14
"Obreros construc., conf., papel, fab., instr. (056)",282,,71,129,70,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",903,47,401,225,170,60
"Otra (058)",43,,7,28,8,
"Ocupación no especificada (059)",53,,18,16,13,6
"Mujeres (060)",2594,48,581,868,698,399
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",13,,5,6,2,
"Profes., científicos e intelectuales (062)",353,,80,216,55,2
"Técnicos de nivel medio y trab. asimilados (063)",50,,18,20,10,2
"Jefes y empleados de oficina (064)",101,,54,34,13,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",373,7,95,130,110,31
"Agricult. trabaj. calif.agrop. y pesqueros (066)",631,5,72,150,226,178
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",28,,12,6,4,6
"Obreros construc., conf., papel, fab., instr. (068)",4,,,3,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",942,36,221,277,249,159
"Otra (070)",1,,1,,,
"Ocupación no especificada (071)",98,,23,26,28,21
,,,,,,
"RURAL (072)",6146,52,1739,2171,1501,683
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",12,,3,5,3,1
"Profes., científicos e intelectuales (074)",221,,52,118,51,
"Técnicos de nivel medio y trab. asimilados (075)",196,,50,82,60,4
"Jefes y empleados de oficina (076)",95,,34,28,33,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",232,,83,83,49,17
"Agricult. trabaj. calif.agrop. y pesqueros (078)",2073,4,324,588,686,471
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",879,,296,454,127,2
"Obreros construc., conf., papel, fab., instr. (080)",453,1,109,222,111,10
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",1857,47,757,549,346,158
"Otra (082)",5,,1,3,1,
"Ocupación no especificada (083)",123,,30,39,34,20
"Hombres (084)",4519,32,1315,1718,1033,421
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",8,,2,2,3,1
"Profes., científicos e intelectuales (086)",135,,26,69,40,
"Técnicos de nivel medio y trab. asimilados (087)",183,,46,76,57,4
"Jefes y empleados de oficina (088)",76,,22,23,31,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",116,,41,47,18,10
"Agricult. trabaj. calif.agrop. y pesqueros (090)",1492,3,209,472,479,329
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",875,,294,452,127,2
"Obreros construc., conf., papel, fab., instr. (092)",422,1,95,213,105,8
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1167,28,569,350,161,59
"Otra (094)",5,,1,3,1,
"Ocupación no especificada (095)",40,,10,11,11,8
"Mujeres (096)",1627,20,424,453,468,262
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",4,,1,3,,
"Profes., científicos e intelectuales (098)",86,,26,49,11,
"Técnicos de nivel medio y trab. asimilados (099)",13,,4,6,3,
"Jefes y empleados de oficina (100)",19,,12,5,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",116,,42,36,31,7
"Agricult. trabaj. calif.agrop. y pesqueros (102)",581,1,115,116,207,142
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",4,,2,2,,
"Obreros construc., conf., papel, fab., instr. (104)",31,,14,9,6,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",690,19,188,199,185,99
"Ocupación no especificada (107)",83,,20,28,23,12
