"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia ZARUMILLA (000)",41054,40213,601,240
"Hombres (001)",21695,21243,317,135
"Mujeres (002)",19359,18970,284,105
"Menores de 1 año (003)",913,679,159,75
"Hombres (004)",458,334,78,46
"Mujeres (005)",455,345,81,29
"De 1 a 5 años (006)",4695,4166,374,155
"Hombres (007)",2485,2189,211,85
"Mujeres (008)",2210,1977,163,70
"De 6 a 14 años (009)",7352,7334,11,7
"Hombres (010)",3698,3684,10,4
"Mujeres (011)",3654,3650,1,3
"De 15 a 29 años (012)",12710,12702,8,
"Hombres (013)",6721,6715,6,
"Mujeres (014)",5989,5987,2,
"De 30 a 44 años (015)",8711,8701,10,
"Hombres (016)",4604,4601,3,
"Mujeres (017)",4107,4100,7,
"De 45 a 64 años (018)",5229,5220,9,
"Hombres (019)",2925,2923,2,
"Mujeres (020)",2304,2297,7,
"De 65 a más años (021)",1444,1411,30,3
"Hombres (022)",804,797,7,
"Mujeres (023)",640,614,23,3
,,,,
"URBANA (024)",37347,36619,508,220
"Hombres (025)",19668,19272,274,122
"Mujeres (026)",17679,17347,234,98
"Menores de 1 año (027)",822,617,136,69
"Hombres (028)",414,304,69,41
"Mujeres (029)",408,313,67,28
"De 1 a 5 años (030)",4266,3802,322,142
"Hombres (031)",2269,2007,185,77
"Mujeres (032)",1997,1795,137,65
"De 6 a 14 años (033)",6691,6676,8,7
"Hombres (034)",3351,3340,7,4
"Mujeres (035)",3340,3336,1,3
"De 15 a 29 años (036)",11610,11605,5,
"Hombres (037)",6134,6130,4,
"Mujeres (038)",5476,5475,1,
"De 30 a 44 años (039)",7983,7976,7,
"Hombres (040)",4191,4188,3,
"Mujeres (041)",3792,3788,4,
"De 45 a 64 años (042)",4732,4724,8,
"Hombres (043)",2634,2632,2,
"Mujeres (044)",2098,2092,6,
"De 65 a más años (045)",1243,1219,22,2
"Hombres (046)",675,671,4,
"Mujeres (047)",568,548,18,2
,,,,
"RURAL (048)",3707,3594,93,20
"Hombres (049)",2027,1971,43,13
"Mujeres (050)",1680,1623,50,7
"Menores de 1 año (051)",91,62,23,6
"Hombres (052)",44,30,9,5
"Mujeres (053)",47,32,14,1
"De 1 a 5 años (054)",429,364,52,13
"Hombres (055)",216,182,26,8
"Mujeres (056)",213,182,26,5
"De 6 a 14 años (057)",661,658,3,
"Hombres (058)",347,344,3,
"Mujeres (059)",314,314,,
"De 15 a 29 años (060)",1100,1097,3,
"Hombres (061)",587,585,2,
"Mujeres (062)",513,512,1,
"De 30 a 44 años (063)",728,725,3,
"Hombres (064)",413,413,,
"Mujeres (065)",315,312,3,
"De 45 a 64 años (066)",497,496,1,
"Hombres (067)",291,291,,
"Mujeres (068)",206,205,1,
"De 65 a más años (069)",201,192,8,1
"Hombres (070)",129,126,3,
"Mujeres (071)",72,66,5,1
