"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia BOLIVAR (000)",3803,11,74,178,300,712,1783,745
"De 12 a 14 años (001)",5,,,,,,1,4
"De 15 a 19 años (002)",133,,,,,,90,43
"De 20 a 24 años (003)",406,,,,,1,286,119
"De 25 a 29 años (004)",470,,,,,6,361,103
"De 30 a 34 años (005)",457,,,,,53,340,64
"De 35 a 39 años (006)",467,,,,1,104,320,42
"De 40 a 44 años (007)",424,,,,5,132,234,53
"De 45 a 49 años (008)",352,,,,16,162,125,49
"De 50 y más años (009)",1089,11,74,178,278,254,26,268
"Sin nivel (010)",1061,9,45,97,124,192,323,271
"De 15 a 19 años (012)",10,,,,,,5,5
"De 20 a 24 años (013)",38,,,,,,26,12
"De 25 a 29 años (014)",56,,,,,2,38,16
"De 30 a 34 años (015)",99,,,,,9,78,12
"De 35 a 39 años (016)",108,,,,,15,78,15
"De 40 a 44 años (017)",98,,,,1,26,54,17
"De 45 a 49 años (018)",98,,,,1,42,35,20
"De 50 y más años (019)",554,9,45,97,122,98,9,174
"Educacion Inicial (020)",3,,,,,,3,
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",2,,,,,,2,
"Primaria (030)",1832,2,24,67,137,350,968,284
"De 12 a 14 años (031)",4,,,,,,1,3
"De 15 a 19 años (032)",74,,,,,,53,21
"De 20 a 24 años (033)",226,,,,,,173,53
"De 25 a 29 años (034)",244,,,,,2,196,46
"De 30 a 34 años (035)",211,,,,,21,167,23
"De 35 a 39 años (036)",238,,,,1,51,170,16
"De 40 a 44 años (037)",209,,,,3,58,126,22
"De 45 a 49 años (038)",188,,,,11,89,67,21
"De 50 y más años (039)",438,2,24,67,122,129,15,79
"Secundaria (040)",490,,2,11,19,79,295,84
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",42,,,,,,27,15
"De 20 a 24 años (043)",92,,,,,1,60,31
"De 25 a 29 años (044)",105,,,,,2,87,16
"De 30 a 34 años (045)",53,,,,,4,43,6
"De 35 a 39 años (046)",59,,,,,25,32,2
"De 40 a 44 años (047)",56,,,,,18,33,5
"De 45 a 49 años (048)",37,,,,3,20,11,3
"De 50 y más años (049)",45,,2,11,16,9,2,5
"Sup. no Univ. incompleta (050)",77,,,,1,11,43,22
"De 15 a 19 años (052)",5,,,,,,3,2
"De 20 a 24 años (053)",23,,,,,,15,8
"De 25 a 29 años (054)",16,,,,,,12,4
"De 30 a 34 años (055)",10,,,,,2,8,
"De 35 a 39 años (056)",9,,,,,2,4,3
"De 40 a 44 años (057)",7,,,,,3,1,3
