"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SECHURA (000)",22003,21259,6886,2929,2523,2132,2875,1681,1067,1166,744,60497
"De 12 a 14 años (001)",2088,2081,2079,2,,,,,,,7,2
"De 15 a 19 años (002)",3259,3205,2715,422,64,3,1,,,,54,563
"De 20 a 24 años (003)",3268,3038,1111,1118,612,153,42,2,,,230,2993
"De 25 a 29 años (004)",2669,2502,358,633,742,491,255,20,3,,167,4815
"De 30 a 34 años (005)",2149,2055,164,266,440,490,548,130,16,1,94,5963
"De 35 a 39 años (006)",1921,1848,98,141,278,381,618,249,65,18,73,6927
"De 40 a 44 años (007)",1509,1477,75,97,136,245,476,300,110,38,32,6483
"De 45 a 49 años (008)",1297,1271,75,73,104,143,332,288,162,94,26,6452
"De 50 y más años (009)",3843,3782,211,177,147,226,603,692,711,1015,61,26299
"Conviviente (010)",5813,5696,542,1721,1333,842,714,286,151,107,117,14367
"De 12 a 14 años (011)",8,2,2,,,,,,,,6,
"De 15 a 19 años (012)",639,587,189,345,50,3,,,,,52,454
"De 20 a 24 años (013)",1662,1621,206,815,461,111,26,2,,,41,2193
"De 25 a 29 años (014)",1247,1233,60,341,421,267,128,14,2,,14,2624
"De 30 a 34 años (015)",808,807,28,113,209,213,194,43,6,1,1,2351
"De 35 a 39 años (016)",582,580,15,51,119,130,174,61,24,6,2,2096
"De 40 a 44 años (017)",310,310,12,18,38,61,85,54,32,10,,1383
"De 45 a 49 años (018)",218,218,11,18,18,29,51,45,26,20,,1097
"De 50 y más años (019)",339,338,19,20,17,28,56,67,61,70,1,2169
"Separado(a) (020)",898,886,14,324,190,110,130,63,32,23,12,2528
"De 12 a 14 años (021)",2,2,2,,,,,,,,,
"De 15 a 19 años (022)",36,36,4,30,2,,,,,,,34
"De 20 a 24 años (023)",103,99,,76,21,2,,,,,4,124
