"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ANGARAES (000)",55704,27252,28452,16086,7850,8236,39618,19402,20216
"Menores de 1 año (001)",1186,595,591,270,147,123,916,448,468
"Menores de 1 mes (002)",108,57,51,26,13,13,82,44,38
"De 1 a 11 meses (003)",1078,538,540,244,134,110,834,404,430
"De 1 a 4 años (004)",6118,3119,2999,1444,729,715,4674,2390,2284
"1 año (005)",1328,678,650,310,161,149,1018,517,501
"2 años (006)",1467,747,720,362,182,180,1105,565,540
"3 años (007)",1632,820,812,387,187,200,1245,633,612
"4 años (008)",1691,874,817,385,199,186,1306,675,631
"De 5 a 9 años (009)",8546,4278,4268,2050,991,1059,6496,3287,3209
"5 años (010)",1714,815,899,403,182,221,1311,633,678
"6 años (011)",1508,743,765,345,164,181,1163,579,584
"7 años (012)",1810,922,888,416,208,208,1394,714,680
"8 años (013)",1826,941,885,451,219,232,1375,722,653
"9 años (014)",1688,857,831,435,218,217,1253,639,614
"De 10 a 14 años (015)",7942,4071,3871,2166,1125,1041,5776,2946,2830
"10 años (016)",1832,921,911,427,215,212,1405,706,699
"11 años (017)",1487,807,680,405,222,183,1082,585,497
"12 años (018)",1719,883,836,456,249,207,1263,634,629
"13 años (019)",1464,720,744,419,200,219,1045,520,525
"14 años (020)",1440,740,700,459,239,220,981,501,480
"De 15 a 19 años (021)",5415,2725,2690,1640,796,844,3775,1929,1846
"15 años (022)",1317,664,653,381,179,202,936,485,451
"16 años (023)",1075,541,534,328,167,161,747,374,373
"17 años (024)",1135,576,559,350,161,189,785,415,370
"18 años (025)",1023,504,519,298,144,154,725,360,365
"19 años (026)",865,440,425,283,145,138,582,295,287
"De 20 a 24 años (027)",4090,1967,2123,1216,592,624,2874,1375,1499
"20 años (028)",933,445,488,257,119,138,676,326,350
"21 años (029)",645,313,332,198,99,99,447,214,233
"22 años (030)",899,417,482,261,123,138,638,294,344
"23 años (031)",811,390,421,250,116,134,561,274,287
"24 años (032)",802,402,400,250,135,115,552,267,285
"De 25 a 29 años (033)",3576,1719,1857,1191,564,627,2385,1155,1230
"25 años (034)",796,381,415,253,119,134,543,262,281
"26 años (035)",683,330,353,240,115,125,443,215,228
"27 años (036)",757,357,400,265,129,136,492,228,264
"28 años (037)",744,374,370,238,112,126,506,262,244
"29 años (038)",596,277,319,195,89,106,401,188,213
"De 30 a 34 años (039)",3116,1440,1676,1057,492,565,2059,948,1111
"30 años (040)",843,408,435,282,135,147,561,273,288
"31 años (041)",512,226,286,181,85,96,331,141,190
"32 años (042)",624,276,348,208,90,118,416,186,230
"33 años (043)",566,261,305,189,91,98,377,170,207
"34 años (044)",571,269,302,197,91,106,374,178,196
