"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia VIRU (000)",30346,3132,16506,8380,588,1353,387
"Agric., ganadería, caza y silvicultura (001)",16167,397,10095,4343,464,868,
"Pesca (002)",109,,48,17,,44,
"Explotación de minas y canteras (003)",87,5,65,17,,,
"Industrias manufactureras (004)",4457,326,3778,315,21,17,
"Suministro de electricidad, gas y agua (005)",45,16,28,1,,,
"Construcción (006)",1359,18,1091,233,9,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2811,420,171,1919,37,264,
"Venta, mant.y rep. veh.autom y motoc. (008)",266,24,78,148,2,14,
"Comercio al por mayor (009)",217,65,53,84,7,8,
"Comercio al por menor (010)",2328,331,40,1687,28,242,
"Hoteles y restaurantes (011)",785,212,44,462,21,46,
"Trans., almac. y comunicaciones (012)",1429,367,448,584,13,17,
"Intermediación financiera (013)",40,39,,1,,,
"Activid.inmobil., empres. y alquileres (014)",635,411,146,62,9,7,
"Admin.pub. y defensa; p. segur soc.afil (015)",234,185,49,,,,
"Enseñanza (016)",335,295,3,35,1,1,
"Servicios sociales y de salud (017)",139,109,2,28,,,
"Otras activ. serv.comun.soc y personales (018)",343,132,56,141,5,9,
"Hogares privados con servicio doméstico (019)",387,,,,,,387
"Actividad economica no especificada (021)",984,200,482,222,8,72,
"Hombres (022)",21646,2025,12131,6170,492,807,21
"Agric., ganadería, caza y silvicultura (023)",12892,336,7713,3834,417,592,
"Pesca (024)",104,,44,16,,44,
"Explotación de minas y canteras (025)",82,3,63,16,,,
"Industrias manufactureras (026)",2759,248,2233,249,17,12,
"Suministro de electricidad, gas y agua (027)",41,14,26,1,,,
"Construcción (028)",1230,17,969,230,8,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1338,200,153,881,17,87,
"Venta, mant.y rep. veh.autom y motoc. (030)",244,21,77,134,2,10,
"Comercio al por mayor (031)",135,42,41,46,3,3,
"Comercio al por menor (032)",959,137,35,701,12,74,
"Hoteles y restaurantes (033)",188,53,14,105,3,13,
"Trans., almac. y comunicaciones (034)",1349,318,437,566,13,15,
"Intermediación financiera (035)",18,17,,1,,,
"Activid.inmobil., empres. y alquileres (036)",479,307,110,50,8,4,
"Admin.pub. y defensa; p. segur soc.afil (037)",170,137,33,,,,
"Enseñanza (038)",123,107,3,13,,,
"Servicios sociales y de salud (039)",66,47,1,18,,,
"Otras activ. serv.comun.soc y personales (040)",211,99,48,57,4,3,
"Hogares privados con servicio doméstico (041)",21,,,,,,21
"Actividad economica no especificada (043)",575,122,284,133,5,31,
"Mujeres (044)",8700,1107,4375,2210,96,546,366
"Agric., ganadería, caza y silvicultura (045)",3275,61,2382,509,47,276,
"Pesca (046)",5,,4,1,,,
"Explotación de minas y canteras (047)",5,2,2,1,,,
"Industrias manufactureras (048)",1698,78,1545,66,4,5,
"Suministro de electricidad, gas y agua (049)",4,2,2,,,,
"Construcción (050)",129,1,122,3,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1473,220,18,1038,20,177,
"Venta, mant.y rep. veh.autom y motoc. (052)",22,3,1,14,,4,
"Comercio al por mayor (053)",82,23,12,38,4,5,
"Comercio al por menor (054)",1369,194,5,986,16,168,
"Hoteles y restaurantes (055)",597,159,30,357,18,33,
"Trans., almac. y comunicaciones (056)",80,49,11,18,,2,
"Intermediación financiera (057)",22,22,,,,,
"Activid.inmobil., empres. y alquileres (058)",156,104,36,12,1,3,
"Admin.pub. y defensa; p. segur soc.afil (059)",64,48,16,,,,
"Enseñanza (060)",212,188,,22,1,1,
"Servicios sociales y de salud (061)",73,62,1,10,,,
"Otras activ. serv.comun.soc y personales (062)",132,33,8,84,1,6,
"Hogares privados con servicio doméstico (063)",366,,,,,,366
"Actividad economica no especificada (065)",409,78,198,89,3,41,
,,,,,,,
"URBANA (066)",23837,2805,13059,6400,350,898,325
"Agric., ganadería, caza y silvicultura (067)",11245,355,7340,2818,235,497,
"Pesca (068)",58,,39,17,,2,
"Explotación de minas y canteras (069)",77,4,56,17,,,
"Industrias manufactureras (070)",4135,310,3519,273,18,15,
"Suministro de electricidad, gas y agua (071)",40,14,25,1,,,
"Construcción (072)",1097,16,862,202,9,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2566,384,155,1743,34,250,
"Venta, mant.y rep. veh.autom y motoc. (074)",230,21,67,127,2,13,
"Comercio al por mayor (075)",201,57,52,78,6,8,
"Comercio al por menor (076)",2135,306,36,1538,26,229,
"Hoteles y restaurantes (077)",741,198,38,438,21,46,
"Trans., almac. y comunicaciones (078)",1267,332,402,506,12,15,
"Intermediación financiera (079)",37,36,,1,,,
"Activid.inmobil., empres. y alquileres (080)",568,370,133,52,8,5,
"Admin.pub. y defensa; p. segur soc.afil (081)",206,168,38,,,,
"Enseñanza (082)",274,240,3,29,1,1,
"Servicios sociales y de salud (083)",119,94,2,23,,,
"Otras activ. serv.comun.soc y personales (084)",306,118,49,127,5,7,
"Hogares privados con servicio doméstico (085)",325,,,,,,325
"Actividad economica no especificada (087)",776,166,398,153,7,52,
"Hombres (088)",16363,1837,9330,4427,277,476,16
"Agric., ganadería, caza y silvicultura (089)",8662,301,5444,2392,207,318,
"Pesca (090)",53,,35,16,,2,
"Explotación de minas y canteras (091)",72,2,54,16,,,
"Industrias manufactureras (092)",2539,239,2058,216,15,11,
"Suministro de electricidad, gas y agua (093)",37,12,24,1,,,
"Construcción (094)",998,15,770,199,8,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1213,183,137,794,17,82,
"Venta, mant.y rep. veh.autom y motoc. (096)",210,18,66,115,2,9,
"Comercio al por mayor (097)",126,37,40,43,3,3,
"Comercio al por menor (098)",877,128,31,636,12,70,
"Hoteles y restaurantes (099)",181,52,14,99,3,13,
"Trans., almac. y comunicaciones (100)",1189,284,392,488,12,13,
"Intermediación financiera (101)",16,15,,1,,,
"Activid.inmobil., empres. y alquileres (102)",439,286,99,44,7,3,
"Admin.pub. y defensa; p. segur soc.afil (103)",153,125,28,,,,
"Enseñanza (104)",103,89,3,11,,,
"Servicios sociales y de salud (105)",59,42,1,16,,,
"Otras activ. serv.comun.soc y personales (106)",186,89,42,48,4,3,
"Hogares privados con servicio doméstico (107)",16,,,,,,16
"Actividad economica no especificada (109)",447,103,229,86,4,25,
"Mujeres (110)",7474,968,3729,1973,73,422,309
"Agric., ganadería, caza y silvicultura (111)",2583,54,1896,426,28,179,
"Pesca (112)",5,,4,1,,,
"Explotación de minas y canteras (113)",5,2,2,1,,,
"Industrias manufactureras (114)",1596,71,1461,57,3,4,
"Suministro de electricidad, gas y agua (115)",3,2,1,,,,
"Construcción (116)",99,1,92,3,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1353,201,18,949,17,168,
"Venta, mant.y rep. veh.autom y motoc. (118)",20,3,1,12,,4,
