"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHINCHEROS (000)",18268,17806,5374,1796,1724,1519,2511,2027,1490,1365,462,61971
"De 12 a 14 años (001)",2320,2309,2300,9,,,,,,,11,9
"De 15 a 19 años (002)",2466,2416,2106,258,48,3,1,,,,50,367
"De 20 a 24 años (003)",1717,1591,441,601,381,132,32,4,,,126,1920
"De 25 a 29 años (004)",1613,1512,154,321,444,345,227,21,,,101,3346
"De 30 a 34 años (005)",1596,1544,78,210,329,342,412,140,29,4,52,4854
"De 35 a 39 años (006)",1545,1512,44,101,173,238,518,320,98,20,33,6565
"De 40 a 44 años (007)",1298,1286,31,50,83,136,340,336,220,90,12,7145
"De 45 a 49 años (008)",1107,1096,23,38,49,71,255,266,218,176,11,7002
"De 50 y más años (009)",4606,4540,197,208,217,252,726,940,925,1075,66,30763
"Sin nivel (010)",5046,4939,251,211,265,289,908,1052,955,1008,107,31929
"De 12 a 14 años (011)",12,12,11,1,,,,,,,,1
"De 15 a 19 años (012)",31,30,25,4,,,1,,,,1,8
"De 20 a 24 años (013)",54,48,10,5,18,9,5,1,,,6,96
"De 25 a 29 años (014)",92,83,9,8,17,20,24,5,,,9,235
"De 30 a 34 años (015)",192,183,9,14,22,29,66,35,7,1,9,724
"De 35 a 39 años (016)",324,311,4,13,25,28,115,73,41,12,13,1602
"De 40 a 44 años (017)",410,405,12,10,19,13,87,119,100,45,5,2591
"De 45 a 49 años (018)",441,432,10,11,15,14,79,102,107,94,9,3046
"De 50 y más años (019)",3490,3435,161,145,149,176,531,717,700,856,55,23626
"Educacion Inicial (020)",56,53,21,6,3,13,6,4,,,3,103
"De 12 a 14 años (021)",15,15,15,,,,,,,,,
"De 15 a 19 años (022)",7,5,4,1,,,,,,,2,1
