"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Primaria (033)",158797,,34973,39334,7963,14699,15558,31843,14427
"Secundaria (034)",157281,,,20874,38121,34912,25954,32629,4791
"Superior no univ. incompleto (035)",30763,,,,5720,12077,6205,6086,675
"Superior no univ. completo (036)",45842,,,,,13303,13723,16776,2040
"Superior univ. incompleto (037)",29965,,,,6818,14351,3331,4960,505
"Superior univ. completo (038)",38645,,,,,9848,10723,15914,2160
"Hombres (040)",260911,12626,28352,30997,29544,48546,37402,57809,15635
"Sin nivel (041)",23302,12626,2331,461,390,654,1192,2997,2651
"Educación inicial (042)",8552,,8199,216,48,55,34,,
"Primaria (043)",75046,,17822,19660,3606,5913,6330,14435,7280
"Secundaria (044)",83525,,,10660,19652,18636,13966,17990,2621
"Superior no univ. incompleto (045)",14927,,,,2621,5525,3040,3334,407
"Superior no univ. completo (046)",19659,,,,,5865,5773,7029,992
"Superior univ. incompleto (047)",15973,,,,3227,7452,1824,3134,336
"Superior univ. completo (048)",19927,,,,,4446,5243,8890,1348
"Mujeres (050)",276224,12140,27199,30504,30039,52823,42729,63154,17636
"Sin nivel (051)",35684,12140,2168,420,471,1380,3325,9758,6022
"Educación inicial (052)",8304,,7880,196,52,90,86,,
"Primaria (053)",83751,,17151,19674,4357,8786,9228,17408,7147
"Secundaria (054)",73756,,,10214,18469,16276,11988,14639,2170
"Superior no univ. incompleto (055)",15836,,,,3099,6552,3165,2752,268
"Superior no univ. completo (056)",26183,,,,,7438,7950,9747,1048
"Superior univ. incompleto (057)",13992,,,,3591,6899,1507,1826,169
"Superior univ. completo (058)",18718,,,,,5402,5480,7024,812
,,,,,,,,,
"RURAL (060)",86002,4709,10668,10961,10078,15417,12208,16589,5372
"Sin nivel (061)",20401,4709,1855,436,563,1260,2566,5799,3213
"Educación inicial (062)",2247,,2162,47,6,21,11,,
"Primaria (063)",41231,,6651,7917,3731,7000,5914,8134,1884
"Secundaria (064)",18277,,,2561,5227,5580,2859,1874,176
"Superior no univ. incompleto (065)",1486,,,,415,639,244,168,20
"Superior no univ. completo (066)",1226,,,,,496,363,332,35
"Superior univ. incompleto (067)",506,,,,136,227,60,74,9
"Superior univ. completo (068)",628,,,,,194,191,208,35
"Hombres (070)",45084,2431,5477,5554,5344,7916,6325,8959,3078
"Sin nivel (071)",8972,2431,979,197,282,475,1006,2154,1448
"Educación inicial (072)",1167,,1129,20,3,11,4,,
"Primaria (073)",21510,,3369,3979,1829,3198,2879,4844,1412
"Secundaria (074)",11169,,,1358,2951,3362,1926,1436,136
"Superior no univ. incompleto (075)",844,,,,207,358,148,114,17
"Superior no univ. completo (076)",693,,,,,260,203,203,27
"Superior univ. incompleto (077)",314,,,,72,138,40,58,6
"Superior univ. completo (078)",415,,,,,114,119,150,32
"Mujeres (080)",40918,2278,5191,5407,4734,7501,5883,7630,2294
"Sin nivel (081)",11429,2278,876,239,281,785,1560,3645,1765
"Educación inicial (082)",1080,,1033,27,3,10,7,,
"Primaria (083)",19721,,3282,3938,1902,3802,3035,3290,472
"Secundaria (084)",7108,,,1203,2276,2218,933,438,40
"Superior no univ. incompleto (085)",642,,,,208,281,96,54,3
"Superior no univ. completo (086)",533,,,,,236,160,129,8
"Superior univ. incompleto (087)",192,,,,64,89,20,16,3
"Superior univ. completo (088)",213,,,,,80,72,58,3
