"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia ACOBAMBA (000)",63792,63186,362,244
"Hombres (001)",31399,31130,134,135
"Mujeres (002)",32393,32056,228,109
"Menores de 1 año (003)",1028,898,71,59
"Hombres (004)",527,464,33,30
"Mujeres (005)",501,434,38,29
"De 1 a 5 años (006)",8224,7984,73,167
"Hombres (007)",4158,4022,40,96
"Mujeres (008)",4066,3962,33,71
"De 6 a 14 años (009)",16836,16820,5,11
"Hombres (010)",8554,8543,4,7
"Mujeres (011)",8282,8277,1,4
"De 15 a 29 años (012)",16789,16785,4,
"Hombres (013)",8261,8259,2,
"Mujeres (014)",8528,8526,2,
"De 30 a 44 años (015)",10108,10096,11,1
"Hombres (016)",4911,4904,7,
"Mujeres (017)",5197,5192,4,1
"De 45 a 64 años (018)",7453,7417,34,2
"Hombres (019)",3519,3509,10,
"Mujeres (020)",3934,3908,24,2
"De 65 a más años (021)",3354,3186,164,4
"Hombres (022)",1469,1429,38,2
"Mujeres (023)",1885,1757,126,2
,,,,
"URBANA (024)",19345,19155,128,62
"Hombres (025)",9477,9393,47,37
"Mujeres (026)",9868,9762,81,25
"Menores de 1 año (027)",289,241,34,14
"Hombres (028)",158,136,15,7
"Mujeres (029)",131,105,19,7
"De 1 a 5 años (030)",2223,2154,26,43
"Hombres (031)",1127,1084,16,27
"Mujeres (032)",1096,1070,10,16
"De 6 a 14 años (033)",4647,4641,3,3
"Hombres (034)",2317,2312,3,2
"Mujeres (035)",2330,2329,,1
"De 15 a 29 años (036)",5162,5161,1,
"Hombres (037)",2509,2509,,
"Mujeres (038)",2653,2652,1,
"De 30 a 44 años (039)",3613,3610,3,
"Hombres (040)",1788,1786,2,
"Mujeres (041)",1825,1824,1,
"De 45 a 64 años (042)",2424,2413,10,1
"Hombres (043)",1154,1153,1,
"Mujeres (044)",1270,1260,9,1
"De 65 a más años (045)",987,935,51,1
"Hombres (046)",424,413,10,1
"Mujeres (047)",563,522,41,
,,,,
"RURAL (048)",44447,44031,234,182
"Hombres (049)",21922,21737,87,98
"Mujeres (050)",22525,22294,147,84
"Menores de 1 año (051)",739,657,37,45
"Hombres (052)",369,328,18,23
"Mujeres (053)",370,329,19,22
"De 1 a 5 años (054)",6001,5830,47,124
"Hombres (055)",3031,2938,24,69
"Mujeres (056)",2970,2892,23,55
"De 6 a 14 años (057)",12189,12179,2,8
"Hombres (058)",6237,6231,1,5
"Mujeres (059)",5952,5948,1,3
"De 15 a 29 años (060)",11627,11624,3,
"Hombres (061)",5752,5750,2,
"Mujeres (062)",5875,5874,1,
"De 30 a 44 años (063)",6495,6486,8,1
"Hombres (064)",3123,3118,5,
"Mujeres (065)",3372,3368,3,1
"De 45 a 64 años (066)",5029,5004,24,1
"Hombres (067)",2365,2356,9,
"Mujeres (068)",2664,2648,15,1
"De 65 a más años (069)",2367,2251,113,3
"Hombres (070)",1045,1016,28,1
"Mujeres (071)",1322,1235,85,2
