"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Suministro de electricidad, gas y agua (049)",9,,,1,2,,,1,2,3,,
"Construcción (050)",104,,14,7,6,,,8,33,36,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3508,3,29,117,47,2334,,20,3,955,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",83,,3,7,13,50,,7,2,1,,
"Comercio al por mayor (053)",161,3,5,20,12,112,,1,1,7,,
"Comercio al por menor (054)",3264,,21,90,22,2172,,12,,947,,
"Hoteles y restaurantes (055)",1319,3,7,33,46,663,,,1,566,,
"Trans., almac. y comunicaciones (056)",269,,6,45,56,12,,,40,110,,
"Intermediación financiera (057)",81,,10,16,55,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",429,1,99,107,137,8,,1,2,74,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",400,10,22,28,189,2,,,12,111,26,
"Enseñanza (060)",1499,17,1402,6,53,,,,,21,,
"Servicios sociales y de salud (061)",491,,206,205,28,24,,1,,27,,
"Otras activ. serv.comun.soc y personales (062)",458,1,20,33,76,105,,,1,222,,
"Hogares privados con servicio doméstico (063)",576,,,1,,,,,,575,,
"Organiz. y organos extraterritoriales (064)",3,,1,,1,,,,,1,,
"Actividad economica no especificada (065)",419,,3,3,12,15,,,,1,,385
,,,,,,,,,,,,
"URBANA (066)",39602,102,3100,2094,1604,5492,3086,5020,5780,11576,802,946
"Agric., ganadería, caza y silvicultura (067)",6042,,16,44,17,1,1612,8,65,4279,,
"Pesca (068)",1796,,15,21,17,,1474,10,17,242,,
"Explotación de minas y canteras (069)",279,,10,45,16,1,,144,39,24,,
"Industrias manufactureras (070)",5083,6,97,329,195,18,,3419,386,633,,
"Suministro de electricidad, gas y agua (071)",128,1,5,15,11,,,45,25,26,,
"Construcción (072)",3573,2,77,124,21,,,297,2075,977,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",7060,10,67,300,93,3764,,984,91,1751,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",1048,1,20,47,20,143,,740,58,19,,
"Comercio al por mayor (075)",461,7,13,57,41,233,,16,18,76,,
"Comercio al por menor (076)",5551,2,34,196,32,3388,,228,15,1656,,
"Hoteles y restaurantes (077)",1757,5,14,75,65,874,,,2,722,,
"Trans., almac. y comunicaciones (078)",4179,2,33,139,199,52,,33,2910,811,,
"Intermediación financiera (079)",180,,19,39,110,,,1,1,10,,
"Activid.inmobil., empres. y alquileres (080)",2112,4,347,396,246,560,,57,53,449,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1788,23,86,88,360,33,,10,67,319,802,
"Enseñanza (082)",2092,43,1912,17,74,,,1,3,42,,
"Servicios sociales y de salud (083)",728,1,324,276,46,20,,5,7,49,,
"Otras activ. serv.comun.soc y personales (084)",1168,5,70,175,111,148,,6,38,615,,
"Hogares privados con servicio doméstico (085)",620,,,1,,,,,,619,,
"Organiz. y organos extraterritoriales (086)",5,,1,,3,,,,,1,,
"Actividad economica no especificada (087)",1012,,7,10,20,21,,,1,7,,946
"Hombres (088)",27359,69,1318,1439,871,2449,2751,4111,5647,7313,776,615
"Agric., ganadería, caza y silvicultura (089)",4367,,12,33,14,,1320,6,63,2919,,
"Pesca (090)",1718,,11,12,15,,1431,10,17,222,,
"Explotación de minas y canteras (091)",272,,10,44,14,1,,141,39,23,,
"Industrias manufactureras (092)",3786,5,74,277,148,10,,2545,345,382,,
"Suministro de electricidad, gas y agua (093)",119,1,5,14,9,,,44,23,23,,
"Construcción (094)",3471,2,63,118,15,,,289,2043,941,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3667,7,39,184,46,1517,,965,88,821,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",973,1,17,40,7,100,,734,56,18,,
"Comercio al por mayor (097)",307,4,8,38,29,127,,15,17,69,,
"Comercio al por menor (098)",2387,2,14,106,10,1290,,216,15,734,,
"Hoteles y restaurantes (099)",483,2,7,43,20,244,,,1,166,,
"Trans., almac. y comunicaciones (100)",3916,2,27,95,144,40,,33,2873,702,,
"Intermediación financiera (101)",101,,9,23,57,,,1,1,10,,
"Activid.inmobil., empres. y alquileres (102)",1694,3,250,293,114,552,,56,51,375,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1405,15,64,60,181,31,,10,55,213,776,
"Enseñanza (104)",652,27,564,11,23,,,1,3,23,,
"Servicios sociales y de salud (105)",267,1,127,83,19,2,,4,7,24,,
"Otras activ. serv.comun.soc y personales (106)",722,4,52,142,41,45,,6,37,395,,
"Hogares privados con servicio doméstico (107)",68,,,,,,,,,68,,
"Organiz. y organos extraterritoriales (108)",2,,,,2,,,,,,,
"Actividad economica no especificada (109)",649,,4,7,9,7,,,1,6,,615
"Mujeres (110)",12243,33,1782,655,733,3043,335,909,133,4263,26,331
"Agric., ganadería, caza y silvicultura (111)",1675,,4,11,3,1,292,2,2,1360,,
"Pesca (112)",78,,4,9,2,,43,,,20,,
"Explotación de minas y canteras (113)",7,,,1,2,,,3,,1,,
"Industrias manufactureras (114)",1297,1,23,52,47,8,,874,41,251,,
"Suministro de electricidad, gas y agua (115)",9,,,1,2,,,1,2,3,,
"Construcción (116)",102,,14,6,6,,,8,32,36,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3393,3,28,116,47,2247,,19,3,930,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",75,,3,7,13,43,,6,2,1,,
"Comercio al por mayor (119)",154,3,5,19,12,106,,1,1,7,,
"Comercio al por menor (120)",3164,,20,90,22,2098,,12,,922,,
"Hoteles y restaurantes (121)",1274,3,7,32,45,630,,,1,556,,
"Trans., almac. y comunicaciones (122)",263,,6,44,55,12,,,37,109,,
"Intermediación financiera (123)",79,,10,16,53,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",418,1,97,103,132,8,,1,2,74,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",383,8,22,28,179,2,,,12,106,26,
"Enseñanza (126)",1440,16,1348,6,51,,,,,19,,
"Servicios sociales y de salud (127)",461,,197,193,27,18,,1,,25,,
"Otras activ. serv.comun.soc y personales (128)",446,1,18,33,70,103,,,1,220,,
"Hogares privados con servicio doméstico (129)",552,,,1,,,,,,551,,
"Organiz. y organos extraterritoriales (130)",3,,1,,1,,,,,1,,
"Actividad economica no especificada (131)",363,,3,3,11,14,,,,1,,331
,,,,,,,,,,,,
"RURAL (132)",5753,6,133,105,71,308,1803,206,335,2672,28,86
"Agric., ganadería, caza y silvicultura (133)",4232,,6,10,1,,1782,1,20,2412,,
"Pesca (134)",30,,,1,1,,21,,,7,,
"Explotación de minas y canteras (135)",23,,,7,5,,,5,,6,,
"Industrias manufactureras (136)",200,,5,10,7,3,,140,20,15,,
"Suministro de electricidad, gas y agua (137)",8,,,1,,,,,3,4,,
"Construcción (138)",135,,4,6,,,,9,77,39,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",255,,4,10,,147,,49,2,43,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",70,,,5,,17,,46,2,,,
"Comercio al por mayor (141)",12,,,2,,10,,,,,,
"Comercio al por menor (142)",173,,4,3,,120,,3,,43,,
"Hoteles y restaurantes (143)",62,,,3,2,41,,,,16,,
"Trans., almac. y comunicaciones (144)",238,,,6,8,3,,1,193,27,,
"Intermediación financiera (145)",3,,,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",176,,13,19,14,105,,1,1,23,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",84,4,1,3,15,,,,14,19,28,
"Enseñanza (148)",90,2,84,,2,,,,,2,,
"Servicios sociales y de salud (149)",45,,12,19,3,6,,,1,4,,
"Otras activ. serv.comun.soc y personales (150)",46,,4,6,10,2,,,4,20,,
"Hogares privados con servicio doméstico (151)",35,,,,,,,,,35,,
"Actividad economica no especificada (153)",91,,,3,1,1,,,,,,86
"Hombres (154)",4516,3,60,82,40,178,1606,159,329,1999,28,32
"Agric., ganadería, caza y silvicultura (155)",3440,,3,9,1,,1586,1,20,1820,,
"Pesca (156)",28,,,1,1,,20,,,6,,
"Explotación de minas y canteras (157)",22,,,7,5,,,5,,5,,
"Industrias manufactureras (158)",137,,3,8,5,2,,94,18,7,,
"Suministro de electricidad, gas y agua (159)",8,,,1,,,,,3,4,,
"Construcción (160)",133,,4,5,,,,9,76,39,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",140,,3,9,,60,,48,2,18,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",62,,,5,,10,,45,2,,,
"Comercio al por mayor (163)",5,,,1,,4,,,,,,
"Comercio al por menor (164)",73,,3,3,,46,,3,,18,,
"Hoteles y restaurantes (165)",17,,,2,1,8,,,,6,,
"Trans., almac. y comunicaciones (166)",232,,,5,7,3,,1,190,26,,
"Intermediación financiera (167)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",165,,11,15,9,105,,1,1,23,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",67,2,1,3,5,,,,14,14,28,
"Enseñanza (170)",31,1,30,,,,,,,,,
"Servicios sociales y de salud (171)",15,,3,7,2,,,,1,2,,
"Otras activ. serv.comun.soc y personales (172)",34,,2,6,4,,,,4,18,,
"Hogares privados con servicio doméstico (173)",11,,,,,,,,,11,,
"Actividad economica no especificada (175)",35,,,3,,,,,,,,32
"Mujeres (176)",1237,3,73,23,31,130,197,47,6,673,,54
"Agric., ganadería, caza y silvicultura (177)",792,,3,1,,,196,,,592,,
"Pesca (178)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (179)",1,,,,,,,,,1,,
"Industrias manufactureras (180)",63,,2,2,2,1,,46,2,8,,
"Construcción (182)",2,,,1,,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",115,,1,1,,87,,1,,25,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",8,,,,,7,,1,,,,
"Comercio al por mayor (185)",7,,,1,,6,,,,,,
"Comercio al por menor (186)",100,,1,,,74,,,,25,,
"Hoteles y restaurantes (187)",45,,,1,1,33,,,,10,,
"Trans., almac. y comunicaciones (188)",6,,,1,1,,,,3,1,,
"Intermediación financiera (189)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",11,,2,4,5,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",17,2,,,10,,,,,5,,
"Enseñanza (192)",59,1,54,,2,,,,,2,,
"Servicios sociales y de salud (193)",30,,9,12,1,6,,,,2,,
"Otras activ. serv.comun.soc y personales (194)",12,,2,,6,2,,,,2,,
"Hogares privados con servicio doméstico (195)",24,,,,,,,,,24,,
"Actividad economica no especificada (197)",56,,,,1,1,,,,,,54
