"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ACOMAYO (000)",25449,1447,3906,3781,2221,3084,3383,5365,2262
"Sabe leer y escribir (001)",18949,,3003,3750,2190,2859,2847,3523,777
"No sabe leer y escribir (002)",6500,1447,903,31,31,225,536,1842,1485
"Hombres (004)",12555,727,2019,1922,1222,1486,1672,2606,901
"Sabe leer y escribir (005)",10636,,1556,1914,1212,1446,1579,2334,595
"No sabe leer y escribir (006)",1919,727,463,8,10,40,93,272,306
"Mujeres (008)",12894,720,1887,1859,999,1598,1711,2759,1361
"Sabe leer y escribir (009)",8313,,1447,1836,978,1413,1268,1189,182
"No sabe leer y escribir (010)",4581,720,440,23,21,185,443,1570,1179
,,,,,,,,,
"URBANA (012)",13549,729,1962,2001,1199,1566,1788,2983,1321
"Sabe leer y escribir (013)",10487,,1590,1987,1191,1491,1592,2110,526
"No sabe leer y escribir (014)",3062,729,372,14,8,75,196,873,795
"Hombres (016)",6645,355,1029,1017,650,746,876,1446,526
"Sabe leer y escribir (017)",5791,,837,1013,647,730,849,1332,383
"No sabe leer y escribir (018)",854,355,192,4,3,16,27,114,143
"Mujeres (020)",6904,374,933,984,549,820,912,1537,795
"Sabe leer y escribir (021)",4696,,753,974,544,761,743,778,143
"No sabe leer y escribir (022)",2208,374,180,10,5,59,169,759,652
,,,,,,,,,
"RURAL (024)",11900,718,1944,1780,1022,1518,1595,2382,941
"Sabe leer y escribir (025)",8462,,1413,1763,999,1368,1255,1413,251
"No sabe leer y escribir (026)",3438,718,531,17,23,150,340,969,690
"Hombres (028)",5910,372,990,905,572,740,796,1160,375
"Sabe leer y escribir (029)",4845,,719,901,565,716,730,1002,212
"No sabe leer y escribir (030)",1065,372,271,4,7,24,66,158,163
"Mujeres (032)",5990,346,954,875,450,778,799,1222,566
"Sabe leer y escribir (033)",3617,,694,862,434,652,525,411,39
"No sabe leer y escribir (034)",2373,346,260,13,16,126,274,811,527
