"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CASMA (000)",15974,1087,13,4369,6429,738,1282,614,1442
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",30,,,2,7,1,3,3,14
"Profes., científicos e intelectuales (002)",1002,,,,32,36,203,71,660
"Técnicos de nivel medio ytrab.asimilados (003)",433,1,,18,89,52,152,42,79
"Jefes y empleados de oficina (004)",545,,,9,166,68,135,56,111
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",2126,125,1,505,893,137,201,107,157
"Agricult.trabaj. calif.agrop. y pesquros (006)",2530,246,1,1020,987,60,68,62,86
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1029,24,,197,505,73,130,51,49
"Obreros. construc., conf., papel, fab., instr (008)",1987,31,1,416,1117,119,130,81,92
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",6059,630,10,2169,2561,183,213,127,166
"Otra (010)",47,,,,,,33,1,13
"Ocupación no especificada (011)",186,30,,33,72,9,14,13,15
"Hombres (012)",11439,627,8,3397,4949,488,697,424,849
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",23,,,2,7,1,2,3,8
"Profes., científicos e intelectuales (014)",486,,,,13,20,83,36,334
"Técnicos de nivel medio ytrab.asimilados (015)",265,1,,13,63,38,69,29,52
"Jefes y empleados de oficina (016)",251,,,5,98,30,40,29,49
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",903,22,,202,424,65,67,54,69
"Agricult.trabaj. calif.agrop. y pesquros (018)",2352,208,1,968,926,56,59,55,79
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",714,13,,144,355,46,88,39,29
"Obreros. construc., conf., papel, fab., instr (020)",1960,29,1,407,1103,117,130,81,92
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",4381,349,6,1645,1935,112,124,93,117
"Otra (022)",45,,,,,,31,1,13
"Ocupación no especificada (023)",59,5,,11,25,3,4,4,7
"Mujeres (024)",4535,460,5,972,1480,250,585,190,593
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",7,,,,,,1,,6
"Profes., científicos e intelectuales (026)",516,,,,19,16,120,35,326
"Técnicos de nivel medio ytrab.asimilados (027)",168,,,5,26,14,83,13,27
"Jefes y empleados de oficina (028)",294,,,4,68,38,95,27,62
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1223,103,1,303,469,72,134,53,88
"Agricult.trabaj. calif.agrop. y pesquros (030)",178,38,,52,61,4,9,7,7
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",315,11,,53,150,27,42,12,20
"Obreros. construc., conf., papel, fab., instr (032)",27,2,,9,14,2,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",1678,281,4,524,626,71,89,34,49
"Otra (034)",2,,,,,,2,,
"Ocupación no especificada (035)",127,25,,22,47,6,10,9,8
,,,,,,,,,
"URBANA (036)",11527,598,10,2511,4708,641,1146,564,1349
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",27,,,1,7,1,2,2,14
"Profes., científicos e intelectuales (038)",947,,,,32,33,185,71,626
