"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia SUCRE (000)",12595,12393,112,90
"Hombres (001)",6216,6123,36,57
"Mujeres (002)",6379,6270,76,33
"Menores de 1 año (003)",208,170,18,20
"Hombres (004)",113,90,9,14
"Mujeres (005)",95,80,9,6
"De 1 a 5 años (006)",1446,1355,27,64
"Hombres (007)",709,652,16,41
"Mujeres (008)",737,703,11,23
"De 6 a 14 años (009)",2927,2927,,
"Hombres (010)",1539,1539,,
"Mujeres (011)",1388,1388,,
"De 15 a 29 años (012)",2404,2402,2,
"Hombres (013)",1191,1191,,
"Mujeres (014)",1213,1211,2,
"De 30 a 44 años (015)",2228,2225,3,
"Hombres (016)",1135,1132,3,
"Mujeres (017)",1093,1093,,
"De 45 a 64 años (018)",1943,1936,7,
"Hombres (019)",916,915,1,
"Mujeres (020)",1027,1021,6,
"De 65 a más años (021)",1439,1378,55,6
"Hombres (022)",613,604,7,2
"Mujeres (023)",826,774,48,4
,,,,
"URBANA (024)",7694,7573,60,61
"Hombres (025)",3788,3731,18,39
"Mujeres (026)",3906,3842,42,22
"Menores de 1 año (027)",110,93,6,11
"Hombres (028)",66,53,5,8
"Mujeres (029)",44,40,1,3
"De 1 a 5 años (030)",915,855,14,46
"Hombres (031)",461,423,8,30
"Mujeres (032)",454,432,6,16
"De 6 a 14 años (033)",1818,1818,,
"Hombres (034)",947,947,,
"Mujeres (035)",871,871,,
"De 15 a 29 años (036)",1486,1486,,
"Hombres (037)",731,731,,
"Mujeres (038)",755,755,,
"De 30 a 44 años (039)",1452,1452,,
"Hombres (040)",727,727,,
"Mujeres (041)",725,725,,
"De 45 a 64 años (042)",1106,1100,6,
"Hombres (043)",526,525,1,
"Mujeres (044)",580,575,5,
"De 65 a más años (045)",807,769,34,4
"Hombres (046)",330,325,4,1
"Mujeres (047)",477,444,30,3
,,,,
"RURAL (048)",4901,4820,52,29
"Hombres (049)",2428,2392,18,18
"Mujeres (050)",2473,2428,34,11
"Menores de 1 año (051)",98,77,12,9
"Hombres (052)",47,37,4,6
"Mujeres (053)",51,40,8,3
"De 1 a 5 años (054)",531,500,13,18
"Hombres (055)",248,229,8,11
"Mujeres (056)",283,271,5,7
"De 6 a 14 años (057)",1109,1109,,
"Hombres (058)",592,592,,
"Mujeres (059)",517,517,,
"De 15 a 29 años (060)",918,916,2,
"Hombres (061)",460,460,,
"Mujeres (062)",458,456,2,
"De 30 a 44 años (063)",776,773,3,
"Hombres (064)",408,405,3,
"Mujeres (065)",368,368,,
"De 45 a 64 años (066)",837,836,1,
"Hombres (067)",390,390,,
"Mujeres (068)",447,446,1,
"De 65 a más años (069)",632,609,21,2
"Hombres (070)",283,279,3,1
"Mujeres (071)",349,330,18,1
