"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ACOBAMBA (000)",22185,61959,55031,,1039,88.8,1.7
"De 12 a 14 años (001)",2641,8,8,,,100,
"De 15 a 19 años (002)",3495,513,497,147,96.9,28.7,
"De 20 a 24 años (003)",2814,2663,2589,301,97.2,11.3,
"De 25 a 29 años (004)",2219,4366,4204,199,96.3,4.6,
"De 30 a 34 años (005)",1897,5882,5568,170,94.7,2.9,
"De 35 a 39 años (006)",1821,7649,7153,129,93.5,1.7,
"De 40 a 44 años (007)",1479,7710,7044,64,91.4,0.8,
"De 45 a 49 años (008)",1358,7872,7085,29,90,0.4,
"De 50 y más años (009)",4461,25296,20883,,82.6,,
"Sin nivel (010)",6086,31676,26926,195,85,0.6,
"De 12 a 14 años (011)",22,,,,,,
"De 15 a 19 años (012)",73,26,26,3,100,11.5,
"De 20 a 24 años (013)",161,234,221,27,94.4,11.5,
"De 25 a 29 años (014)",252,665,626,31,94.1,4.7,
"De 30 a 34 años (015)",384,1358,1278,38,94.1,2.8,
"De 35 a 39 años (016)",559,2644,2442,43,92.4,1.6,
"De 40 a 44 años (017)",597,3383,3052,30,90.2,0.9,
"De 45 a 49 años (018)",709,4365,3899,23,89.3,0.5,
"De 50 y más años (019)",3329,19001,15382,,81,,
"Educacion Inicial (020)",47,116,109,1,94,0.9,
"De 12 a 14 años (021)",2,,,,,,
"De 15 a 19 años (022)",4,,,,,,
"De 20 a 24 años (023)",6,5,5,,100,,
"De 25 a 29 años (024)",8,18,15,,83.3,,
"De 30 a 34 años (025)",20,63,59,1,93.7,1.6,
"De 35 a 39 años (026)",7,30,30,,100,,
"Primaria (030)",8937,23931,21992,532,91.9,2.2,
"De 12 a 14 años (031)",1504,5,5,,100,,
"De 15 a 19 años (032)",1100,265,256,71,96.6,26.8,
"De 20 a 24 años (033)",1236,1495,1453,162,97.2,10.8,
"De 25 a 29 años (034)",1074,2556,2459,109,96.2,4.3,
"De 30 a 34 años (035)",998,3472,3276,89,94.4,2.6,
"De 35 a 39 años (036)",931,4113,3843,68,93.4,1.7,
"De 40 a 44 años (037)",664,3589,3281,28,91.4,0.8,
"De 45 a 49 años (038)",498,2955,2670,5,90.4,0.2,
"De 50 y más años (039)",932,5481,4749,,86.6,,
