"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PAUCARTAMBO (000)",15491,845,1347,9191,197,3792,119
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",27,25,,,2,,
"Profes., científicos e intelectuales (002)",387,363,,16,3,5,
"Técnicos de nivel medio y trab. asimilados (003)",108,72,,31,5,,
"Jefes y empleados de oficina (004)",101,98,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",670,67,5,469,10,119,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7784,,,7639,145,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",651,,77,492,14,68,
"Obreros construc.,conf.,papel, fab., instr. (008)",527,39,248,209,14,17,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",4982,116,987,234,1,3525,119
"Otra (010)",43,43,,,,,
"Ocupación no especificada (011)",211,22,30,101,3,55,
"Hombres (012)",10432,508,1106,7412,156,1234,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",24,22,,,2,,
"Profes., científicos e intelectuales (014)",182,172,,6,3,1,
"Técnicos de nivel medio y trab. asimilados (015)",66,45,,18,3,,
"Jefes y empleados de oficina (016)",70,67,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",221,39,2,150,4,26,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6904,,,6780,124,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",242,,66,162,5,9,
"Obreros construc.,conf.,papel, fab., instr. (020)",509,39,246,195,12,17,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2090,69,772,64,1,1168,16
"Otra (022)",43,43,,,,,
"Ocupación no especificada (023)",81,12,20,37,2,10,
"Mujeres (024)",5059,337,241,1779,41,2558,103
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",205,191,,10,,4,
"Técnicos de nivel medio y trab. asimilados (027)",42,27,,13,2,,
"Jefes y empleados de oficina (028)",31,31,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",449,28,3,319,6,93,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",880,,,859,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",409,,11,330,9,59,
"Obreros construc.,conf.,papel, fab., instr. (032)",18,,2,14,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2892,47,215,170,,2357,103
"Ocupación no especificada (035)",130,10,10,64,1,45,
,,,,,,,
"URBANA (036)",2938,601,424,1475,57,319,62
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",17,15,,,2,,
"Profes., científicos e intelectuales (038)",289,271,,14,2,2,
"Técnicos de nivel medio y trab. asimilados (039)",84,57,,23,4,,
"Jefes y empleados de oficina (040)",80,78,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",474,37,5,343,8,81,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",706,,,682,24,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",141,,28,106,3,4,
"Obreros construc.,conf.,papel, fab., instr. (044)",248,18,111,104,10,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",755,72,261,159,1,200,62
"Otra (046)",43,43,,,,,
"Ocupación no especificada (047)",101,10,19,44,3,25,
"Hombres (048)",1847,351,369,938,42,140,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",15,13,,,2,,
"Profes., científicos e intelectuales (050)",128,121,,5,2,,
"Técnicos de nivel medio y trab. asimilados (051)",50,34,,14,2,,
"Jefes y empleados de oficina (052)",55,53,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",154,21,2,109,2,20,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",598,,,578,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",118,,26,85,3,4,
"Obreros construc.,conf.,papel, fab., instr. (056)",241,18,109,101,8,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",406,43,221,31,1,103,7
"Otra (058)",43,43,,,,,
"Ocupación no especificada (059)",39,5,11,15,2,6,
"Mujeres (060)",1091,250,55,537,15,179,55
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,2,,,,,
"Profes., científicos e intelectuales (062)",161,150,,9,,2,
"Técnicos de nivel medio y trab. asimilados (063)",34,23,,9,2,,
"Jefes y empleados de oficina (064)",25,25,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",320,16,3,234,6,61,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",108,,,104,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",23,,2,21,,,
"Obreros construc.,conf.,papel, fab., instr. (068)",7,,2,3,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",349,29,40,128,,97,55
"Ocupación no especificada (071)",62,5,8,29,1,19,
,,,,,,,
"RURAL (072)",12553,244,923,7716,140,3473,57
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,10,,,,,
"Profes., científicos e intelectuales (074)",98,92,,2,1,3,
"Técnicos de nivel medio y trab. asimilados (075)",24,15,,8,1,,
"Jefes y empleados de oficina (076)",21,20,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",196,30,,126,2,38,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7078,,,6957,121,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",510,,49,386,11,64,
"Obreros construc.,conf.,papel, fab., instr. (080)",279,21,137,105,4,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4227,44,726,75,,3325,57
"Ocupación no especificada (083)",110,12,11,57,,30,
"Hombres (084)",8585,157,737,6474,114,1094,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,9,,,,,
"Profes., científicos e intelectuales (086)",54,51,,1,1,1,
"Técnicos de nivel medio y trab. asimilados (087)",16,11,,4,1,,
"Jefes y empleados de oficina (088)",15,14,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",67,18,,41,2,6,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6306,,,6202,104,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",124,,40,77,2,5,
"Obreros construc.,conf.,papel, fab., instr. (092)",268,21,137,94,4,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1684,26,551,33,,1065,9
"Ocupación no especificada (095)",42,7,9,22,,4,
"Mujeres (096)",3968,87,186,1242,26,2379,48
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",44,41,,1,,2,
"Técnicos de nivel medio y trab. asimilados (099)",8,4,,4,,,
"Jefes y empleados de oficina (100)",6,6,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",129,12,,85,,32,
