"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",502,30,191,130,112,39
"Secundaria (034)",257,4,168,65,18,2
"Superior no univ. incompleta (035)",21,,14,7,,
"Superior no univ. completa (036)",97,,55,37,5,
"Superior univ. incompleta (037)",10,,6,2,2,
"Superior univ. completa (038)",20,,8,7,4,1
"No PEA (040)",17400,5770,4301,2593,2515,2221
"Sin nivel (041)",1564,190,182,225,365,602
"Educación inicial (042)",333,321,8,4,,
"Primaria (043)",10672,4412,1556,1513,1708,1483
"Secundaria (044)",3756,847,1935,595,311,68
"Superior no univ. incompleta (045)",394,,302,62,20,10
"Superior no univ. completa (046)",409,,161,151,60,37
"Superior univ. incompleta (047)",141,,121,8,9,3
"Superior univ. completa (048)",131,,36,35,42,18
,,,,,,
"URBANA (060)",11922,2323,3129,2737,2431,1302
"Sin nivel (061)",492,34,42,71,130,215
"Educación inicial (062)",158,148,6,4,,
"Primaria (063)",4827,1606,446,710,1134,931
"Secundaria (064)",3760,535,1724,818,604,79
"Superior no univ. incompleta (065)",515,,327,130,50,8
"Superior no univ. completa (066)",1328,,349,669,269,41
"Superior univ. incompleta (067)",255,,139,66,45,5
"Superior univ. completa (068)",587,,96,269,199,23
"PEA (070)",4839,43,1240,1805,1425,326
"Sin nivel (071)",120,2,12,25,51,30
"Educación inicial (072)",5,1,1,3,,
"Primaria (073)",1391,24,223,365,528,251
"Secundaria (074)",1510,16,589,486,391,28
"Superior no univ. incompleta (075)",205,,82,85,37,1
"Superior no univ. completa (076)",996,,228,543,219,6
"Superior univ. incompleta (077)",139,,40,60,37,2
"Superior univ. completa (078)",473,,65,238,162,8
"Ocupada (080)",4464,39,1045,1698,1372,310
"Sin nivel (081)",110,2,7,23,50,28
"Educación inicial (082)",5,1,1,3,,
"Primaria (083)",1295,22,199,336,499,239
"Secundaria (084)",1364,14,492,454,377,27
"Superior no univ. incompleta (085)",187,,69,80,37,1
"Superior no univ. completa (086)",918,,184,513,215,6
"Superior univ. incompleta (087)",131,,35,58,36,2
"Superior univ. completa (088)",454,,58,231,158,7
"Desocupada (090)",375,4,195,107,53,16
"Sin nivel (091)",10,,5,2,1,2
"Primaria (093)",96,2,24,29,29,12
"Secundaria (094)",146,2,97,32,14,1
"Superior no univ. incompleta (095)",18,,13,5,,
"Superior no univ. completa (096)",78,,44,30,4,
"Superior univ. incompleta (097)",8,,5,2,1,
"Superior univ. completa (098)",19,,7,7,4,1
"No PEA (100)",7083,2280,1889,932,1006,976
"Sin nivel (101)",372,32,30,46,79,185
"Educación inicial (102)",153,147,5,1,,
"Primaria (103)",3436,1582,223,345,606,680
"Secundaria (104)",2250,519,1135,332,213,51
"Superior no univ. incompleta (105)",310,,245,45,13,7
"Superior no univ. completa (106)",332,,121,126,50,35
"Superior univ. incompleta (107)",116,,99,6,8,3
"Superior univ. completa (108)",114,,31,31,37,15
,,,,,,
"RURAL (120)",15644,3661,4198,3246,2758,1781
"Sin nivel (121)",1553,179,227,259,383,505
"Educación inicial (122)",182,174,4,4,,
"Primaria (123)",10898,2969,2477,2176,2046,1230
"Secundaria (124)",2531,339,1271,628,258,35
"Superior no univ. incompleta (125)",148,,80,43,22,3
"Superior no univ. completa (126)",238,,104,104,27,3
"Superior univ. incompleta (127)",40,,25,9,6,
"Superior univ. completa (128)",54,,10,23,16,5
"PEA (130)",5327,171,1786,1585,1249,536
"Sin nivel (131)",361,21,75,80,97,88
"Educación inicial (132)",2,,1,1,,
"Primaria (133)",3662,139,1144,1008,944,427
"Secundaria (134)",1025,11,471,365,160,18
"Superior no univ. incompleta (135)",64,,23,26,15,
"Superior no univ. completa (136)",161,,64,79,17,1
"Superior univ. incompleta (137)",15,,3,7,5,
"Superior univ. completa (138)",37,,5,19,11,2
"Ocupada (140)",4766,139,1524,1439,1157,507
"Sin nivel (141)",342,19,65,77,94,87
"Educación inicial (142)",2,,1,1,,
"Primaria (143)",3256,111,977,907,861,400
"Secundaria (144)",914,9,400,332,156,17
"Superior no univ. incompleta (145)",61,,22,24,15,
"Superior no univ. completa (146)",142,,53,72,16,1
"Superior univ. incompleta (147)",13,,2,7,4,
"Superior univ. completa (148)",36,,4,19,11,2
"Desocupada (150)",561,32,262,146,92,29
"Sin nivel (151)",19,2,10,3,3,1
"Primaria (153)",406,28,167,101,83,27
"Secundaria (154)",111,2,71,33,4,1
"Superior no univ. incompleta (155)",3,,1,2,,
"Superior no univ. completa (156)",19,,11,7,1,
"Superior univ. incompleta (157)",2,,1,,1,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",10317,3490,2412,1661,1509,1245
"Sin nivel (161)",1192,158,152,179,286,417
"Educación inicial (162)",180,174,3,3,,
"Primaria (163)",7236,2830,1333,1168,1102,803
"Secundaria (164)",1506,328,800,263,98,17
"Superior no univ. incompleta (165)",84,,57,17,7,3
"Superior no univ. completa (166)",77,,40,25,10,2
"Superior univ. incompleta (167)",25,,22,2,1,
"Superior univ. completa (168)",17,,5,4,5,3
