"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANAS (000)",9128,7987,562,288,291
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",25,,,2,23
"Profes., científicos e intelectuales (002)",458,158,132,136,32
"Técnicos de nivel medio y trab. asimilados (003)",85,46,6,8,25
"Jefes y empleados de oficina (004)",135,23,9,6,97
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",404,376,20,2,6
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4148,4047,100,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",372,332,23,14,3
"Obreros construc.,conf.,papel, fab., instr. (008)",370,256,67,34,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2897,2559,189,78,71
"Otra (010)",20,,,,20
"Ocupación no especificada (011)",214,190,16,7,1
"Hombres (012)",5833,4924,443,240,226
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",20,,,2,18
"Profes., científicos e intelectuales (014)",313,98,99,101,15
"Técnicos de nivel medio y trab. asimilados (015)",61,34,6,8,13
"Jefes y empleados de oficina (016)",106,18,7,4,77
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",135,125,5,1,4
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3139,3055,83,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",322,287,19,14,2
"Obreros construc.,conf.,papel, fab., instr. (020)",358,249,63,33,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1263,975,153,70,65
"Otra (022)",19,,,,19
"Ocupación no especificada (023)",97,83,8,6,
"Mujeres (024)",3295,3063,119,48,65
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",5,,,,5
"Profes., científicos e intelectuales (026)",145,60,33,35,17
"Técnicos de nivel medio y trab. asimilados (027)",24,12,,,12
"Jefes y empleados de oficina (028)",29,5,2,2,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",269,251,15,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1009,992,17,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",50,45,4,,1
"Obreros construc.,conf.,papel, fab., instr. (032)",12,7,4,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1634,1584,36,8,6
"Otra (034)",1,,,,1
