"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LA UNION (000)",5606,5500,1310,505,621,563,938,729,479,355,106,20340
"De 12 a 14 años (001)",558,556,552,2,2,,,,,,2,6
"De 15 a 19 años (002)",525,518,421,77,18,,2,,,,7,121
"De 20 a 24 años (003)",384,349,79,146,86,29,8,1,,,35,444
"De 25 a 29 años (004)",456,435,57,67,125,99,72,12,3,,21,1025
"De 30 a 34 años (005)",531,521,52,64,119,100,140,41,5,,10,1517
"De 35 a 39 años (006)",530,527,28,46,98,100,141,76,28,10,3,1998
"De 40 a 44 años (007)",476,468,18,21,52,52,130,100,65,30,8,2383
"De 45 a 49 años (008)",393,385,9,11,35,42,87,97,65,39,8,2206
"De 50 y más años (009)",1753,1741,94,71,86,141,358,402,313,276,12,10640
"Conviviente (010)",1387,1367,100,273,299,222,248,131,64,30,20,4343
"De 12 a 14 años (011)",7,5,1,2,2,,,,,,2,6
"De 15 a 19 años (012)",106,100,26,55,18,,1,,,,6,95
"De 20 a 24 años (013)",228,223,17,111,64,24,6,1,,,5,342
"De 25 a 29 años (014)",268,265,15,45,85,70,41,7,2,,3,660
"De 30 a 34 años (015)",242,242,17,29,64,50,62,19,1,,,706
"De 35 a 39 años (016)",188,186,6,15,36,38,51,31,7,2,2,707
"De 40 a 44 años (017)",129,129,3,7,13,15,38,29,15,9,,661
"De 45 a 49 años (018)",66,64,2,2,7,6,15,10,16,6,2,372
"De 50 y más años (019)",153,153,13,7,10,19,34,34,23,13,,794
"Separado(a) (020)",107,105,3,23,13,11,26,7,15,7,2,453
"De 15 a 19 años (022)",6,6,,6,,,,,,,,6
"De 20 a 24 años (023)",11,11,,7,3,,1,,,,,17
"De 25 a 29 años (024)",10,10,,4,2,1,2,1,,,,27
"De 30 a 34 años (025)",10,10,,2,2,2,2,1,1,,,35
