"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"Secundaria (040)",7412,10421,9962,355,95.6,3.4,
"De 12 a 14 años (041)",1072,5,5,,100,,
"De 15 a 19 años (042)",1962,162,160,45,98.8,27.8,
"De 20 a 24 años (043)",1027,845,836,94,98.9,11.1,
"De 25 a 29 años (044)",902,1433,1403,100,97.9,7,
"De 30 a 34 años (045)",724,1735,1681,65,96.9,3.7,
"De 35 a 39 años (046)",576,1710,1638,36,95.8,2.1,
"De 40 a 44 años (047)",414,1452,1403,11,96.6,0.8,
"De 45 a 49 años (048)",294,1220,1131,4,92.7,0.3,
"De 50 y más años (049)",441,1859,1705,,91.7,,
"Sup. no Univ. incompleta (050)",979,793,774,37,97.6,4.7,
"De 15 a 19 años (052)",226,8,8,1,100,12.5,
"De 20 a 24 años (053)",335,72,72,9,100,12.5,
"De 25 a 29 años (054)",137,107,107,13,100,12.1,
"De 30 a 34 años (055)",99,156,154,10,98.7,6.4,
"De 35 a 39 años (056)",60,135,132,3,97.8,2.2,
"De 40 a 44 años (057)",46,130,125,1,96.2,0.8,
"De 45 a 49 años (058)",22,55,54,,98.2,,
"De 50 y más años (059)",54,130,122,,93.8,,
"Sup. no Univ. completa (060)",1110,1499,1444,52,96.3,3.5,
"De 20 a 24 años (063)",217,58,58,11,100,19,
"De 25 a 29 años (064)",252,183,179,20,97.8,10.9,
"De 30 a 34 años (065)",220,290,283,16,97.6,5.5,
"De 35 a 39 años (066)",129,220,218,4,99.1,1.8,
"De 40 a 44 años (067)",92,253,239,1,94.5,0.4,
"De 45 a 49 años (068)",64,148,142,,95.9,,
"De 50 y más años (069)",136,347,325,,93.7,,
"Sup. Univ. incompleta (070)",556,357,351,10,98.3,2.8,
"De 15 a 19 años (072)",91,,,,,,
"De 20 a 24 años (073)",173,25,25,2,100,8,
"De 25 a 29 años (074)",73,42,42,4,100,9.5,
"De 30 a 34 años (075)",43,41,40,1,97.6,2.4,
"De 35 a 39 años (076)",41,64,64,3,100,4.7,
"De 40 a 44 años (077)",24,37,37,,100,,
"De 45 a 49 años (078)",32,72,71,,98.6,,
"De 50 y más años (079)",79,76,72,,94.7,,
"Sup. Univ. completa (080)",1127,898,874,32,97.3,3.6,
"De 20 a 24 años (083)",82,12,12,1,100,8.3,
"De 25 a 29 años (084)",360,64,64,8,100,12.5,
"De 30 a 34 años (085)",163,136,135,9,99.3,6.6,
"De 35 a 39 años (086)",152,207,204,12,98.6,5.8,
"De 40 a 44 años (087)",79,151,150,2,99.3,1.3,
"De 45 a 49 años (088)",74,111,108,,97.3,,
"De 50 y más años (089)",217,217,201,,92.6,,
,,,,,,,
"URBANA (100)",10611,22641,20619,366,91.1,1.6,
"De 12 a 14 años (101)",881,10,10,1,100,10,
"De 15 a 19 años (102)",1387,120,119,25,99.2,20.8,
"De 20 a 24 años (103)",1297,736,729,74,99,10.1,
"De 25 a 29 años (104)",1368,1365,1343,107,98.4,7.8,
"De 30 a 34 años (105)",1076,2103,2047,78,97.3,3.7,
"De 35 a 39 años (106)",938,2518,2422,56,96.2,2.2,
"De 40 a 44 años (107)",753,2622,2490,22,95,0.8,
"De 45 a 49 años (108)",659,2548,2353,3,92.3,0.1,
"De 50 y más años (109)",2252,10619,9106,,85.8,,
"Sin nivel (110)",779,4336,3564,13,82.2,0.3,
"De 12 a 14 años (111)",5,,,,,,
"De 15 a 19 años (112)",19,3,3,,100,,
"De 20 a 24 años (113)",13,15,15,1,100,6.7,
"De 25 a 29 años (114)",14,29,28,3,96.6,10.3,
"De 30 a 34 años (115)",25,78,74,3,94.9,3.8,
"De 35 a 39 años (116)",22,80,65,3,81.3,3.8,
"De 40 a 44 años (117)",32,157,148,3,94.3,1.9,
"De 45 a 49 años (118)",51,256,237,,92.6,,
"De 50 y más años (119)",598,3718,2994,,80.5,,
"Educacion Inicial (120)",13,15,15,,100,,
"De 12 a 14 años (121)",2,,,,,,
"De 15 a 19 años (122)",4,,,,,,
"De 20 a 24 años (123)",2,2,2,,100,,
"De 25 a 29 años (124)",2,3,3,,100,,
"De 30 a 34 años (125)",2,6,6,,100,,
"De 35 a 39 años (126)",1,4,4,,100,,
"Primaria (130)",2439,9026,8095,76,89.7,0.8,
"De 12 a 14 años (131)",336,7,7,1,100,14.3,
"De 15 a 19 años (132)",110,23,23,4,100,17.4,
"De 20 a 24 años (133)",99,122,119,13,97.5,10.7,
"De 25 a 29 años (134)",127,271,267,17,98.5,6.3,
"De 30 a 34 años (135)",179,557,530,17,95.2,3.1,
"De 35 a 39 años (136)",244,938,887,13,94.6,1.4,
"De 40 a 44 años (137)",234,1038,960,10,92.5,1,
"De 45 a 49 años (138)",231,1157,1041,1,90,0.1,
"De 50 y más años (139)",879,4913,4261,,86.7,,
"Secundaria (140)",4216,6238,6003,183,96.2,2.9,
"De 12 a 14 años (141)",538,3,3,,100,,
"De 15 a 19 años (142)",1034,89,88,21,98.9,23.6,
"De 20 a 24 años (143)",557,462,458,45,99.1,9.7,
"De 25 a 29 años (144)",518,743,730,54,98.3,7.3,
"De 30 a 34 años (145)",423,948,928,33,97.9,3.5,
"De 35 a 39 años (146)",336,956,929,22,97.2,2.3,
"De 40 a 44 años (147)",273,927,902,6,97.3,0.6,
"De 45 a 49 años (148)",204,794,742,2,93.5,0.3,
"De 50 y más años (149)",333,1316,1223,,92.9,,
"Sup. no Univ. incompleta (150)",688,637,622,24,97.6,3.8,
"De 15 a 19 años (152)",141,5,5,,100,,
"De 20 a 24 años (153)",224,53,53,5,100,9.4,
"De 25 a 29 años (154)",101,84,84,10,100,11.9,
"De 30 a 34 años (155)",74,119,118,5,99.2,4.2,
"De 35 a 39 años (156)",47,104,103,3,99,2.9,
"De 40 a 44 años (157)",39,109,104,1,95.4,0.9,
"De 45 a 49 años (158)",19,49,48,,98,,
"De 50 y más años (159)",43,114,107,,93.9,,
"Sup. no Univ. completa (160)",925,1248,1206,34,96.6,2.7,
"De 20 a 24 años (163)",176,48,48,7,100,14.6,
"De 25 a 29 años (164)",203,142,138,14,97.2,9.9,
"De 30 a 34 años (165)",181,229,227,10,99.1,4.4,
"De 35 a 39 años (166)",113,198,197,3,99.5,1.5,
"De 40 a 44 años (167)",80,216,202,,93.5,,
"De 45 a 49 años (168)",57,123,120,,97.6,,
"De 50 y más años (169)",115,292,274,,93.8,,
"Sup. Univ. incompleta (170)",499,318,312,8,98.1,2.5,
"De 15 a 19 años (172)",79,,,,,,
"De 20 a 24 años (173)",152,23,23,2,100,8.7,
"De 25 a 29 años (174)",64,37,37,3,100,8.1,
"De 30 a 34 años (175)",42,38,37,1,97.4,2.6,
"De 35 a 39 años (176)",37,54,54,2,100,3.7,
"De 40 a 44 años (177)",24,37,37,,100,,
"De 45 a 49 años (178)",28,60,59,,98.3,,
"De 50 y más años (179)",73,69,65,,94.2,,
"Sup. Univ. completa (180)",1052,823,802,28,97.4,3.4,
"De 20 a 24 años (183)",74,11,11,1,100,9.1,
"De 25 a 29 años (184)",339,56,56,6,100,10.7,
"De 30 a 34 años (185)",150,128,127,9,99.2,7,
"De 35 a 39 años (186)",138,184,183,10,99.5,5.4,
"De 40 a 44 años (187)",71,138,137,2,99.3,1.4,
"De 45 a 49 años (188)",69,109,106,,97.2,,
"De 50 y más años (189)",211,197,182,,92.4,,
,,,,,,,
"RURAL (200)",10229,31486,27409,485,87.1,1.5,
"De 12 a 14 años (201)",1174,3,3,,100,,
"De 15 a 19 años (202)",1322,134,132,37,98.5,27.6,
"De 20 a 24 años (203)",985,858,834,110,97.2,12.8,
"De 25 a 29 años (204)",972,1950,1882,134,96.5,6.9,
"De 30 a 34 años (205)",894,2677,2534,101,94.7,3.8,
"De 35 a 39 años (206)",904,3448,3185,67,92.4,1.9,
"De 40 a 44 años (207)",822,3928,3545,29,90.2,0.7,
"De 45 a 49 años (208)",653,3512,3141,7,89.4,0.2,
"De 50 y más años (209)",2503,14976,12153,,81.1,,
"Sin nivel (210)",2510,13363,10936,72,81.8,0.5,
"De 12 a 14 años (211)",15,,,,,,
"De 15 a 19 años (212)",30,6,6,1,100,16.7,
"De 20 a 24 años (213)",65,95,89,10,93.7,10.5,
"De 25 a 29 años (214)",123,329,308,17,93.6,5.2,
"De 30 a 34 años (215)",117,432,403,16,93.3,3.7,
"De 35 a 39 años (216)",178,796,719,19,90.3,2.4,
"De 40 a 44 años (217)",179,961,812,6,84.5,0.6,
"De 45 a 49 años (218)",175,945,825,3,87.3,0.3,
"De 50 y más años (219)",1628,9799,7774,,79.3,,
"Educacion Inicial (220)",10,33,33,1,100,3,
"De 15 a 19 años (222)",1,,,,,,
"De 20 a 24 años (223)",1,,,,,,
"De 25 a 29 años (224)",5,21,21,,100,,
"De 30 a 34 años (225)",2,9,9,1,100,11.1,
"De 35 a 39 años (226)",1,3,3,,100,,
"Primaria (230)",3905,13386,11980,204,89.5,1.5,
"De 12 a 14 años (231)",625,1,1,,100,,
"De 15 a 19 años (232)",266,52,51,11,98.1,21.2,
"De 20 a 24 años (233)",268,348,335,44,96.3,12.6,
"De 25 a 29 años (234)",345,833,803,59,96.4,7.1,
"De 30 a 34 años (235)",396,1340,1266,41,94.5,3.1,
"De 35 a 39 años (236)",438,1809,1673,30,92.5,1.7,
"De 40 a 44 años (237)",475,2371,2161,17,91.1,0.7,
"De 45 a 49 años (238)",369,2096,1885,2,89.9,0.1,
"De 50 y más años (239)",723,4536,3805,,83.9,,
"Secundaria (240)",3196,4183,3959,171,94.6,4.1,
"De 12 a 14 años (241)",534,2,2,,100,,
"De 15 a 19 años (242)",928,73,72,24,98.6,32.9,
"De 20 a 24 años (243)",470,383,378,48,98.7,12.5,
"De 25 a 29 años (244)",384,690,673,46,97.5,6.7,
"De 30 a 34 años (245)",301,787,753,32,95.7,4.1,
"De 35 a 39 años (246)",240,754,709,14,94,1.9,
"De 40 a 44 años (247)",141,525,501,5,95.4,1,
"De 45 a 49 años (248)",90,426,389,2,91.3,0.5,
"De 50 y más años (249)",108,543,482,,88.8,,
"Sup. no Univ. incompleta (250)",291,156,152,13,97.4,8.3,
"De 15 a 19 años (252)",85,3,3,1,100,33.3,
"De 20 a 24 años (253)",111,19,19,4,100,21.1,
"De 25 a 29 años (254)",36,23,23,3,100,13,
"De 30 a 34 años (255)",25,37,36,5,97.3,13.5,
"De 35 a 39 años (256)",13,31,29,,93.5,,
"De 40 a 44 años (257)",7,21,21,,100,,
"De 45 a 49 años (258)",3,6,6,,100,,
"De 50 y más años (259)",11,16,15,,93.8,,
"Sup. no Univ. completa (260)",185,251,238,18,94.8,7.2,
"De 20 a 24 años (263)",41,10,10,4,100,40,
"De 25 a 29 años (264)",49,41,41,6,100,14.6,
"De 30 a 34 años (265)",39,61,56,6,91.8,9.8,
"De 35 a 39 años (266)",16,22,21,1,95.5,4.5,
"De 40 a 44 años (267)",12,37,37,1,100,2.7,
"De 45 a 49 años (268)",7,25,22,,88,,
"De 50 y más años (269)",21,55,51,,92.7,,
"Sup. Univ. incompleta (270)",57,39,39,2,100,5.1,
"De 15 a 19 años (272)",12,,,,,,
"De 20 a 24 años (273)",21,2,2,,100,,
"De 25 a 29 años (274)",9,5,5,1,100,20,
"De 30 a 34 años (275)",1,3,3,,100,,
"De 35 a 39 años (276)",4,10,10,1,100,10,
"De 45 a 49 años (278)",4,12,12,,100,,
"De 50 y más años (279)",6,7,7,,100,,
"Sup. Univ. completa (280)",75,75,72,4,96,5.3,
"De 20 a 24 años (283)",8,1,1,,100,,
"De 25 a 29 años (284)",21,8,8,2,100,25,
"De 30 a 34 años (285)",13,8,8,,100,,
"De 35 a 39 años (286)",14,23,21,2,91.3,8.7,
"De 40 a 44 años (287)",8,13,13,,100,,
"De 45 a 49 años (288)",5,2,2,,100,,
"De 50 y más años (289)",6,20,19,,95,,
