"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia YAULI (000)",49838,26433,23405,43818,22954,20864,6020,3479,2541
"Menores de 1 año (001)",836,430,406,751,387,364,85,43,42
"Menores de 1 mes (002)",50,32,18,47,29,18,3,3,
"De 1 a 11 meses (003)",786,398,388,704,358,346,82,40,42
"De 1 a 4 años (004)",4015,2102,1913,3519,1861,1658,496,241,255
"1 año (005)",972,526,446,835,468,367,137,58,79
"2 años (006)",1050,534,516,929,466,463,121,68,53
"3 años (007)",1027,534,493,905,468,437,122,66,56
"4 años (008)",966,508,458,850,459,391,116,49,67
"De 5 a 9 años (009)",5010,2588,2422,4482,2305,2177,528,283,245
"5 años (010)",914,476,438,806,417,389,108,59,49
"6 años (011)",943,492,451,831,438,393,112,54,58
"7 años (012)",1029,553,476,934,495,439,95,58,37
"8 años (013)",1089,532,557,987,479,508,102,53,49
"9 años (014)",1035,535,500,924,476,448,111,59,52
"De 10 a 14 años (015)",5419,2696,2723,4912,2440,2472,507,256,251
"10 años (016)",1027,517,510,921,466,455,106,51,55
"11 años (017)",1034,501,533,943,456,487,91,45,46
"12 años (018)",1140,559,581,1023,506,517,117,53,64
"13 años (019)",1120,581,539,1012,523,489,108,58,50
"14 años (020)",1098,538,560,1013,489,524,85,49,36
"De 15 a 19 años (021)",4251,2141,2110,3804,1911,1893,447,230,217
"15 años (022)",1062,549,513,963,493,470,99,56,43
"16 años (023)",884,450,434,805,408,397,79,42,37
"17 años (024)",807,394,413,706,351,355,101,43,58
"18 años (025)",721,367,354,641,323,318,80,44,36
"19 años (026)",777,381,396,689,336,353,88,45,43
"De 20 a 24 años (027)",4203,2150,2053,3649,1822,1827,554,328,226
"20 años (028)",819,394,425,707,344,363,112,50,62
"21 años (029)",714,353,361,622,299,323,92,54,38
"22 años (030)",833,426,407,720,356,364,113,70,43
"23 años (031)",909,505,404,789,425,364,120,80,40
"24 años (032)",928,472,456,811,398,413,117,74,43
"De 25 a 29 años (033)",4474,2484,1990,3830,2053,1777,644,431,213
"25 años (034)",946,511,435,808,425,383,138,86,52
"26 años (035)",875,485,390,763,411,352,112,74,38
"27 años (036)",942,524,418,800,431,369,142,93,49
"28 años (037)",931,553,378,787,449,338,144,104,40
"29 años (038)",780,411,369,672,337,335,108,74,34
"De 30 a 34 años (039)",4242,2300,1942,3705,1945,1760,537,355,182
"30 años (040)",1008,546,462,840,446,394,168,100,68
"31 años (041)",698,385,313,622,330,292,76,55,21
"32 años (042)",847,453,394,751,389,362,96,64,32
"33 años (043)",850,477,373,748,404,344,102,73,29
"34 años (044)",839,439,400,744,376,368,95,63,32
"De 35 a 39 años (045)",3955,2150,1805,3524,1868,1656,431,282,149
