"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCABAMBA (000)",85954,16561,15621,14893,13181,10246,15452
"Conviviente (001)",28850,321,4305,8215,6983,4404,4622
"Separado(a) (002)",2727,25,452,689,543,440,578
"Casado(a) (003)",16152,18,360,1984,3728,3967,6095
"Viudo(a) (004)",4051,1,21,91,261,498,3179
"Divorciado(a) (005)",217,,15,36,36,40,90
"Soltero(a) (006)",33957,16196,10468,3878,1630,897,888
"Hombres (008)",42865,8473,8015,7325,6447,5028,7577
"Conviviente (009)",14063,97,1414,4005,3599,2341,2607
"Separado(a) (010)",436,2,20,71,78,102,163
"Casado(a) (011)",8016,8,96,790,1755,1947,3420
"Viudo(a) (012)",1090,1,8,15,57,126,883
"Divorciado(a) (013)",61,,3,6,12,16,24
"Soltero(a) (014)",19199,8365,6474,2438,946,496,480
"Mujeres (016)",43089,8088,7606,7568,6734,5218,7875
"Conviviente (017)",14787,224,2891,4210,3384,2063,2015
"Separado(a) (018)",2291,23,432,618,465,338,415
"Casado(a) (019)",8136,10,264,1194,1973,2020,2675
"Viudo(a) (020)",2961,,13,76,204,372,2296
"Divorciado(a) (021)",156,,12,30,24,24,66
"Soltero(a) (022)",14758,7831,3994,1440,684,401,408
,,,,,,,
"URBANA (024)",11737,2046,1971,2238,2074,1446,1962
"Conviviente (025)",3057,45,440,987,822,415,348
"Separado(a) (026)",407,1,35,97,102,72,100
"Casado(a) (027)",2937,1,61,409,799,688,979
"Viudo(a) (028)",430,,1,6,19,56,348
"Divorciado(a) (029)",41,,1,3,10,11,16
"Soltero(a) (030)",4865,1999,1433,736,322,204,171
"Hombres (032)",5694,1034,960,1031,1003,717,949
"Conviviente (033)",1475,18,145,448,422,243,199
"Separado(a) (034)",76,,3,10,24,16,23
"Casado(a) (035)",1473,,17,157,389,355,555
"Viudo(a) (036)",107,,1,,4,9,93
"Divorciado(a) (037)",16,,,,5,7,4
"Soltero(a) (038)",2547,1016,794,416,159,87,75
"Mujeres (040)",6043,1012,1011,1207,1071,729,1013
"Conviviente (041)",1582,27,295,539,400,172,149
"Separado(a) (042)",331,1,32,87,78,56,77
"Casado(a) (043)",1464,1,44,252,410,333,424
"Viudo(a) (044)",323,,,6,15,47,255
"Divorciado(a) (045)",25,,1,3,5,4,12
"Soltero(a) (046)",2318,983,639,320,163,117,96
,,,,,,,
"RURAL (048)",74217,14515,13650,12655,11107,8800,13490
"Conviviente (049)",25793,276,3865,7228,6161,3989,4274
"Separado(a) (050)",2320,24,417,592,441,368,478
"Casado(a) (051)",13215,17,299,1575,2929,3279,5116
"Viudo(a) (052)",3621,1,20,85,242,442,2831
"Divorciado(a) (053)",176,,14,33,26,29,74
"Soltero(a) (054)",29092,14197,9035,3142,1308,693,717
"Hombres (056)",37171,7439,7055,6294,5444,4311,6628
"Conviviente (057)",12588,79,1269,3557,3177,2098,2408
"Separado(a) (058)",360,2,17,61,54,86,140
"Casado(a) (059)",6543,8,79,633,1366,1592,2865
"Viudo(a) (060)",983,1,7,15,53,117,790
"Divorciado(a) (061)",45,,3,6,7,9,20
"Soltero(a) (062)",16652,7349,5680,2022,787,409,405
"Mujeres (064)",37046,7076,6595,6361,5663,4489,6862
"Conviviente (065)",13205,197,2596,3671,2984,1891,1866
"Separado(a) (066)",1960,22,400,531,387,282,338
"Casado(a) (067)",6672,9,220,942,1563,1687,2251
"Viudo(a) (068)",2638,,13,70,189,325,2041
"Divorciado(a) (069)",131,,11,27,19,20,54
"Soltero(a) (070)",12440,6848,3355,1120,521,284,312
