"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CAÑETE (000)",76056,178910,166119,,3440,92.9,1.9
"De 12 a 14 años (001)",6163,31,31,,7,100,22.6
"De 15 a 19 años (002)",9846,1375,1356,399,98.6,29,
"De 20 a 24 años (003)",9042,6671,6584,932,98.7,14,
"De 25 a 29 años (004)",8310,11588,11402,817,98.4,7.1,
"De 30 a 34 años (005)",7764,16103,15758,694,97.9,4.3,
"De 35 a 39 años (006)",7025,19220,18676,384,97.2,2,
"De 40 a 44 años (007)",6111,19612,18814,177,95.9,0.9,
"De 45 a 49 años (008)",4869,17907,16921,29,94.5,0.2,
"De 50 y más años (009)",16926,86403,76577,1,88.6,,
"Conviviente (010)",19051,46999,44913,2088,95.6,4.4,
"De 12 a 14 años (011)",54,18,18,4,100,22.2,
"De 15 a 19 años (012)",1379,966,951,282,98.4,29.2,
"De 20 a 24 años (013)",3759,4492,4432,658,98.7,14.6,
"De 25 a 29 años (014)",3856,6957,6842,512,98.3,7.4,
"De 30 a 34 años (015)",3268,7979,7803,386,97.8,4.8,
"De 35 a 39 años (016)",2453,7698,7484,164,97.2,2.1,
"De 40 a 44 años (017)",1657,6189,5921,72,95.7,1.2,
"De 45 a 49 años (018)",997,4060,3815,10,94,0.2,
"De 50 y más años (019)",1628,8640,7647,,88.5,,
"Separado(a) (020)",4317,13093,12285,191,93.8,1.5,
"De 12 a 14 años (021)",4,1,1,1,100,100,
"De 15 a 19 años (022)",136,119,118,34,99.2,28.6,
"De 20 a 24 años (023)",398,496,490,49,98.8,9.9,
"De 25 a 29 años (024)",501,816,808,36,99,4.4,
"De 30 a 34 años (025)",548,1148,1132,34,98.6,3,
"De 35 a 39 años (026)",581,1567,1529,22,97.6,1.4,
"De 40 a 44 años (027)",520,1661,1575,14,94.8,0.8,
"De 45 a 49 años (028)",465,1777,1666,1,93.8,0.1,
"De 50 y más años (029)",1164,5508,4966,,90.2,,
"Casado(a) (030)",22774,89484,82980,878,92.7,1,
"De 12 a 14 años (031)",7,2,2,,100,,
"De 15 a 19 años (032)",90,59,58,14,98.3,23.7,
"De 20 a 24 años (033)",727,897,888,131,99,14.6,
"De 25 a 29 años (034)",1697,2862,2811,219,98.2,7.7,
"De 30 a 34 años (035)",2476,5847,5734,237,98.1,4.1,
