"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANTA (000)",32266,92304,80030,,1827,86.7,2
"De 12 a 14 años (001)",3808,25,24,,7,96,28
"De 15 a 19 años (002)",4494,1028,1008,269,98.1,26.2,
"De 20 a 24 años (003)",3786,3916,3818,422,97.5,10.8,
"De 25 a 29 años (004)",3329,6680,6458,387,96.7,5.8,
"De 30 a 34 años (005)",2997,9225,8786,338,95.2,3.7,
"De 35 a 39 años (006)",2605,10144,9499,218,93.6,2.1,
"De 40 a 44 años (007)",2372,11513,10446,144,90.7,1.3,
"De 45 a 49 años (008)",1937,10382,9099,42,87.6,0.4,
"De 50 y más años (009)",6938,39391,30892,,78.4,,
"Sin nivel (010)",8456,45036,36335,335,80.7,0.7,
"De 12 a 14 años (011)",37,2,2,,100,,
"De 15 a 19 años (012)",76,40,39,2,97.5,5,
"De 20 a 24 años (013)",143,238,229,21,96.2,8.8,
"De 25 a 29 años (014)",305,931,886,63,95.2,6.8,
"De 30 a 34 años (015)",582,2291,2118,79,92.4,3.4,
"De 35 a 39 años (016)",755,3599,3282,77,91.2,2.1,
"De 40 a 44 años (017)",970,5464,4816,68,88.1,1.2,
"De 45 a 49 años (018)",911,5302,4476,25,84.4,0.5,
"De 50 y más años (019)",4677,27169,20487,,75.4,,
"Educacion Inicial (020)",55,143,131,2,91.6,1.4,
"De 12 a 14 años (021)",5,,,,,,
"De 15 a 19 años (022)",8,1,1,,100,,
"De 20 a 24 años (023)",8,12,12,,100,,
"De 25 a 29 años (024)",7,14,14,1,100,7.1,
"De 30 a 34 años (025)",16,64,63,,98.4,,
"De 35 a 39 años (026)",11,52,41,1,78.8,1.9,
"Primaria (030)",11471,32854,29816,810,90.8,2.5,
"De 12 a 14 años (031)",2188,15,14,3,93.3,20,
"De 15 a 19 años (032)",1150,402,398,110,99,27.4,
"De 20 a 24 años (033)",1240,1836,1784,184,97.2,10,
"De 25 a 29 años (034)",1323,3423,3287,179,96,5.2,
"De 30 a 34 años (035)",1350,4798,4580,165,95.5,3.4,
"De 35 a 39 años (036)",1047,4486,4236,96,94.4,2.1,
"De 40 a 44 años (037)",913,4561,4196,60,92,1.3,
"De 45 a 49 años (038)",666,3769,3377,13,89.6,0.3,
"De 50 y más años (039)",1594,9564,7944,,83.1,,
