"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PUNO (000)",93680,69421,6393,5561,12305
"Hombres (001)",52386,36782,4031,3473,8100
"Mujeres (002)",41294,32639,2362,2088,4205
"De 06 a 14 años (003)",1181,1071,95,13,2
"Hombres (004)",629,559,57,11,2
"Mujeres (005)",552,512,38,2,
"De 15 a 29 años (006)",26025,19900,2153,1419,2553
"Hombres (007)",14115,10365,1324,882,1544
"Mujeres (008)",11910,9535,829,537,1009
"De 30 a 44 años (009)",32374,21760,2555,2590,5469
"Hombres (010)",17974,11385,1550,1524,3515
"Mujeres (011)",14400,10375,1005,1066,1954
"De 45 a 64 años (012)",25827,18781,1452,1459,4135
"Hombres (013)",14748,9853,999,988,2908
"Mujeres (014)",11079,8928,453,471,1227
"De 65 y más años (015)",8273,7909,138,80,146
"Hombres (016)",4920,4620,101,68,131
"Mujeres (017)",3353,3289,37,12,15
,,,,,
"URBANA (018)",53800,32490,4868,5231,11211
"Hombres (019)",30155,16763,2993,3204,7195
"Mujeres (020)",23645,15727,1875,2027,4016
"De 06 a 14 años (021)",617,564,39,12,2
"Hombres (022)",352,310,29,11,2
"Mujeres (023)",265,254,10,1,
"De 15 a 29 años (024)",15727,10625,1596,1288,2218
"Hombres (025)",8685,5645,967,777,1296
"Mujeres (026)",7042,4980,629,511,922
"De 30 a 44 años (027)",21197,11617,2068,2482,5030
"Hombres (028)",11655,5860,1212,1434,3149
"Mujeres (029)",9542,5757,856,1048,1881
"De 45 a 64 años (030)",14340,8031,1093,1380,3836
"Hombres (031)",8334,4043,733,921,2637
"Mujeres (032)",6006,3988,360,459,1199
"De 65 y más años (033)",1919,1653,72,69,125
"Hombres (034)",1129,905,52,61,111
"Mujeres (035)",790,748,20,8,14
,,,,,
"RURAL (036)",39880,36931,1525,330,1094
"Hombres (037)",22231,20019,1038,269,905
"Mujeres (038)",17649,16912,487,61,189
"De 06 a 14 años (039)",564,507,56,1,
"Hombres (040)",277,249,28,,
"Mujeres (041)",287,258,28,1,
"De 15 a 29 años (042)",10298,9275,557,131,335
"Hombres (043)",5430,4720,357,105,248
"Mujeres (044)",4868,4555,200,26,87
"De 30 a 44 años (045)",11177,10143,487,108,439
"Hombres (046)",6319,5525,338,90,366
"Mujeres (047)",4858,4618,149,18,73
"De 45 a 64 años (048)",11487,10750,359,79,299
"Hombres (049)",6414,5810,266,67,271
"Mujeres (050)",5073,4940,93,12,28
"De 65 y más años (051)",6354,6256,66,11,21
"Hombres (052)",3791,3715,49,7,20
"Mujeres (053)",2563,2541,17,4,1
