"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAÑETE (000)",76056,72659,21227,11776,11537,8707,10038,5059,2559,1756,3397,178910
"De 12 a 14 años (001)",6163,6131,6106,19,6,,,,,,32,31
"De 15 a 19 años (002)",9846,9667,8419,1141,90,14,3,,,,179,1375
"De 20 a 24 años (003)",9042,8032,3193,3336,1230,235,32,6,,,1010,6671
"De 25 a 29 años (004)",8310,7440,1131,2727,2335,904,327,14,2,,870,11588
"De 30 a 34 años (005)",7764,7326,621,1597,2466,1578,926,124,9,5,438,16103
"De 35 a 39 años (006)",7025,6786,348,880,1889,1723,1533,350,51,12,239,19220
"De 40 a 44 años (007)",6111,5922,310,605,1180,1387,1721,561,131,27,189,19612
"De 45 a 49 años (008)",4869,4733,248,411,768,941,1382,685,229,69,136,17907
"De 50 y más años (009)",16926,16622,851,1060,1573,1925,4114,3319,2137,1643,304,86403
"Sin nivel (010)",4741,4639,302,242,359,468,1036,966,683,583,102,25684
"De 12 a 14 años (011)",47,45,45,,,,,,,,2,
"De 15 a 19 años (012)",66,65,55,7,1,2,,,,,1,15
"De 20 a 24 años (013)",54,43,20,14,5,4,,,,,11,36
"De 25 a 29 años (014)",106,93,26,17,27,12,11,,,,13,156
"De 30 a 34 años (015)",236,227,18,28,48,64,62,7,,,9,627
"De 35 a 39 años (016)",263,252,18,22,55,49,70,31,5,2,11,850
"De 40 a 44 años (017)",366,357,21,18,37,56,122,72,26,5,9,1544
"De 45 a 49 años (018)",344,333,20,17,24,53,95,77,35,12,11,1586
"De 50 y más años (019)",3259,3224,79,119,162,228,676,779,617,564,35,20870
"Educacion Inicial (020)",95,85,44,12,9,13,6,1,,,10,104
"De 12 a 14 años (021)",22,22,22,,,,,,,,,
