"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAMANA (000)",50221,2045,4639,5386,4980,9407,8197,12335,3232
"Sin nivel (001)",4605,2045,347,57,36,110,345,989,676
"Educación inicial (002)",1492,,1370,72,16,20,14,,
"Primaria (003)",13714,,2922,3051,291,950,1495,3532,1473
"Secundaria (004)",16988,,,2206,3600,3950,2998,3766,468
"Superior no univ. incompleto (005)",3604,,,,604,1451,703,745,101
"Superior no univ. completo (006)",4288,,,,,1448,1309,1341,190
"Superior univ. incompleto (007)",2139,,,,433,775,336,536,59
"Superior univ. completo (008)",3391,,,,,703,997,1426,265
"Hombres (010)",26301,1072,2440,2708,2548,4844,4269,6702,1718
"Sin nivel (011)",1847,1072,172,29,18,51,87,220,198
"Educación inicial (012)",789,,733,36,8,10,2,,
"Primaria (013)",6863,,1535,1529,133,379,650,1800,837
"Secundaria (014)",9934,,,1114,1916,2342,1835,2422,305
"Superior no univ. incompleto (015)",1908,,,,262,691,402,482,71
"Superior no univ. completo (016)",2014,,,,,670,598,634,112
"Superior univ. incompleto (017)",1233,,,,211,416,210,357,39
"Superior univ. completo (018)",1713,,,,,285,485,787,156
"Mujeres (020)",23920,973,2199,2678,2432,4563,3928,5633,1514
"Sin nivel (021)",2758,973,175,28,18,59,258,769,478
"Educación inicial (022)",703,,637,36,8,10,12,,
"Primaria (023)",6851,,1387,1522,158,571,845,1732,636
"Secundaria (024)",7054,,,1092,1684,1608,1163,1344,163
"Superior no univ. incompleto (025)",1696,,,,342,760,301,263,30
"Superior no univ. completo (026)",2274,,,,,778,711,707,78
"Superior univ. incompleto (027)",906,,,,222,359,126,179,20
"Superior univ. completo (028)",1678,,,,,418,512,639,109
,,,,,,,,,
"URBANA (030)",42437,1692,3992,4824,4213,7314,6848,10714,2840
"Sin nivel (031)",3730,1692,288,52,31,88,255,774,550
"Educación inicial (032)",1314,,1206,66,11,19,12,,
"Primaria (033)",11472,,2498,2703,226,660,1194,2931,1260
"Secundaria (034)",13795,,,2003,2991,2721,2414,3241,425
"Superior no univ. incompleto (035)",3152,,,,552,1259,594,650,97
