"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",3863,,,,,1247,1163,1265,188
"Superior univ. incompleto (037)",1910,,,,402,687,287,477,57
"Superior univ. completo (038)",3201,,,,,633,929,1376,263
"Hombres (040)",21546,904,2097,2408,2090,3530,3401,5645,1471
"Sin nivel (041)",1480,904,140,26,16,45,62,141,146
"Educación inicial (042)",697,,645,33,7,10,2,,
"Primaria (043)",5587,,1312,1346,101,240,483,1421,684
"Secundaria (044)",7776,,,1003,1543,1506,1425,2031,268
"Superior no univ. incompleto (045)",1619,,,,231,587,322,409,70
"Superior no univ. completo (046)",1746,,,,,544,504,587,111
"Superior univ. incompleto (047)",1058,,,,192,354,171,304,37
"Superior univ. completo (048)",1583,,,,,244,432,752,155
"Mujeres (050)",20891,788,1895,2416,2123,3784,3447,5069,1369
"Sin nivel (051)",2250,788,148,26,15,43,193,633,404
"Educación inicial (052)",617,,561,33,4,9,10,,
"Primaria (053)",5885,,1186,1357,125,420,711,1510,576
"Secundaria (054)",6019,,,1000,1448,1215,989,1210,157
"Superior no univ. incompleto (055)",1533,,,,321,672,272,241,27
"Superior no univ. completo (056)",2117,,,,,703,659,678,77
"Superior univ. incompleto (057)",852,,,,210,333,116,173,20
"Superior univ. completo (058)",1618,,,,,389,497,624,108
,,,,,,,,,
"RURAL (060)",7784,353,647,562,767,2093,1349,1621,392
"Sin nivel (061)",875,353,59,5,5,22,90,215,126
"Educación inicial (062)",178,,164,6,5,1,2,,
"Primaria (063)",2242,,424,348,65,290,301,601,213
"Secundaria (064)",3193,,,203,609,1229,584,525,43
"Superior no univ. incompleto (065)",452,,,,52,192,109,95,4
"Superior no univ. completo (066)",425,,,,,201,146,76,2
"Superior univ. incompleto (067)",229,,,,31,88,49,59,2
"Superior univ. completo (068)",190,,,,,70,68,50,2
"Hombres (070)",4755,168,343,300,458,1314,868,1057,247
"Sin nivel (071)",367,168,32,3,2,6,25,79,52
"Educación inicial (072)",92,,88,3,1,,,,
"Primaria (073)",1276,,223,183,32,139,167,379,153
"Secundaria (074)",2158,,,111,373,836,410,391,37
"Superior no univ. incompleto (075)",289,,,,31,104,80,73,1
"Superior no univ. completo (076)",268,,,,,126,94,47,1
"Superior univ. incompleto (077)",175,,,,19,62,39,53,2
"Superior univ. completo (078)",130,,,,,41,53,35,1
"Mujeres (080)",3029,185,304,262,309,779,481,564,145
"Sin nivel (081)",508,185,27,2,3,16,65,136,74
"Educación inicial (082)",86,,76,3,4,1,2,,
"Primaria (083)",966,,201,165,33,151,134,222,60
"Secundaria (084)",1035,,,92,236,393,174,134,6
"Superior no univ. incompleto (085)",163,,,,21,88,29,22,3
"Superior no univ. completo (086)",157,,,,,75,52,29,1
"Superior univ. incompleto (087)",54,,,,12,26,10,6,
"Superior univ. completo (088)",60,,,,,29,15,15,1
