"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ATALAYA (000)",39291,3195,6403,5914,4686,6998,5143,6076,876
"Sin nivel (001)",9615,3195,1511,327,387,897,1064,1869,365
"Educación inicial (002)",1079,,865,46,33,81,54,,
"Primaria (003)",17347,,4027,4542,1846,2431,1755,2350,396
"Secundaria (004)",8612,,,999,2305,2632,1400,1187,89
"Superior no univ. incompleto (005)",754,,,,89,340,177,142,6
"Superior no univ. completo (006)",869,,,,,315,336,212,6
"Superior univ. incompleto (007)",343,,,,26,123,104,83,7
"Superior univ. completo (008)",672,,,,,179,253,233,7
"Hombres (010)",20630,1543,3271,3211,2310,3518,2745,3515,517
"Sin nivel (011)",4398,1543,809,189,144,339,393,811,170
"Educación inicial (012)",534,,430,27,9,32,36,,
"Primaria (013)",8890,,2032,2472,843,1101,858,1329,255
"Secundaria (014)",5128,,,523,1248,1507,908,873,69
"Superior no univ. incompleto (015)",469,,,,54,201,100,109,5
"Superior no univ. completo (016)",544,,,,,172,215,152,5
"Superior univ. incompleto (017)",232,,,,12,81,68,64,7
"Superior univ. completo (018)",435,,,,,85,167,177,6
"Mujeres (020)",18661,1652,3132,2703,2376,3480,2398,2561,359
"Sin nivel (021)",5217,1652,702,138,243,558,671,1058,195
"Educación inicial (022)",545,,435,19,24,49,18,,
"Primaria (023)",8457,,1995,2070,1003,1330,897,1021,141
"Secundaria (024)",3484,,,476,1057,1125,492,314,20
"Superior no univ. incompleto (025)",285,,,,35,139,77,33,1
"Superior no univ. completo (026)",325,,,,,143,121,60,1
"Superior univ. incompleto (027)",111,,,,14,42,36,19,
"Superior univ. completo (028)",237,,,,,94,86,56,1
,,,,,,,,,
"URBANA (030)",14111,854,1790,2045,1720,2656,2127,2528,391
"Sin nivel (031)",1488,854,171,46,28,59,70,192,68
"Educación inicial (032)",431,,374,23,14,12,8,,
"Primaria (033)",4825,,1245,1292,246,394,479,933,236
"Secundaria (034)",5230,,,684,1324,1406,877,866,73
"Superior no univ. incompleto (035)",617,,,,83,273,141,116,4
"Superior no univ. completo (036)",693,,,,,255,260,174,4
"Superior univ. incompleto (037)",293,,,,25,109,82,73,4
"Superior univ. completo (038)",534,,,,,148,210,174,2
"Hombres (040)",7440,424,886,1089,880,1306,1139,1485,231
"Sin nivel (041)",671,424,96,26,16,19,19,57,14
"Educación inicial (042)",201,,176,14,3,7,1,,
"Primaria (043)",2337,,614,704,112,138,177,443,149
"Secundaria (044)",2932,,,345,685,713,533,600,56
"Superior no univ. incompleto (045)",367,,,,52,153,73,86,3
"Superior no univ. completo (046)",408,,,,,136,151,118,3
"Superior univ. incompleto (047)",195,,,,12,72,52,55,4
"Superior univ. completo (048)",329,,,,,68,133,126,2
"Mujeres (050)",6671,430,904,956,840,1350,988,1043,160
"Sin nivel (051)",817,430,75,20,12,40,51,135,54
"Educación inicial (052)",230,,198,9,11,5,7,,
"Primaria (053)",2488,,631,588,134,256,302,490,87
"Secundaria (054)",2298,,,339,639,693,344,266,17
"Superior no univ. incompleto (055)",250,,,,31,120,68,30,1
"Superior no univ. completo (056)",285,,,,,119,109,56,1
"Superior univ. incompleto (057)",98,,,,13,37,30,18,
"Superior univ. completo (058)",205,,,,,80,77,48,
,,,,,,,,,
"RURAL (060)",25180,2341,4613,3869,2966,4342,3016,3548,485
"Sin nivel (061)",8127,2341,1340,281,359,838,994,1677,297
"Educación inicial (062)",648,,491,23,19,69,46,,
"Primaria (063)",12522,,2782,3250,1600,2037,1276,1417,160
"Secundaria (064)",3382,,,315,981,1226,523,321,16
"Superior no univ. incompleto (065)",137,,,,6,67,36,26,2
"Superior no univ. completo (066)",176,,,,,60,76,38,2
"Superior univ. incompleto (067)",50,,,,1,14,22,10,3
"Superior univ. completo (068)",138,,,,,31,43,59,5
"Hombres (070)",13190,1119,2385,2122,1430,2212,1606,2030,286
"Sin nivel (071)",3727,1119,713,163,128,320,374,754,156
"Educación inicial (072)",333,,254,13,6,25,35,,
"Primaria (073)",6553,,1418,1768,731,963,681,886,106
"Secundaria (074)",2196,,,178,563,794,375,273,13
"Superior no univ. incompleto (075)",102,,,,2,48,27,23,2
"Superior no univ. completo (076)",136,,,,,36,64,34,2
"Superior univ. incompleto (077)",37,,,,,9,16,9,3
"Superior univ. completo (078)",106,,,,,17,34,51,4
"Mujeres (080)",11990,1222,2228,1747,1536,2130,1410,1518,199
"Sin nivel (081)",4400,1222,627,118,231,518,620,923,141
"Educación inicial (082)",315,,237,10,13,44,11,,
"Primaria (083)",5969,,1364,1482,869,1074,595,531,54
"Secundaria (084)",1186,,,137,418,432,148,48,3
"Superior no univ. incompleto (085)",35,,,,4,19,9,3,
"Superior no univ. completo (086)",40,,,,,24,12,4,
"Superior univ. incompleto (087)",13,,,,1,5,6,1,
"Superior univ. completo (088)",32,,,,,14,9,8,1
