"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Mujeres (096)",1656,168,390,630,10,446,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",83,73,,10,,,
"Técnicos de nivel medio y trab. asimilados (099)",19,16,,2,1,,
"Jefes y empleados de oficina (100)",62,62,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",82,8,13,52,2,7,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",522,,1,514,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",8,,,7,,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",7,,6,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",810,5,339,22,,432,12
"Ocupación no especificada (107)",61,2,31,22,,6,
