"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otra (034)",1,,1,,,
"Ocupación no especificada (035)",212,1,95,78,27,11
,,,,,,
"URBANA (036)",11369,90,4839,4382,1843,215
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",11,,2,6,3,
"Profes., científicos e intelectuales (038)",371,,86,185,98,2
"Técnicos de nivel medio y trab. asimilados (039)",146,,57,56,31,2
"Jefes y empleados de oficina (040)",95,,51,28,15,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1615,17,639,635,286,38
"Agricult. trabaj. calif.agrop. y pesqueros (042)",518,4,117,203,146,48
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",2771,8,1226,1102,412,23
"Obreros construc., conf., papel, fab., instr. (044)",331,,92,150,80,9
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",5037,59,2357,1832,714,75
"Otra (046)",24,,4,17,3,
"Ocupación no especificada (047)",450,2,208,168,55,17
"Hombres (048)",8394,47,3528,3309,1358,152
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",11,,2,6,3,
"Profes., científicos e intelectuales (050)",267,,57,124,84,2
"Técnicos de nivel medio y trab. asimilados (051)",103,,33,43,25,2
"Jefes y empleados de oficina (052)",73,,35,24,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",522,5,164,210,120,23
"Agricult. trabaj. calif.agrop. y pesqueros (054)",370,1,84,145,105,35
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",2377,6,1056,962,337,16
"Obreros construc., conf., papel, fab., instr. (056)",323,,88,147,79,9
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",4063,34,1886,1535,553,55
"Otra (058)",23,,3,17,3,
"Ocupación no especificada (059)",262,1,120,96,35,10
"Mujeres (060)",2975,43,1311,1073,485,63
"Profes., científicos e intelectuales (062)",104,,29,61,14,
"Técnicos de nivel medio y trab. asimilados (063)",43,,24,13,6,
"Jefes y empleados de oficina (064)",22,,16,4,1,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1093,12,475,425,166,15
"Agricult. trabaj. calif.agrop. y pesqueros (066)",148,3,33,58,41,13
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",394,2,170,140,75,7
"Obreros construc., conf., papel, fab., instr. (068)",8,,4,3,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",974,25,471,297,161,20
"Otra (070)",1,,1,,,
"Ocupación no especificada (071)",188,1,88,72,20,7
,,,,,,
"RURAL (072)",4991,34,1787,1602,1166,402
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",2,,,2,,
"Profes., científicos e intelectuales (074)",57,,15,29,12,1
"Técnicos de nivel medio y trab. asimilados (075)",33,,14,12,7,
"Jefes y empleados de oficina (076)",21,,11,7,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",170,,83,57,27,3
"Agricult. trabaj. calif.agrop. y pesqueros (078)",1493,6,287,451,507,242
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",418,1,177,161,70,9
"Obreros construc., conf., papel, fab., instr. (080)",37,,11,13,13,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",2697,27,1170,851,512,137
"Ocupación no especificada (083)",63,,19,19,15,10
"Hombres (084)",3642,15,1303,1186,847,291
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",1,,,1,,
"Profes., científicos e intelectuales (086)",44,,7,25,11,1
"Técnicos de nivel medio y trab. asimilados (087)",23,,8,8,7,
"Jefes y empleados de oficina (088)",13,,6,4,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",46,,17,16,12,1
"Agricult. trabaj. calif.agrop. y pesqueros (090)",1172,2,217,365,402,186
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",278,,132,96,45,5
"Obreros construc., conf., papel, fab., instr. (092)",35,,10,12,13,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1991,13,894,646,346,92
"Ocupación no especificada (095)",39,,12,13,8,6
"Mujeres (096)",1349,19,484,416,319,111
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",1,,,1,,
"Profes., científicos e intelectuales (098)",13,,8,4,1,
"Técnicos de nivel medio y trab. asimilados (099)",10,,6,4,,
"Jefes y empleados de oficina (100)",8,,5,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",124,,66,41,15,2
"Agricult. trabaj. calif.agrop. y pesqueros (102)",321,4,70,86,105,56
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",140,1,45,65,25,4
"Obreros construc., conf., papel, fab., instr. (104)",2,,1,1,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",706,14,276,205,166,45
"Ocupación no especificada (107)",24,,7,6,7,4
