"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",230,10,106,82,30,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",2409,157,816,697,585,154
"Otra (036)",1,,,,1,
"Ocupación no especificada (037)",314,1,97,96,82,38
"Desocupado (038)",157,8,96,35,17,1
,,,,,,
"URBANA (039)",9088,240,2904,3289,2114,541
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",29,,3,10,14,2
"Profes., científicos e intelectuales (041)",895,,186,467,227,15
"Técnicos de nivel medio y trab.asimilados (042)",345,,138,127,69,11
"Jefes y empleados de oficina (043)",213,,81,79,51,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2038,33,640,728,505,132
"Agricult.trabaj. calif. agrop. y pesqueros (045)",1427,14,261,484,449,219
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",620,13,253,209,117,28
"Obreros construc., conf., papel, fab., instr. (047)",1220,17,444,504,229,26
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",1724,156,657,493,338,80
"Otra (049)",70,,9,45,16,
"Ocupación no especificada (050)",214,3,85,57,51,18
"Desocupado (051)",293,4,147,86,48,8
"Hombres (052)",5546,149,1776,1971,1302,348
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",24,,1,8,13,2
"Profes., científicos e intelectuales (054)",426,,78,209,128,11
"Técnicos de nivel medio y trab.asimilados (055)",215,,81,80,44,10
"Jefes y empleados de oficina (056)",128,,37,51,39,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",655,17,241,221,140,36
"Agricult.trabaj. calif. agrop. y pesqueros (058)",1224,13,220,418,380,193
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",477,10,202,157,87,21
"Obreros construc., conf., papel, fab., instr. (060)",1049,9,374,437,204,25
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",977,95,399,267,183,33
"Otra (062)",69,,9,45,15,
"Ocupación no especificada (063)",117,2,47,24,35,9
"Desocupado (064)",185,3,87,54,34,7
"Mujeres (065)",3542,91,1128,1318,812,193
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,,2,2,1,
"Profes., científicos e intelectuales (067)",469,,108,258,99,4
"Técnicos de nivel medio y trab.asimilados (068)",130,,57,47,25,1
"Jefes y empleados de oficina (069)",85,,44,28,12,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1383,16,399,507,365,96
"Agricult.trabaj. calif. agrop. y pesqueros (071)",203,1,41,66,69,26
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",143,3,51,52,30,7
"Obreros construc., conf., papel, fab., instr. (073)",171,8,70,67,25,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",747,61,258,226,155,47
"Otra (075)",1,,,,1,
"Ocupación no especificada (076)",97,1,38,33,16,9
"Desocupado (077)",108,1,60,32,14,1
,,,,,,
"RURAL (078)",13092,265,4135,4327,3309,1056
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",9,,,6,3,
"Profes., científicos e intelectuales (080)",212,,81,101,29,1
"Técnicos de nivel medio y trab.asimilados (081)",71,,27,33,7,4
"Jefes y empleados de oficina (082)",37,,17,14,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",396,4,160,146,75,11
"Agricult.trabaj. calif. agrop. y pesqueros (084)",6626,14,1433,2372,2057,750
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",363,2,183,110,57,11
"Obreros construc., conf., papel, fab., instr. (086)",551,5,243,191,101,11
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",4206,228,1753,1155,851,219
"Otra (088)",4,,1,2,1,
"Ocupación no especificada (089)",420,1,139,136,96,48
"Desocupado (090)",197,11,98,61,26,1
"Hombres (091)",9828,152,3015,3354,2493,814
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,,,4,3,
"Profes., científicos e intelectuales (093)",107,,32,56,18,1
"Técnicos de nivel medio y trab.asimilados (094)",36,,11,17,4,4
"Jefes y empleados de oficina (095)",25,,7,12,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",117,,57,36,22,2
"Agricult.trabaj. calif. agrop. y pesqueros (097)",5973,12,1274,2179,1849,659
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",172,,89,57,20,6
"Obreros construc., conf., papel, fab., instr. (099)",492,3,207,176,96,10
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",2544,132,1195,684,421,112
"Otra (101)",4,,1,2,1,
"Ocupación no especificada (102)",203,1,80,73,30,19
"Desocupado (103)",148,4,62,58,23,1
"Mujeres (104)",3264,113,1120,973,816,242
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",2,,,2,,
"Profes., científicos e intelectuales (106)",105,,49,45,11,
"Técnicos de nivel medio y trab.asimilados (107)",35,,16,16,3,
"Jefes y empleados de oficina (108)",12,,10,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",279,4,103,110,53,9
"Agricult.trabaj. calif. agrop. y pesqueros (110)",653,2,159,193,208,91
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",191,2,94,53,37,5
"Obreros construc., conf., papel, fab., instr. (112)",59,2,36,15,5,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",1662,96,558,471,430,107
"Ocupación no especificada (115)",217,,59,63,66,29
"Desocupado (116)",49,7,36,3,3,
