"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",106,102,3,,1
,,,,,
"URBANA (036)",3239,2520,191,121,407
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",29,,4,5,20
"Profes., científicos e intelectuales (038)",402,60,64,65,213
"Técnicos de nivel medio y trab. asimilados (039)",123,47,15,6,55
"Jefes y empleados de oficina (040)",85,17,6,12,50
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",442,418,16,6,2
"Agricult.trabaj.calif.agrop.y pesqueros (042)",834,818,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",201,189,8,2,2
"Obreros construc.,conf.,papel, fab., instr. (044)",227,197,18,9,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",781,692,43,15,31
"Otra (046)",30,,,,30
"Ocupación no especificada (047)",85,82,1,1,1
"Hombres (048)",2283,1830,129,85,239
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",24,,3,5,16
"Profes., científicos e intelectuales (050)",223,35,36,41,111
"Técnicos de nivel medio y trab. asimilados (051)",74,36,9,5,24
"Jefes y empleados de oficina (052)",43,6,4,8,25
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",175,160,9,4,2
"Agricult.trabaj.calif.agrop.y pesqueros (054)",769,756,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",177,165,8,2,2
"Obreros construc.,conf.,papel, fab., instr. (056)",224,194,18,9,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",516,452,29,10,25
"Otra (058)",30,,,,30
"Ocupación no especificada (059)",28,26,,1,1
"Mujeres (060)",956,690,62,36,168
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,1,,4
"Profes., científicos e intelectuales (062)",179,25,28,24,102
"Técnicos de nivel medio y trab. asimilados (063)",49,11,6,1,31
"Jefes y empleados de oficina (064)",42,11,2,4,25
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",267,258,7,2,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",65,62,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",24,24,,,
"Obreros construc.,conf.,papel, fab., instr. (068)",3,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",265,240,14,5,6
"Ocupación no especificada (071)",57,56,1,,
,,,,,
"RURAL (072)",6349,5982,252,37,78
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,,1,,6
"Profes., científicos e intelectuales (074)",151,69,39,13,30
"Técnicos de nivel medio y trab. asimilados (075)",39,15,4,3,17
"Jefes y empleados de oficina (076)",21,3,3,5,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",113,110,1,,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3093,3031,62,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",95,90,5,,
"Obreros construc.,conf.,papel, fab., instr. (080)",115,98,7,8,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2643,2503,127,7,6
"Otra (082)",4,,,,4
"Ocupación no especificada (083)",68,63,3,1,1
"Hombres (084)",5544,5266,194,31,53
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,,,,5
"Profes., científicos e intelectuales (086)",93,39,25,10,19
"Técnicos de nivel medio y trab. asimilados (087)",23,8,4,3,8
"Jefes y empleados de oficina (088)",15,2,1,4,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",52,50,,,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2934,2875,59,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",86,81,5,,
"Obreros construc.,conf.,papel, fab., instr. (092)",115,98,7,8,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2198,2096,92,5,5
"Otra (094)",4,,,,4
"Ocupación no especificada (095)",19,17,1,1,
"Mujeres (096)",805,716,58,6,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,1,,1
"Profes., científicos e intelectuales (098)",58,30,14,3,11
"Técnicos de nivel medio y trab. asimilados (099)",16,7,,,9
"Jefes y empleados de oficina (100)",6,1,2,1,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",61,60,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",159,156,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",9,9,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",445,407,35,2,1
"Ocupación no especificada (107)",49,46,2,,1
