"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SANCHEZ CARRION (000)",32083,116,473,1439,2743,5523,15085,6704
"De 12 a 14 años (001)",52,,,,,,6,46
"De 15 a 19 años (002)",1125,,,,,,773,352
"De 20 a 24 años (003)",3900,,,,,15,2650,1235
"De 25 a 29 años (004)",4148,,,,,132,3099,917
"De 30 a 34 años (005)",4052,,,,1,377,3062,612
"De 35 a 39 años (006)",3908,,,,24,750,2634,500
"De 40 a 44 años (007)",3200,,,2,92,963,1736,407
"De 45 a 49 años (008)",2554,,,6,192,1151,907,298
"De 50 y más años (009)",9144,116,473,1431,2434,2135,218,2337
"Sin nivel (010)",17227,102,421,1186,2069,3189,6789,3471
"De 12 a 14 años (011)",5,,,,,,,5
"De 15 a 19 años (012)",310,,,,,,231,79
"De 20 a 24 años (013)",1156,,,,,5,851,300
"De 25 a 29 años (014)",1550,,,,,37,1241,272
"De 30 a 34 años (015)",1772,,,,1,136,1390,245
"De 35 a 39 años (016)",1890,,,,10,318,1322,240
"De 40 a 44 años (017)",1732,,,1,47,462,1003,219
"De 45 a 49 años (018)",1541,,,4,102,659,592,184
"De 50 y más años (019)",7271,102,421,1181,1909,1572,159,1927
"Educacion Inicial (020)",79,,,,,4,61,14
"De 15 a 19 años (022)",3,,,,,,1,2
"De 20 a 24 años (023)",21,,,,,,19,2
"De 25 a 29 años (024)",27,,,,,,22,5
"De 30 a 34 años (025)",21,,,,,3,13,5
"De 35 a 39 años (026)",7,,,,,1,6,
"Primaria (030)",10677,11,41,195,476,1653,6312,1989
"De 12 a 14 años (031)",36,,,,,,4,32
"De 15 a 19 años (032)",598,,,,,,423,175
"De 20 a 24 años (033)",1897,,,,,5,1342,550
"De 25 a 29 años (034)",1769,,,,,54,1351,364
"De 30 a 34 años (035)",1645,,,,,148,1282,215
"De 35 a 39 años (036)",1465,,,,5,283,1017,160
"De 40 a 44 años (037)",1028,,,,27,325,565,111
"De 45 a 49 años (038)",750,,,1,54,346,273,76
"De 50 y más años (039)",1489,11,41,194,390,492,55,306
"Secundaria (040)",1674,2,7,26,74,199,876,490
"De 12 a 14 años (041)",11,,,,,,2,9
"De 15 a 19 años (042)",175,,,,,,98,77
"De 20 a 24 años (043)",420,,,,,3,245,172
"De 25 a 29 años (044)",318,,,,,13,223,82
"De 30 a 34 años (045)",211,,,,,37,128,46
"De 35 a 39 años (046)",177,,,,5,42,106,24
"De 40 a 44 años (047)",136,,,,5,47,62,22
"De 45 a 49 años (048)",71,,,,11,39,11,10
"De 50 y más años (049)",155,2,7,26,53,18,1,48
