"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CARABAYA (000)",73946,73157,420,369
"Hombres (001)",38408,38036,171,201
"Mujeres (002)",35538,35121,249,168
"Menores de 1 año (003)",1615,1388,127,100
"Hombres (004)",835,722,58,55
"Mujeres (005)",780,666,69,45
"De 1 a 5 años (006)",9321,8955,104,262
"Hombres (007)",4804,4604,55,145
"Mujeres (008)",4517,4351,49,117
"De 6 a 14 años (009)",17140,17126,11,3
"Hombres (010)",8910,8904,5,1
"Mujeres (011)",8230,8222,6,2
"De 15 a 29 años (012)",20324,20318,6,
"Hombres (013)",10463,10461,2,
"Mujeres (014)",9861,9857,4,
"De 30 a 44 años (015)",13569,13556,13,
"Hombres (016)",7202,7196,6,
"Mujeres (017)",6367,6360,7,
"De 45 a 64 años (018)",8386,8354,31,1
"Hombres (019)",4399,4394,5,
"Mujeres (020)",3987,3960,26,1
"De 65 a más años (021)",3591,3460,128,3
"Hombres (022)",1795,1755,40,
"Mujeres (023)",1796,1705,88,3
,,,,
"URBANA (024)",30329,30034,127,168
"Hombres (025)",15340,15204,51,85
"Mujeres (026)",14989,14830,76,83
"Menores de 1 año (027)",656,574,46,36
"Hombres (028)",338,304,16,18
"Mujeres (029)",318,270,30,18
"De 1 a 5 años (030)",3764,3589,46,129
"Hombres (031)",1939,1849,23,67
"Mujeres (032)",1825,1740,23,62
"De 6 a 14 años (033)",7448,7445,2,1
"Hombres (034)",3794,3793,1,
"Mujeres (035)",3654,3652,1,1
"De 15 a 29 años (036)",8262,8261,1,
"Hombres (037)",4105,4104,1,
"Mujeres (038)",4157,4157,,
"De 30 a 44 años (039)",5748,5747,1,
"Hombres (040)",2935,2934,1,
"Mujeres (041)",2813,2813,,
"De 45 a 64 años (042)",3165,3161,4,
"Hombres (043)",1650,1649,1,
"Mujeres (044)",1515,1512,3,
"De 65 a más años (045)",1286,1257,27,2
"Hombres (046)",579,571,8,
"Mujeres (047)",707,686,19,2
,,,,
"RURAL (048)",43617,43123,293,201
"Hombres (049)",23068,22832,120,116
"Mujeres (050)",20549,20291,173,85
"Menores de 1 año (051)",959,814,81,64
"Hombres (052)",497,418,42,37
"Mujeres (053)",462,396,39,27
"De 1 a 5 años (054)",5557,5366,58,133
"Hombres (055)",2865,2755,32,78
"Mujeres (056)",2692,2611,26,55
"De 6 a 14 años (057)",9692,9681,9,2
"Hombres (058)",5116,5111,4,1
"Mujeres (059)",4576,4570,5,1
"De 15 a 29 años (060)",12062,12057,5,
"Hombres (061)",6358,6357,1,
"Mujeres (062)",5704,5700,4,
"De 30 a 44 años (063)",7821,7809,12,
"Hombres (064)",4267,4262,5,
"Mujeres (065)",3554,3547,7,
"De 45 a 64 años (066)",5221,5193,27,1
"Hombres (067)",2749,2745,4,
"Mujeres (068)",2472,2448,23,1
"De 65 a más años (069)",2305,2203,101,1
"Hombres (070)",1216,1184,32,
"Mujeres (071)",1089,1019,69,1
